Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,OutputKeys,1,final String CDATA_SECTION_ELEMENTS,False,NULL
0,OutputKeys,2,final String INDENT,False,NULL
0,OutputKeys,3,final String MEDIA_TYPE,False,NULL
0,OutputKeys,4,final String OMIT_XML_DECLARATION,False,NULL
0,OutputKeys,5,final String STANDALONE,False,NULL
1,Transformer,1,"setOutputProperty(String name, String value)",False,NULL
1,Transformer,2,"setParameter(String namespace, String value)",False,NULL
1,Transformer,3,"transform(Source source, Result result)",False,NULL
1,Transformer,4,"transform(Source source, StreamResult result)",False,NULL
1,Transformer,5,"transform(Source source, Writer out)",False,NULL
2,TransformerFactory,1,TransformerFactory newInstance(),True,Obtain a new instance of a TransformerFactory.
2,TransformerFactory,2,Transformer newTransformer(),True,Create a new Transformer that performs a copy of the Source to the Result.
2,TransformerFactory,3,Templates newTemplates(),False,NULL
2,TransformerFactory,4,Templates newTemplates(Source source),True,"Process the Source into a Templates object, which is a a compiled representation of the source."
2,TransformerFactory,5,Templates newTemplates(TransformerHandler handler),False,NULL
