Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,Cipher,1,byte[] doFinal(byte[] input),True,"Encrypts or decrypts data in a single-part operation, or finishes a multiple-part operation."
0,Cipher,2,"void init(int opmode, Key key)",True,Initializes this cipher with a key.
0,Cipher,3,"void init(int opmode, Key key, AlgorithmParameters params)",True,Initializes this cipher with a key and a set of algorithm parameters.
0,Cipher,4,"void init(int opmode, Key key, SecureRandom srand)",True,Initializes this cipher with a key and a source of randomness.
0,Cipher,5,void setIV(byte[] iv),False,NULL
1,CipherInputStream,1,"CipherInputStream(InputStream in, Cipher cipher)",False,NULL
1,CipherInputStream,2,int read(),True,Reads the next byte of data from this input stream.
1,CipherInputStream,3,int read(byte[] b),True,Reads up to b.length bytes of data from this input stream into an array of bytes.
1,CipherInputStream,4,"int read(byte[] b, int off, int len)",True,Reads up to len bytes of data from this input stream into an array of bytes.
1,CipherInputStream,5,void close(),True,Closes this input stream and releases any system resources associated with the stream.
2,CipherOutputStream,1,"CipherOutputStream(OutputStream out, Cipher cipher)",False,NULL
2,CipherOutputStream,2,void write(int b),True,Writes the specified byte to this output stream.
2,CipherOutputStream,3,void write(byte[] b),True,Writes b.length bytes from the specified byte array to this output stream.
2,CipherOutputStream,4,"void write(byte[] b, int off, int len)",True,Writes len bytes from the specified byte array starting at offset off to this output stream.
2,CipherOutputStream,5,void flush(),True,Flushes this output stream by forcing any buffered output bytes that have already been processed by the encapsulated cipher object to be written out.
3,CipherSpi,1,int getOutputSize(int inputLen),False,NULL
3,CipherSpi,2,"void init(int opmode, Key key, SecureRandom srand)",False,NULL
3,CipherSpi,3,"byte[] update(byte[] in, int inOff, int len)",False,NULL
3,CipherSpi,4,"byte[] doFinal(byte[] in, int inOff, int len)",False,NULL
3,CipherSpi,5,"void setParameter(String param, Object value)",False,NULL
4,EncryptedPrivateKeyInfo,1,EncryptedPrivateKeyInfo(byte[] encoded),False,NULL
4,EncryptedPrivateKeyInfo,2,byte[] getEncoded(),True,Returns the ASN.1 encoding of this object.
4,EncryptedPrivateKeyInfo,3,String getAlgName(),True,Returns the encryption algorithm.
4,EncryptedPrivateKeyInfo,4,String getProviderName(),False,NULL
4,EncryptedPrivateKeyInfo,5,String getKeySpec(),False,NULL
5,ExemptionMechanism,1,void setKey(Key key),False,NULL
5,ExemptionMechanism,2,Key getKey(),False,NULL
5,ExemptionMechanism,3,void setExemptionPolicy(ExemptionPolicy policy),False,NULL
5,ExemptionMechanism,4,ExemptionPolicy getExemptionPolicy(),False,NULL
5,ExemptionMechanism,5,void setExemptionParameters(ExemptionParameters parameters),False,NULL
5,ExemptionMechanism,6,ExemptionParameters getExemptionParameters(),False,NULL
5,ExemptionMechanism,7,void setExemptionKey(Key key),False,NULL
5,ExemptionMechanism,8,Key getExemptionKey(),False,NULL
5,ExemptionMechanism,9,void setExemptionKeySpec(KeySpec keySpec),False,NULL
5,ExemptionMechanism,10,KeySpec getExemptionKeySpec(),False,NULL
5,ExemptionMechanism,11,void setExemptionKeyFactory(KeyFactory keyFactory),False,NULL
5,ExemptionMechanism,12,KeyFactory getExemptionKeyFactory(),False,NULL
5,ExemptionMechanism,13,void setExemptionSecureRandom(SecureRandom secureRandom),False,NULL
5,ExemptionMechanism,14,SecureRandom getExemptionSecureRandom(),False,NULL
5,ExemptionMechanism,15,void setExemptionCipher(Cipher cipher),False,NULL
5,ExemptionMechanism,16,Cipher getExemptionCipher(),False,NULL
