Sample Number,ClassName,Snippet Number,Method,Exist
0,ParameterBlock,1,int getSize(),False
0,ParameterBlock,2,Object getParameter(int index),False
0,ParameterBlock,3,void addParameter(Object param),False
0,ParameterBlock,4,"void setParameter(int index, Object param)",False
0,ParameterBlock,5,void removeParameter(int index),False
1,RenderableImageOp,1,"void setRenderingHint(RenderingHints.Key key, Object value)",False
1,RenderableImageOp,2,Object getRenderingHint(RenderingHints.Key key),False
1,RenderableImageOp,3,RenderingHints getRenderingHints(),False
1,RenderableImageOp,4,"BufferedImage createCompatibleDestImage(BufferedImage src, ColorModel cm)",False
1,RenderableImageOp,5,"BufferedImage filter(BufferedImage src, BufferedImage dst)",False
3,RenderContext,1,void setTransform(AffineTransform xform),True
3,RenderContext,2,void setPaint(Paint paint),False
3,RenderContext,3,"void setHint(RenderingHints.Key hint, Object value)",False
3,RenderContext,4,void setColor(Color c),False
3,RenderContext,5,void setComposite(Composite comp),False
