Sample Number,ClassName,Snippet Number,Method,Exist
0,DatatypeConstants,1,boolean equals(Object obj),False
0,DatatypeConstants,2,int hashCode(),False
0,DatatypeConstants,3,String toString(),False
0,DatatypeConstants,4,int getName(),False
0,DatatypeConstants,5,int getId(),False
2,DatatypeFactory,1,XMLGregorianCalendar newXMLGregorianCalendar(),True
2,DatatypeFactory,2,Duration newDuration(String lexicalRepresentation),True
2,DatatypeFactory,3,XMLGregorianCalendar newXMLGregorianCalendar(GregorianCalendar cal),True
2,DatatypeFactory,4,"XMLGregorianCalendar newXMLGregorianCalendarDate(int year, int month, int day, int timezone)",True
2,DatatypeFactory,5,"XMLGregorianCalendar newXMLGregorianCalendarTime(int hours, int minutes, int seconds, int timezone)",True
3,Duration,1,Duration add(Duration rhs),True
3,Duration,2,Duration subtract(Duration rhs),True
3,Duration,3,boolean isLongerThan(Duration rhs),True
3,Duration,4,boolean isShorterThan(Duration rhs),True
3,Duration,5,Duration multiply(int factor),True
4,XMLGregorianCalendar,1,XMLGregorianCalendar normalize(),True
4,XMLGregorianCalendar,2,int compare(XMLGregorianCalendar xmlGregorianCalendar),True
4,XMLGregorianCalendar,3,boolean isValid(),True
4,XMLGregorianCalendar,4,String toXMLFormat(),True
4,XMLGregorianCalendar,5,void setTimezone(int offset),True
