FileName,Compilable,Runnable,Correct
FontRenderContext_3,True,True,True
FontRenderContext_4,True,True,True
FontRenderContext_5,True,True,True
GlyphMetrics_1,False,False,False
GlyphMetrics_2,False,False,False
GlyphMetrics_3,False,False,False
GlyphMetrics_4,False,False,False
GlyphVector_2,False,False,False
GlyphVector_3,True,True,True
GlyphVector_5,True,False,False
GraphicAttribute_4,True,False,False
LineBreakMeasurer_1,True,False,False
LineBreakMeasurer_5,False,False,False
LineMetrics_1,True,True,True
LineMetrics_2,True,False,False
LineMetrics_3,True,False,False
LineMetrics_4,True,False,False
LineMetrics_5,False,False,False
NumericShaper_4,False,False,False
NumericShaper_5,False,False,False
ShapeGraphicAttribute_3,False,False,False
ShapeGraphicAttribute_4,True,False,False
TextHitInfo_1,False,False,False
TextHitInfo_2,True,True,True
TextHitInfo_5,True,True,True
TextLayout_1,False,False,False
TextLayout_2,False,False,False
TextLayout_2,False,False,False
TextLayout_3,False,False,False
TextLayout_4,False,False,False
TextLayout_5,True,True,True
