Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AppConfigurationEntry,1,AppConfigurationEntry[] getAppConfigurationEntry(String appName),False,NULL
0,AppConfigurationEntry,2,void refresh(),False,NULL
0,AppConfigurationEntry,3,"void setAppConfigurationEntry(String appName, AppConfigurationEntry[] entries)",False,NULL
0,AppConfigurationEntry,4,void removeAppConfigurationEntry(String appName),False,NULL
0,AppConfigurationEntry,5,void clear(),False,NULL
1,AppConfigurationEntry.LoginModuleControlFlag,1,LoginModuleControlFlag(String name),False,NULL
1,AppConfigurationEntry.LoginModuleControlFlag,2,String getName(),False,NULL
1,AppConfigurationEntry.LoginModuleControlFlag,3,boolean equals(Object obj),False,NULL
1,AppConfigurationEntry.LoginModuleControlFlag,4,int hashCode(),False,NULL
1,AppConfigurationEntry.LoginModuleControlFlag,5,String toString(),True,Return a String representation of this controlFlag.
2,Configuration,1,void add(LoginModule lm),False,NULL
2,Configuration,2,void remove(LoginModule lm),False,NULL
2,Configuration,3,void refresh(),True,Refresh and reload the Configuration.
2,Configuration,4,LoginModule[] getLoginModules(),False,NULL
2,Configuration,5,LoginModule getLoginModule(String name),False,NULL
3,ConfigurationSpi,1,void refresh(),False,NULL
3,ConfigurationSpi,2,void commit(),False,NULL
3,ConfigurationSpi,3,void rollback(),False,NULL
3,ConfigurationSpi,4,void close(),False,NULL
3,ConfigurationSpi,5,void setParent(Configuration parent),False,NULL
4,LoginContext,1,"LoginContext(String name, CallbackHandler callbackHandler)",False,NULL
4,LoginContext,2,void login() throws LoginException,True,Perform the authentication.
4,LoginContext,3,Subject getSubject(),True,Return the authenticated Subject.
4,LoginContext,4,void logout() throws LoginException,True,Logout the Subject.
4,LoginContext,5,void setSession(boolean flag),False,NULL
