ClassName,Method,Return Type,Description
PhantomReference,get(),T,Returns this reference object's referent.
Reference,clear(),void,Clears this reference object.
Reference,clone(),protected Object,Throws CloneNotSupportedException.
Reference,enqueue(),boolean,"Clears this reference object and adds it to the queue with which it is registered, if any."
Reference,get(),T,Returns this reference object's referent.
Reference,isEnqueued(),boolean,"Tells whether or not this reference object has been enqueued, either by the program or by the garbage collector."
ReferenceQueue,poll(),Reference<? extends T>,Polls this queue to see if a reference object is available.
ReferenceQueue,remove(),Reference<? extends T>,"Removes the next reference object in this queue, blocking until one becomes available."
ReferenceQueue,remove(long timeout),Reference<? extends T>,"Removes the next reference object in this queue, blocking until either one becomes available or the given timeout period expires."
SoftReference,get(),T,Returns this reference object's referent.
