Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,PhantomReference,1,T get(),True
0,PhantomReference,2,boolean isEnqueued(),False
0,PhantomReference,3,void clear(),False
0,PhantomReference,4,ReferenceQueue<? super T> queue(),False
0,PhantomReference,5,void finalize(),False
1,Reference,1,Object get(),False
1,Reference,2,boolean isEnqueued(),True
1,Reference,3,void clear(),True
1,Reference,4,boolean enqueue(),True
1,Reference,5,ReferenceQueue<? super T> queue(),False
2,ReferenceQueue,1,Reference poll(),False
2,ReferenceQueue,2,Reference remove(),False
2,ReferenceQueue,3,Reference remove(long timeout),False
2,ReferenceQueue,4,int drainTo(Collection<? super T> c),False
2,ReferenceQueue,5,"int drainTo(Collection<? super T> c, int maxElements)",False
3,SoftReference,1,T get(),True
3,SoftReference,2,void clear(),False
3,SoftReference,3,boolean isEnqueued(),False
3,SoftReference,4,void enqueue(),False
3,SoftReference,5,boolean isCleared(),False
4,WeakReference,1,Object get(),False
4,WeakReference,2,void clear(),False
4,WeakReference,3,boolean enqueue(),False
4,WeakReference,4,boolean isEnqueued(),False
4,WeakReference,5,ReferenceQueue<? super T> queue(),False
