ClassName,Method,Return Type,Description
Certificate,equals(Object other),boolean,Compares this certificate for equality with the specified object.
Certificate,getEncoded(),abstract byte[],Returns the encoded form of this certificate.
Certificate,getPublicKey(),abstract PublicKey,Gets the public key from this certificate.
Certificate,getType(),String,Returns the type of this certificate.
Certificate,hashCode(),int,Returns a hashcode value for this certificate from its encoded form.
Certificate,toString(),abstract String,Returns a string representation of this certificate.
Certificate,verify(PublicKey key),abstract void,Verifies that this certificate was signed using the private key that corresponds to the specified public key.
Certificate,"verify(PublicKey key, Provider sigProvider)",void,Verifies that this certificate was signed using the private key that corresponds to the specified public key.
Certificate,"verify(PublicKey key, String sigProvider)",abstract void,Verifies that this certificate was signed using the private key that corresponds to the specified public key.
Certificate,writeReplace(),protected Object,Replace the Certificate to be serialized.
Certificate.CertificateRep,readResolve(),protected Object,Resolve the Certificate Object.
CertificateFactory,generateCertificate(InputStream inStream),Certificate,Generates a certificate object and initializes it with the data read from the input stream inStream.
CertificateFactory,generateCertificates(InputStream inStream),Collection<? extends Certificate>,Returns a (possibly empty) collection view of the certificates read from the given input stream inStream.
CertificateFactory,generateCertPath(InputStream inStream),CertPath,Generates a CertPath object and initializes it with the data read from the InputStream inStream.
CertificateFactory,"generateCertPath(InputStream inStream, String encoding)",CertPath,Generates a CertPath object and initializes it with the data read from the InputStream inStream.
CertificateFactory,generateCertPath(List<? extends Certificate> certificates),CertPath,Generates a CertPath object and initializes it with a List of Certificates.
CertificateFactory,generateCRL(InputStream inStream),CRL,Generates a certificate revocation list (CRL) object and initializes it with the data read from the input stream inStream.
CertificateFactory,generateCRLs(InputStream inStream),Collection<? extends CRL>,Returns a (possibly empty) collection view of the CRLs read from the given input stream inStream.
CertificateFactory,getCertPathEncodings(),Iterator<String>,"Returns an iteration of the CertPath encodings supported by this certificate factory, with the default encoding first."
CertificateFactory,getInstance(String type),static CertificateFactory,Returns a certificate factory object that implements the specified certificate type.
CertificateFactory,"getInstance(String type, Provider provider)",static CertificateFactory,Returns a certificate factory object for the specified certificate type.
CertificateFactory,"getInstance(String type, String provider)",static CertificateFactory,Returns a certificate factory object for the specified certificate type.
CertificateFactory,getProvider(),Provider,Returns the provider of this certificate factory.
CertificateFactory,getType(),String,Returns the name of the certificate type associated with this certificate factory.
