ClassName,Method,Return Type,Description
Binder,getEventHandler(),abstract ValidationEventHandler,Return the current event handler or the default event handler if one hasn't been set.
Binder,getJAXBNode(XmlNode xmlNode),abstract Object,Gets the JAXB object associated with the given XML element.
Binder,getProperty(String name),abstract Object,Get the particular property in the underlying implementation of Binder.
Binder,getSchema(),abstract Schema,Gets the last Schema object (including null) set by the setSchema(Schema) method.
Binder,getXMLNode(Object jaxbObject),abstract XmlNode,Gets the XML element associated with the given JAXB object.
Binder,"marshal(Object jaxbObject, XmlNode xmlNode)",abstract void,Marshal a JAXB object tree to a new XML document.
Binder,setEventHandler(ValidationEventHandler handler),abstract void,Allow an application to register a ValidationEventHandler.
Binder,"setProperty(String name, Object value)",abstract void,Set the particular property in the underlying implementation of Binder.
Binder,setSchema(Schema schema),abstract void,"Specifies whether marshal, unmarshal and update methods performs validation on their XML content."
Binder,unmarshal(XmlNode xmlNode),abstract Object,Unmarshal XML infoset view to a JAXB object tree.
Binder,"unmarshal(XmlNode xmlNode, Class<T> declaredType)",abstract <T> JAXBElement<T>,Unmarshal XML root element by provided declaredType to a JAXB object tree.
Binder,updateJAXB(XmlNode xmlNode),abstract Object,Takes an XML node and updates its associated JAXB object and its descendants.
Binder,updateXML(Object jaxbObject),abstract XmlNode,Takes an JAXB object and updates its associated XML node and its descendants.
Binder,"updateXML(Object jaxbObject, XmlNode xmlNode)",abstract XmlNode,Changes in JAXB object tree are updated in its associated XML parse tree.
DatatypeConverter,parseAnySimpleType(String lexicalXSDAnySimpleType),static String,Return a string containing the lexical representation of the simple type.
DatatypeConverter,parseBase64Binary(String lexicalXSDBase64Binary),static byte[],Converts the string argument into an array of bytes.
DatatypeConverter,parseBoolean(String lexicalXSDBoolean),static boolean,Converts the string argument into a boolean value.
DatatypeConverter,parseByte(String lexicalXSDByte),static byte,Converts the string argument into a byte value.
DatatypeConverter,parseDate(String lexicalXSDDate),static Calendar,Converts the string argument into a Calendar value.
DatatypeConverter,parseDateTime(String lexicalXSDDateTime),static Calendar,Converts the string argument into a Calendar value.
DatatypeConverter,parseDecimal(String lexicalXSDDecimal),static BigDecimal,Converts the string argument into a BigDecimal value.
DatatypeConverter,parseDouble(String lexicalXSDDouble),static double,Converts the string argument into a double value.
DatatypeConverter,parseFloat(String lexicalXSDFloat),static float,Converts the string argument into a float value.
DatatypeConverter,parseHexBinary(String lexicalXSDHexBinary),static byte[],Converts the string argument into an array of bytes.
DatatypeConverter,parseInt(String lexicalXSDInt),static int,Convert the string argument into an int value.
DatatypeConverter,parseInteger(String lexicalXSDInteger),static BigInteger,Convert the string argument into a BigInteger value.
DatatypeConverter,parseLong(String lexicalXSDLong),static long,Converts the string argument into a long value.
