Sample Number,ClassName,Snippet Number,Method,Exist
0,ChoiceCallback,1,int[] getSelectedIndexes(),True
0,ChoiceCallback,2,ChoiceCallback.Option[] getOptions(),False
0,ChoiceCallback,3,void setSelectedIndexes(int[] selectedIndexes),True
0,ChoiceCallback,4,void setSelections(ChoiceCallback.Option[] selectedOptions),False
0,ChoiceCallback,5,String getPrompt(),True
1,ConfirmationCallback,1,ConfirmationCallback(boolean allowCancel),False
1,ConfirmationCallback,2,void setSelectedIndex(int index),True
1,ConfirmationCallback,3,int getSelectedIndex(),True
1,ConfirmationCallback,4,void setDefaultOption(int defaultOption),False
1,ConfirmationCallback,5,int getDefaultOption(),True
2,LanguageCallback,1,String getLanguage(),False
2,LanguageCallback,2,void setLanguage(String language),False
2,LanguageCallback,3,String getLanguageString(),False
2,LanguageCallback,4,void setLanguageString(String language),False
2,LanguageCallback,5,String[] getLanguages(),False
3,NameCallback,1,String getName(),True
3,NameCallback,2,void setName(String name),True
4,PasswordCallback,1,char[] getPassword(),True
4,PasswordCallback,2,void setPassword(char[] password),True
4,PasswordCallback,3,boolean isEchoOn(),True
4,PasswordCallback,4,void setEchoOn(boolean echoOn),False
4,PasswordCallback,5,String getPrompt(),True
5,TextInputCallback,1,String getText(),True
5,TextInputCallback,2,void setText(String text),True
5,TextInputCallback,3,String getPrompt(),True
5,TextInputCallback,4,void setPrompt(String prompt),False
5,TextInputCallback,5,void clearText(),False
6,TextOutputCallback,1,void setText(String text),False
6,TextOutputCallback,2,String getText(),False
6,TextOutputCallback,3,void setEchoChar(char echoChar),False
6,TextOutputCallback,4,char getEchoChar(),False
6,TextOutputCallback,5,void setMessageType(int messageType),False
