Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AffineTransform,1,AffineTransform(),False,NULL
0,AffineTransform,2,"AffineTransform(double m00, double m01, double m02, double m10, double m11, double m12)",False,NULL
0,AffineTransform,3,void concat(AffineTransform at),False,NULL
0,AffineTransform,4,"void setToTranslation(double tx, double ty)",True,Sets this transform to a translation transformation.
0,AffineTransform,5,"void setToScale(double sx, double sy)",True,Sets this transform to a scaling transformation.
0,AffineTransform,6,void setToRotation(double radians),True,Sets this transform to a rotation transformation.
0,AffineTransform,7,"void setToShear(double shx, double shy)",True,Sets this transform to a shearing transformation.
0,AffineTransform,8,void setTransform(AffineTransform at),True,Sets this transform to a copy of the transform in the specified AffineTransform object.
0,AffineTransform,9,"void transform(Point2D src, Point2D dst)",False,NULL
0,AffineTransform,10,"void transform(Rectangle2D src, Rectangle2D dst)",False,NULL
0,AffineTransform,11,void inverse(AffineTransform at),False,NULL
0,AffineTransform,12,boolean isIdentity(),True,Returns true if this AffineTransform is an identity transform.
0,AffineTransform,13,boolean isTranslation(),False,NULL
0,AffineTransform,14,boolean isScale(),False,NULL
0,AffineTransform,15,boolean isRotation(),False,NULL
0,AffineTransform,16,boolean isShear(),False,NULL
0,AffineTransform,17,boolean isIdentity(double tol),False,NULL
0,AffineTransform,18,boolean isTranslation(double tol),False,NULL
0,AffineTransform,19,boolean isScale(double tol),False,NULL
0,AffineTransform,20,boolean isRotation(double tol),False,NULL
0,AffineTransform,21,boolean isShear(double tol),False,NULL
1,Arc2D,1,"Arc2D(Rectangle2D r, double startAngle, double arcAngle, int type)",False,NULL
1,Arc2D,2,double getStartAngle(),False,NULL
1,Arc2D,3,double getArcAngle(),False,NULL
1,Arc2D,4,int getType(),False,NULL
1,Arc2D,5,boolean contains(Point2D p),False,NULL
1,Arc2D,6,boolean contains(Rectangle2D r),True,Determines whether or not the interior of the arc entirely contains the specified rectangle.
1,Arc2D,7,boolean intersects(Rectangle2D r),False,NULL
1,Arc2D,8,boolean intersects(Arc2D a),False,NULL
1,Arc2D,9,"boolean contains(double x, double y)",True,Determines whether or not the specified point is inside the boundary of the arc.
1,Arc2D,10,"boolean contains(Rectangle2D r, double x, double y, double w, double h)",False,NULL
1,Arc2D,11,"boolean intersects(double x, double y, double w, double h)",True,Determines whether or not the interior of the arc intersects the interior of the specified rectangle.
1,Arc2D,12,"boolean intersects(Arc2D a, double x, double y, double w, double h)",False,NULL
1,Arc2D,13,"boolean contains(double x, double y, double w, double h)",True,Determines whether or not the interior of the arc entirely contains the specified rectangle.
1,Arc2D,14,"boolean intersects(double x, double y, double w, double h, double x1, double y1, double w1, double h1)",False,NULL
1,Arc2D,15,"boolean intersects(Arc2D a, double x, double y, double w, double h, double x1, double y1, double w1, double h1)",False,NULL
2,Arc2D.Double,1,"Arc2D.Double(double x, double y, double w, double h, double start, double extent)",False,NULL
2,Arc2D.Double,2,double getX(),True,Returns the X coordinate of the upper-left corner of the framing rectangle in double precision.
2,Arc2D.Double,3,double getY(),True,Returns the Y coordinate of the upper-left corner of the framing rectangle in double precision.
2,Arc2D.Double,4,double getWidth(),True,Returns the width of the framing rectangle in double precision.
2,Arc2D.Double,5,double getHeight(),True,Returns the height of the framing rectangle in double precision.
2,Arc2D.Double,6,double getStartAngle(),False,NULL
2,Arc2D.Double,7,double getExtentAngle(),False,NULL
2,Arc2D.Double,8,"boolean contains(double x, double y)",False,NULL
2,Arc2D.Double,9,"boolean intersects(double x, double y, double w, double h)",False,NULL
2,Arc2D.Double,10,"boolean contains(double x, double y, double w, double h)",False,NULL
3,Arc2D.Float,1,"Arc2D.Float(float x, float y, float w, float h, float start, float arc)",False,NULL
3,Arc2D.Float,2,"boolean contains(double x, double y)",False,NULL
3,Arc2D.Float,3,boolean contains(Point2D p),False,NULL
3,Arc2D.Float,4,boolean contains(Rectangle2D r),False,NULL
3,Arc2D.Float,5,"boolean contains(double x, double y, double w, double h)",False,NULL
3,Arc2D.Float,6,"boolean contains(Rectangle2D r, int t)",False,NULL
3,Arc2D.Float,7,"boolean contains(double x, double y, double w, double h, int t)",False,NULL
3,Arc2D.Float,8,"boolean intersects(double x, double y, double w, double h)",False,NULL
3,Arc2D.Float,9,boolean intersects(Rectangle2D r),False,NULL
3,Arc2D.Float,10,"boolean intersects(double x, double y, double w, double h, int t)",False,NULL
3,Arc2D.Float,11,"boolean intersects(Rectangle2D r, int t)",False,NULL
3,Arc2D.Float,12,"boolean intersectsLine(double x1, double y1, double x2, double y2)",False,NULL
3,Arc2D.Float,13,boolean intersects(Line2D l),False,NULL
3,Arc2D.Float,14,"boolean intersects(double x1, double y1, double x2, double y2, int t)",False,NULL
3,Arc2D.Float,15,"boolean intersects(Line2D l, int t)",False,NULL
4,Area,1,boolean add(Area area),False,NULL
4,Area,2,boolean contains(Point2D p),True,"Tests if a specified Point2D is inside the boundary of the Shape, as described by the definition of insideness."
4,Area,3,boolean contains(Rectangle2D r),True,Tests if the interior of the Shape entirely contains the specified Rectangle2D.
4,Area,4,boolean contains(Area area),False,NULL
4,Area,5,boolean intersects(Rectangle2D r),True,Tests if the interior of the Shape intersects the interior of a specified Rectangle2D.
4,Area,6,boolean intersects(Area area),False,NULL
4,Area,7,boolean isEmpty(),True,Tests whether this Area object encloses any area.
4,Area,8,boolean isRectangular(),True,Tests whether this Area is rectangular in shape.
4,Area,9,boolean isEmpty(),True,Tests whether this Area object encloses any area.
4,Area,10,boolean isRectangular(),True,Tests whether this Area is rectangular in shape.
4,Area,11,boolean isEmpty(),True,Tests whether this Area object encloses any area.
4,Area,12,boolean isRectangular(),True,Tests whether this Area is rectangular in shape.
4,Area,13,boolean isEmpty(),True,Tests whether this Area object encloses any area.
4,Area,14,boolean isRectangular(),True,Tests whether this Area is rectangular in shape.
4,Area,15,boolean isEmpty(),True,Tests whether this Area object encloses any area.
4,Area,16,boolean isRectangular(),True,Tests whether this Area is rectangular in shape.
4,Area,17,boolean isEmpty(),True,Tests whether this Area object encloses any area.
4,Area,18,boolean isRectangular(),True,Tests whether this Area is rectangular in shape.
4,Area,19,boolean isEmpty(),True,Tests whether this Area object encloses any area.
4,Area,20,boolean isRectangular(),True,Tests whether this Area is rectangular in shape.
5,CubicCurve2D,1,"CubicCurve2D(double x1, double y1, double ctrlX1, double ctrlY1, double ctrlX2, double ctrlY2, double x2, double y2)",False,NULL
5,CubicCurve2D,2,double getCtrlX1(),True,Returns the X coordinate of the first control point in double precision.
5,CubicCurve2D,3,double getCtrlY1(),True,Returns the Y coordinate of the first control point in double precision.
5,CubicCurve2D,4,double getCtrlX2(),True,Returns the X coordinate of the second control point in double precision.
5,CubicCurve2D,5,double getCtrlY2(),True,Returns the Y coordinate of the second control point in double precision.
5,CubicCurve2D,6,double getX1(),True,Returns the X coordinate of the start point in double precision.
5,CubicCurve2D,7,double getY1(),True,Returns the Y coordinate of the start point in double precision.
5,CubicCurve2D,8,double getX2(),True,Returns the X coordinate of the end point in double precision.
5,CubicCurve2D,9,double getY2(),True,Returns the Y coordinate of the end point in double precision.
5,CubicCurve2D,10,double[] getCubicPts(),False,NULL
5,CubicCurve2D,11,double[] getPt(int index),False,NULL
5,CubicCurve2D,12,double[] getPts(),False,NULL
