Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,_DynAnyFactoryStub,1,DynAny createDynAny(Object value),False,NULL
0,_DynAnyFactoryStub,2,"DynAny createDynAny(String typeName, Object value)",False,NULL
0,_DynAnyFactoryStub,3,"DynAny createDynAny(String typeName, Object value, String[] typeNames)",False,NULL
0,_DynAnyFactoryStub,4,"DynAny createDynAny(String typeName, Object value, String[] typeNames, String[] values)",False,NULL
0,_DynAnyFactoryStub,5,"DynAny createDynAny(String typeName, Object value, String[] typeNames, String[] values, String[] typeNames2, String[] values2)",False,NULL
1,_DynAnyStub,1,boolean isEmpty(),False,NULL
1,_DynAnyStub,2,int size(),False,NULL
1,_DynAnyStub,3,boolean contains(Object o),False,NULL
1,_DynAnyStub,4,Object get(int index),False,NULL
1,_DynAnyStub,5,Object remove(int index),False,NULL
1,_DynAnyStub,6,boolean add(Object o),False,NULL
1,_DynAnyStub,7,"Object set(int index, Object element)",False,NULL
1,_DynAnyStub,8,void clear(),False,NULL
1,_DynAnyStub,9,boolean addAll(Collection<? extends E> c),False,NULL
1,_DynAnyStub,10,boolean removeAll(Collection<?> c),False,NULL
1,_DynAnyStub,11,boolean retainAll(Collection<?> c),False,NULL
1,_DynAnyStub,12,Object[] toArray(),False,NULL
1,_DynAnyStub,13,<T> T[] toArray(T[] a),False,NULL
1,_DynAnyStub,14,boolean equals(Object o),False,NULL
1,_DynAnyStub,15,int hashCode(),False,NULL
1,_DynAnyStub,16,String toString(),False,NULL
1,_DynAnyStub,17,ListIterator<E> listIterator(),False,NULL
1,_DynAnyStub,18,ListIterator<E> listIterator(int index),False,NULL
1,_DynAnyStub,19,"List<E> subList(int fromIndex, int toIndex)",False,NULL
1,_DynAnyStub,20,boolean equals(Object o),False,NULL
1,_DynAnyStub,21,int hashCode(),False,NULL
1,_DynAnyStub,22,String toString(),False,NULL
1,_DynAnyStub,23,boolean add(Object o),False,NULL
1,_DynAnyStub,24,boolean addAll(Collection<? extends E> c),False,NULL
1,_DynAnyStub,25,boolean removeAll(Collection<?> c),False,NULL
1,_DynAnyStub,26,boolean retainAll(Collection<?> c),False,NULL
1,_DynAnyStub,27,void clear(),False,NULL
1,_DynAnyStub,28,boolean contains(Object o),False,NULL
1,_DynAnyStub,29,boolean containsAll(Collection<?> c),False,NULL
1,_DynAnyStub,30,boolean isEmpty(),False,NULL
1,_DynAnyStub,31,boolean remove(Object o),False,NULL
1,_DynAnyStub,32,boolean removeAll(Collection<?> c),False,NULL
1,_DynAnyStub,33,boolean retainAll(Collection<?> c),False,NULL
1,_DynAnyStub,34,int size(),False,NULL
1,_DynAnyStub,35,Object[] toArray(),False,NULL
1,_DynAnyStub,36,<T> T[] toArray(T[] a),False,NULL
1,_DynAnyStub,37,boolean equals(Object o),False,NULL
1,_DynAnyStub,38,int hashCode(),False,NULL
1,_DynAnyStub,39,String toString(),False,NULL
1,_DynAnyStub,40,ListIterator<E> listIterator(),False,NULL
1,_DynAnyStub,41,ListIterator<E> listIterator(int index),False,NULL
1,_DynAnyStub,42,"List<E> subList(int fromIndex, int toIndex)",False,NULL
1,_DynAnyStub,43,boolean equals(Object o),False,NULL
1,_DynAnyStub,44,int hashCode(),False,NULL
1,_DynAnyStub,45,String toString(),False,NULL
2,_DynArrayStub,1,boolean add(E e),False,NULL
2,_DynArrayStub,2,"void add(int index, E element)",False,NULL
2,_DynArrayStub,3,boolean addAll(Collection<? extends E> c),False,NULL
2,_DynArrayStub,4,"boolean addAll(int index, Collection<? extends E> c)",False,NULL
2,_DynArrayStub,5,void clear(),False,NULL
3,_DynEnumStub,1,boolean add(E e),False,NULL
3,_DynEnumStub,2,"void add(int index, E element)",False,NULL
3,_DynEnumStub,3,boolean addAll(Collection<? extends E> c),False,NULL
3,_DynEnumStub,4,"boolean addAll(int index, Collection<? extends E> c)",False,NULL
3,_DynEnumStub,5,void clear(),False,NULL
3,_DynEnumStub,6,boolean contains(Object o),False,NULL
3,_DynEnumStub,7,boolean containsAll(Collection<?> c),False,NULL
3,_DynEnumStub,8,E get(int index),False,NULL
3,_DynEnumStub,9,int indexOf(Object o),False,NULL
3,_DynEnumStub,10,boolean isEmpty(),False,NULL
3,_DynEnumStub,11,int lastIndexOf(Object o),False,NULL
3,_DynEnumStub,12,ListIterator<E> listIterator(),False,NULL
3,_DynEnumStub,13,ListIterator<E> listIterator(int index),False,NULL
3,_DynEnumStub,14,E remove(int index),False,NULL
3,_DynEnumStub,15,boolean remove(Object o),False,NULL
3,_DynEnumStub,16,boolean removeAll(Collection<?> c),False,NULL
3,_DynEnumStub,17,boolean retainAll(Collection<?> c),False,NULL
3,_DynEnumStub,18,"E set(int index, E element)",False,NULL
3,_DynEnumStub,19,"List<E> subList(int fromIndex, int toIndex)",False,NULL
3,_DynEnumStub,20,Object[] toArray(),False,NULL
3,_DynEnumStub,21,<T> T[] toArray(T[] a),False,NULL
4,_DynFixedStub,1,boolean isFixed(),False,NULL
4,_DynFixedStub,2,int getValue(),False,NULL
4,_DynFixedStub,3,int getValue(int index),False,NULL
4,_DynFixedStub,4,int getSize(),False,NULL
4,_DynFixedStub,5,int getType(),False,NULL
5,_DynSequenceStub,1,boolean add(E e),False,NULL
5,_DynSequenceStub,2,"void add(int index, E element)",False,NULL
5,_DynSequenceStub,3,boolean addAll(Collection<? extends E> c),False,NULL
5,_DynSequenceStub,4,"boolean addAll(int index, Collection<? extends E> c)",False,NULL
5,_DynSequenceStub,5,void clear(),False,NULL
5,_DynSequenceStub,6,boolean contains(Object o),False,NULL
5,_DynSequenceStub,7,E get(int index),False,NULL
5,_DynSequenceStub,8,int indexOf(Object o),False,NULL
5,_DynSequenceStub,9,boolean isEmpty(),False,NULL
5,_DynSequenceStub,10,E remove(int index),False,NULL
5,_DynSequenceStub,11,boolean remove(Object o),False,NULL
5,_DynSequenceStub,12,"E set(int index, E element)",False,NULL
