ClassName,Method,Return Type,Description,Full Description
CertPathTrustManagerParameters,getParameters(),CertPathParameters,Return a clone of the CertPathParameters encapsulated by this class.,"

getParameters
public CertPathParameters getParameters()
Return a clone of the CertPathParameters encapsulated by this class.

Returns:
a clone of the CertPathParameters encapsulated by this class.


"
ExtendedSSLSession,getLocalSupportedSignatureAlgorithms(),abstract String[],Obtains an array of supported signature algorithms that the local side is willing to use.,"

getLocalSupportedSignatureAlgorithms
public abstract String[] getLocalSupportedSignatureAlgorithms()
Obtains an array of supported signature algorithms that the local side
 is willing to use.
 
 Note: this method is used to indicate to the peer which signature
 algorithms may be used for digital signatures in TLS 1.2. It is
 not meaningful for TLS versions prior to 1.2.
 
 The signature algorithm name must be a standard Java Security
 name (such as ""SHA1withRSA"", ""SHA256withECDSA"", and so on).
 See Appendix A in the 
 Java Cryptography Architecture API Specification & Reference 
 for information about standard algorithm names.
 
 Note: the local supported signature algorithms should conform to
 the algorithm constraints specified by
 getAlgorithmConstraints()
 method in SSLParameters.

Returns:
An array of supported signature algorithms, in descending
     order of preference.  The return value is an empty array if
     no signature algorithm is supported.
See Also:
SSLParameters.getAlgorithmConstraints()


"
ExtendedSSLSession,getPeerSupportedSignatureAlgorithms(),abstract String[],Obtains an array of supported signature algorithms that the peer is able to use.,"

getPeerSupportedSignatureAlgorithms
public abstract String[] getPeerSupportedSignatureAlgorithms()
Obtains an array of supported signature algorithms that the peer is
 able to use.
 
 Note: this method is used to indicate to the local side which signature
 algorithms may be used for digital signatures in TLS 1.2. It is
 not meaningful for TLS versions prior to 1.2.
 
 The signature algorithm name must be a standard Java Security
 name (such as ""SHA1withRSA"", ""SHA256withECDSA"", and so on).
 See Appendix A in the 
 Java Cryptography Architecture API Specification & Reference 
 for information about standard algorithm names.

Returns:
An array of supported signature algorithms, in descending
     order of preference.  The return value is an empty array if
     the peer has not sent the supported signature algorithms.
See Also:
X509KeyManager, 
X509ExtendedKeyManager


"
ExtendedSSLSession,getRequestedServerNames(),List<SNIServerName>,Obtains a List containing all SNIServerNames of the requested Server Name Indication (SNI) extension.,"

getRequestedServerNames
public List<SNIServerName> getRequestedServerNames()
Obtains a List containing all SNIServerNames
 of the requested Server Name Indication (SNI) extension.
 
 In server mode, unless the return List is empty,
 the server should use the requested server names to guide its
 selection of an appropriate authentication certificate, and/or
 other aspects of security policy.
 
 In client mode, unless the return List is empty,
 the client should use the requested server names to guide its
 endpoint identification of the peer's identity, and/or
 other aspects of security policy.

Returns:
a non-null immutable list of SNIServerNames of the
         requested server name indications. The returned list may be
         empty if no server name indications were requested.
Throws:
UnsupportedOperationException - if the underlying provider
         does not implement the operation
Since:
1.8
See Also:
SNIServerName, 
X509ExtendedTrustManager, 
X509ExtendedKeyManager


"
HandshakeCompletedEvent,getCipherSuite(),String,Returns the cipher suite in use by the session which was produced by the handshake.,"

getCipherSuite
public String getCipherSuite()
Returns the cipher suite in use by the session which was produced
 by the handshake.  (This is a convenience method for
 getting the ciphersuite from the SSLsession.)

Returns:
the name of the cipher suite negotiated during this session.


"
HandshakeCompletedEvent,getLocalCertificates(),Certificate[],Returns the certificate(s) that were sent to the peer during handshaking.,"

getLocalCertificates
public Certificate[] getLocalCertificates()
Returns the certificate(s) that were sent to the peer during
 handshaking.
 Note: This method is useful only when using certificate-based
 cipher suites.

 When multiple certificates are available for use in a
 handshake, the implementation chooses what it considers the
 ""best"" certificate chain available, and transmits that to
 the other side.  This method allows the caller to know
 which certificate chain was actually used.

Returns:
an ordered array of certificates, with the local
          certificate first followed by any
          certificate authorities.  If no certificates were sent,
          then null is returned.
See Also:
getLocalPrincipal()


"
HandshakeCompletedEvent,getLocalPrincipal(),Principal,Returns the principal that was sent to the peer during handshaking.,"

getLocalPrincipal
public Principal getLocalPrincipal()
Returns the principal that was sent to the peer during handshaking.

Returns:
the principal sent to the peer. Returns an X500Principal
 of the end-entity certificate for X509-based cipher suites, and
 KerberosPrincipal for Kerberos cipher suites. If no principal was
 sent, then null is returned.
Since:
1.5
See Also:
getLocalCertificates(), 
getPeerPrincipal()


"
HandshakeCompletedEvent,getPeerCertificateChain(),X509Certificate[],Returns the identity of the peer which was identified as part of defining the session.,"

getPeerCertificateChain
public X509Certificate[] getPeerCertificateChain()
                                          throws SSLPeerUnverifiedException
Returns the identity of the peer which was identified as part
 of defining the session.
 Note: This method can be used only when using certificate-based
 cipher suites; using it with non-certificate-based cipher suites,
 such as Kerberos, will throw an SSLPeerUnverifiedException.

 Note: this method exists for compatibility with previous
 releases. New applications should use
 getPeerCertificates() instead.

Returns:
an ordered array of peer X.509 certificates,
          with the peer's own certificate first followed by any
          certificate authorities.  (The certificates are in
          the original JSSE
          X509Certificate format).
Throws:
SSLPeerUnverifiedException - if the peer is not verified.
See Also:
getPeerPrincipal()


"
HandshakeCompletedEvent,getPeerCertificates(),Certificate[],Returns the identity of the peer which was established as part of defining the session.,"

getPeerCertificates
public Certificate[] getPeerCertificates()
                                  throws SSLPeerUnverifiedException
Returns the identity of the peer which was established as part
 of defining the session.
 Note: This method can be used only when using certificate-based
 cipher suites; using it with non-certificate-based cipher suites,
 such as Kerberos, will throw an SSLPeerUnverifiedException.

Returns:
an ordered array of the peer certificates,
          with the peer's own certificate first followed by
          any certificate authorities.
Throws:
SSLPeerUnverifiedException - if the peer is not verified.
See Also:
getPeerPrincipal()


"
HandshakeCompletedEvent,getPeerPrincipal(),Principal,Returns the identity of the peer which was established as part of defining the session.,"

getPeerPrincipal
public Principal getPeerPrincipal()
                           throws SSLPeerUnverifiedException
Returns the identity of the peer which was established as part of
 defining the session.

Returns:
the peer's principal. Returns an X500Principal of the
 end-entity certiticate for X509-based cipher suites, and
 KerberosPrincipal for Kerberos cipher suites.
Throws:
SSLPeerUnverifiedException - if the peer's identity has not
          been verified
Since:
1.5
See Also:
getPeerCertificates(), 
getLocalPrincipal()


"
HandshakeCompletedEvent,getSession(),SSLSession,Returns the session that triggered this event.,"

getSession
public SSLSession getSession()
Returns the session that triggered this event.

Returns:
the SSLSession for this handshake


"
HandshakeCompletedEvent,getSocket(),SSLSocket,Returns the socket which is the source of this event.,"

getSocket
public SSLSocket getSocket()
Returns the socket which is the source of this event.
 (This is a convenience function, to let applications
 write code without type casts.)

Returns:
the socket on which the connection was made.


"
HttpsURLConnection,getCipherSuite(),abstract String,Returns the cipher suite in use on this connection.,"

getCipherSuite
public abstract String getCipherSuite()
Returns the cipher suite in use on this connection.

Returns:
the cipher suite
Throws:
IllegalStateException - if this method is called before
          the connection has been established.


"
HttpsURLConnection,getDefaultHostnameVerifier(),static HostnameVerifier,Gets the default HostnameVerifier that is inherited by new instances of this class.,"

getDefaultHostnameVerifier
public static HostnameVerifier getDefaultHostnameVerifier()
Gets the default HostnameVerifier that is inherited
 by new instances of this class.

Returns:
the default host name verifier
See Also:
setDefaultHostnameVerifier(HostnameVerifier)


"
HttpsURLConnection,getDefaultSSLSocketFactory(),static SSLSocketFactory,Gets the default static SSLSocketFactory that is inherited by new instances of this class.,"

getDefaultSSLSocketFactory
public static SSLSocketFactory getDefaultSSLSocketFactory()
Gets the default static SSLSocketFactory that is
 inherited by new instances of this class.
 
 The socket factories are used when creating sockets for secure
 https URL connections.

Returns:
the default SSLSocketFactory
See Also:
setDefaultSSLSocketFactory(SSLSocketFactory)


"
HttpsURLConnection,getHostnameVerifier(),HostnameVerifier,Gets the HostnameVerifier in place on this instance.,"

getHostnameVerifier
public HostnameVerifier getHostnameVerifier()
Gets the HostnameVerifier in place on this instance.

Returns:
the host name verifier
See Also:
setHostnameVerifier(HostnameVerifier), 
setDefaultHostnameVerifier(HostnameVerifier)


"
HttpsURLConnection,getLocalCertificates(),abstract Certificate[],Returns the certificate(s) that were sent to the server during handshaking.,"

getLocalCertificates
public abstract Certificate[] getLocalCertificates()
Returns the certificate(s) that were sent to the server during
 handshaking.
 
 Note: This method is useful only when using certificate-based
 cipher suites.
 
 When multiple certificates are available for use in a
 handshake, the implementation chooses what it considers the
 ""best"" certificate chain available, and transmits that to
 the other side.  This method allows the caller to know
 which certificate chain was actually sent.

Returns:
an ordered array of certificates,
          with the client's own certificate first followed by any
          certificate authorities.  If no certificates were sent,
          then null is returned.
Throws:
IllegalStateException - if this method is called before
          the connection has been established.
See Also:
getLocalPrincipal()


"
