ClassName,Method,Return Type,Description,Full Description
CodecFactoryHelper,extract(Any a),static CodecFactory,NULL,"

extract
public static CodecFactory extract(Any a)

"
CodecFactoryHelper,id(),static String,NULL,"

id
public static String id()

"
CodecFactoryHelper,"insert(Any a, CodecFactory that)",static void,NULL,"

insert
public static void insert(Any a,
                          CodecFactory that)

"
CodecFactoryHelper,narrow(Object obj),static CodecFactory,NULL,"

narrow
public static CodecFactory narrow(Object obj)

"
CodecFactoryHelper,read(InputStream istream),static CodecFactory,NULL,"

read
public static CodecFactory read(InputStream istream)

"
CodecFactoryHelper,type(),static TypeCode,NULL,"

type
public static TypeCode type()

"
CodecFactoryHelper,unchecked_narrow(Object obj),static CodecFactory,NULL,"

unchecked_narrow
public static CodecFactory unchecked_narrow(Object obj)

"
CodecFactoryHelper,"write(OutputStream ostream, CodecFactory value)",static void,NULL,"

write
public static void write(OutputStream ostream,
                         CodecFactory value)

"
ComponentIdHelper,extract(Any a),static int,NULL,"

extract
public static int extract(Any a)

"
ComponentIdHelper,id(),static String,NULL,"

id
public static String id()

"
ComponentIdHelper,"insert(Any a, int that)",static void,NULL,"

insert
public static void insert(Any a,
                          int that)

"
ComponentIdHelper,read(InputStream istream),static int,NULL,"

read
public static int read(InputStream istream)

"
ComponentIdHelper,type(),static TypeCode,NULL,"

type
public static TypeCode type()

"
ComponentIdHelper,"write(OutputStream ostream, int value)",static void,NULL,"

write
public static void write(OutputStream ostream,
                         int value)

"
IORHelper,extract(Any a),static IOR,NULL,"

extract
public static IOR extract(Any a)

"
IORHelper,id(),static String,NULL,"

id
public static String id()

"
IORHelper,"insert(Any a, IOR that)",static void,NULL,"

insert
public static void insert(Any a,
                          IOR that)

"
IORHelper,read(InputStream istream),static IOR,NULL,"

read
public static IOR read(InputStream istream)

"
IORHelper,type(),static TypeCode,NULL,"

type
public static TypeCode type()

"
IORHelper,"write(OutputStream ostream, IOR value)",static void,NULL,"

write
public static void write(OutputStream ostream,
                         IOR value)

"
IORHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.,"

_read
public void _read(InputStream i)
Description copied from interface: Streamable
Reads data from istream and initalizes the
 value field of the Holder with the unmarshalled data.

Specified by:
_read in interface Streamable
Parameters:
i - the InputStream that represents the CDR data from the wire.


"
IORHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.,"

_type
public TypeCode _type()
Description copied from interface: Streamable
Retrieves the TypeCode object corresponding to the value
 in the value field of the Holder.

Specified by:
_type in interface Streamable
Returns:
the TypeCode object for the value held in the holder


"
IORHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.,"

_write
public void _write(OutputStream o)
Description copied from interface: Streamable
Marshals to ostream the value in the
 value field of the Holder.

Specified by:
_write in interface Streamable
Parameters:
o - the CDR OutputStream


"
MultipleComponentProfileHelper,extract(Any a),static TaggedComponent[],NULL,"

extract
public static TaggedComponent[] extract(Any a)

"
MultipleComponentProfileHelper,id(),static String,NULL,"

id
public static String id()

"
MultipleComponentProfileHelper,"insert(Any a, TaggedComponent[] that)",static void,NULL,"

insert
public static void insert(Any a,
                          TaggedComponent[] that)

"
MultipleComponentProfileHelper,read(InputStream istream),static TaggedComponent[],NULL,"

read
public static TaggedComponent[] read(InputStream istream)

"
MultipleComponentProfileHelper,type(),static TypeCode,NULL,"

type
public static TypeCode type()

"
MultipleComponentProfileHelper,"write(OutputStream ostream, TaggedComponent[] value)",static void,NULL,"

write
public static void write(OutputStream ostream,
                         TaggedComponent[] value)

"
MultipleComponentProfileHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.,"

_read
public void _read(InputStream i)
Description copied from interface: Streamable
Reads data from istream and initalizes the
 value field of the Holder with the unmarshalled data.

Specified by:
_read in interface Streamable
Parameters:
i - the InputStream that represents the CDR data from the wire.


"
MultipleComponentProfileHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.,"

_type
public TypeCode _type()
Description copied from interface: Streamable
Retrieves the TypeCode object corresponding to the value
 in the value field of the Holder.

Specified by:
_type in interface Streamable
Returns:
the TypeCode object for the value held in the holder


"
MultipleComponentProfileHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.,"

_write
public void _write(OutputStream o)
Description copied from interface: Streamable
Marshals to ostream the value in the
 value field of the Holder.

Specified by:
_write in interface Streamable
Parameters:
o - the CDR OutputStream


"
ProfileIdHelper,extract(Any a),static int,NULL,"

extract
public static int extract(Any a)

"
ProfileIdHelper,id(),static String,NULL,"

id
public static String id()

"
ProfileIdHelper,"insert(Any a, int that)",static void,NULL,"

insert
public static void insert(Any a,
                          int that)

"
ProfileIdHelper,read(InputStream istream),static int,NULL,"

read
public static int read(InputStream istream)

"
ProfileIdHelper,type(),static TypeCode,NULL,"

type
public static TypeCode type()

"
ProfileIdHelper,"write(OutputStream ostream, int value)",static void,NULL,"

write
public static void write(OutputStream ostream,
                         int value)

"
ServiceContextHelper,extract(Any a),static ServiceContext,NULL,"

extract
public static ServiceContext extract(Any a)

"
ServiceContextHelper,id(),static String,NULL,"

id
public static String id()

"
ServiceContextHelper,"insert(Any a, ServiceContext that)",static void,NULL,"

insert
public static void insert(Any a,
                          ServiceContext that)

"
ServiceContextHelper,read(InputStream istream),static ServiceContext,NULL,"

read
public static ServiceContext read(InputStream istream)

"
ServiceContextHelper,type(),static TypeCode,NULL,"

type
public static TypeCode type()

"
ServiceContextHelper,"write(OutputStream ostream, ServiceContext value)",static void,NULL,"

write
public static void write(OutputStream ostream,
                         ServiceContext value)

"
ServiceContextHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.,"

_read
public void _read(InputStream i)
Description copied from interface: Streamable
Reads data from istream and initalizes the
 value field of the Holder with the unmarshalled data.

Specified by:
_read in interface Streamable
Parameters:
i - the InputStream that represents the CDR data from the wire.


"
ServiceContextHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.,"

_type
public TypeCode _type()
Description copied from interface: Streamable
Retrieves the TypeCode object corresponding to the value
 in the value field of the Holder.

Specified by:
_type in interface Streamable
Returns:
the TypeCode object for the value held in the holder


"
ServiceContextHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.,"

_write
public void _write(OutputStream o)
Description copied from interface: Streamable
Marshals to ostream the value in the
 value field of the Holder.

Specified by:
_write in interface Streamable
Parameters:
o - the CDR OutputStream


"
ServiceContextListHelper,extract(Any a),static ServiceContext[],NULL,"

extract
public static ServiceContext[] extract(Any a)

"
ServiceContextListHelper,id(),static String,NULL,"

id
public static String id()

"
ServiceContextListHelper,"insert(Any a, ServiceContext[] that)",static void,NULL,"

insert
public static void insert(Any a,
                          ServiceContext[] that)

"
ServiceContextListHelper,read(InputStream istream),static ServiceContext[],NULL,"

read
public static ServiceContext[] read(InputStream istream)

"
ServiceContextListHelper,type(),static TypeCode,NULL,"

type
public static TypeCode type()

"
ServiceContextListHelper,"write(OutputStream ostream, ServiceContext[] value)",static void,NULL,"

write
public static void write(OutputStream ostream,
                         ServiceContext[] value)

"
ServiceContextListHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.,"

_read
public void _read(InputStream i)
Description copied from interface: Streamable
Reads data from istream and initalizes the
 value field of the Holder with the unmarshalled data.

Specified by:
_read in interface Streamable
Parameters:
i - the InputStream that represents the CDR data from the wire.


"
ServiceContextListHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.,"

_type
public TypeCode _type()
Description copied from interface: Streamable
Retrieves the TypeCode object corresponding to the value
 in the value field of the Holder.

Specified by:
_type in interface Streamable
Returns:
the TypeCode object for the value held in the holder


"
ServiceContextListHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.,"

_write
public void _write(OutputStream o)
Description copied from interface: Streamable
Marshals to ostream the value in the
 value field of the Holder.

Specified by:
_write in interface Streamable
Parameters:
o - the CDR OutputStream


"
ServiceIdHelper,extract(Any a),static int,NULL,"

extract
public static int extract(Any a)

"
ServiceIdHelper,id(),static String,NULL,"

id
public static String id()

"
ServiceIdHelper,"insert(Any a, int that)",static void,NULL,"

insert
public static void insert(Any a,
                          int that)

"
ServiceIdHelper,read(InputStream istream),static int,NULL,"

read
public static int read(InputStream istream)

"
ServiceIdHelper,type(),static TypeCode,NULL,"

type
public static TypeCode type()

"
