ClassName,Method,Return Type,Description
Authenticator,getPasswordAuthentication(),protected PasswordAuthentication,Called when password authorization is needed.
Authenticator,getRequestingHost(),protected String,"Gets the hostname of the site or proxy requesting authentication, or null if not available."
Authenticator,getRequestingPort(),protected int,Gets the port number for the requested connection.
Authenticator,getRequestingPrompt(),protected String,Gets the prompt string given by the requestor.
Authenticator,getRequestingProtocol(),protected String,Give the protocol that's requesting the connection.
Authenticator,getRequestingScheme(),protected String,"Gets the scheme of the requestor (the HTTP scheme for an HTTP firewall, for example)."
Authenticator,getRequestingSite(),protected InetAddress,"Gets the InetAddress of the site requesting authorization, or null if not available."
Authenticator,getRequestingURL(),protected URL,Returns the URL that resulted in this request for authentication.
Authenticator,getRequestorType(),protected Authenticator.RequestorType,Returns whether the requestor is a Proxy or a Server.
Authenticator,"requestPasswordAuthentication(InetAddress addr, int port, String protocol, String prompt, String scheme)",static PasswordAuthentication,Ask the authenticator that has been registered with the system for a password.
Authenticator,"requestPasswordAuthentication(String host, InetAddress addr, int port, String protocol, String prompt, String scheme)",static PasswordAuthentication,Ask the authenticator that has been registered with the system for a password.
Authenticator,"requestPasswordAuthentication(String host, InetAddress addr, int port, String protocol, String prompt, String scheme, URL url, Authenticator.RequestorType reqType)",static PasswordAuthentication,Ask the authenticator that has been registered with the system for a password.
Authenticator,setDefault(Authenticator a),static void,Sets the authenticator that will be used by the networking code when a proxy or an HTTP server asks for authentication.
CacheRequest,abort(),abstract void,Aborts the attempt to cache the response.
CacheRequest,getBody(),abstract OutputStream,Returns an OutputStream to which the response body can be written.
CacheResponse,getBody(),abstract InputStream,Returns the response body as an InputStream.
CacheResponse,getHeaders(),"abstract Map<String,List<String>>",Returns the response headers as a Map.
ContentHandler,getContent(URLConnection urlc),abstract Object,"Given a URL connect stream positioned at the beginning of the representation of an object, this method reads that stream and creates an object from it."
ContentHandler,"getContent(URLConnection urlc, Class[] classes)",Object,"Given a URL connect stream positioned at the beginning of the representation of an object, this method reads that stream and creates an object that matches one of the types specified."
CookieHandler,"get(URI uri, Map<String,List<String>> requestHeaders)","abstract Map<String,List<String>>",Gets all the applicable cookies from a cookie cache for the specified uri in the request header.
CookieHandler,getDefault(),static CookieHandler,Gets the system-wide cookie handler.
CookieHandler,"put(URI uri, Map<String,List<String>> responseHeaders)",abstract void,"Sets all the applicable cookies, examples are response header fields that are named Set-Cookie2, present in the response headers into a cookie cache."
CookieHandler,setDefault(CookieHandler cHandler),static void,Sets (or unsets) the system-wide cookie handler.
CookieManager,"get(URI uri, Map<String,List<String>> requestHeaders)","Map<String,List<String>>",Gets all the applicable cookies from a cookie cache for the specified uri in the request header.
CookieManager,getCookieStore(),CookieStore,To retrieve current cookie store.
CookieManager,"put(URI uri, Map<String,List<String>> responseHeaders)",void,"Sets all the applicable cookies, examples are response header fields that are named Set-Cookie2, present in the response headers into a cookie cache."
