Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,Cipher,1,"void init(int opmode, Key key)",True
0,Cipher,2,byte[] doFinal(),True
0,Cipher,3,"int update(byte[] input, int inputOffset, int inputLen, byte[] output, int outputOffset)",True
0,Cipher,4,void updateAAD(byte[] src),True
0,Cipher,5,AlgorithmParameters getParameters(),True
1,CipherInputStream,1,int read(),True
1,CipherInputStream,2,int read(byte[] b),True
1,CipherInputStream,3,"int read(byte[] b, int off, int len)",True
1,CipherInputStream,4,long skip(long n),True
1,CipherInputStream,5,void close(),True
2,CipherOutputStream,1,void write(int b),True
2,CipherOutputStream,2,void write(byte[] b),True
2,CipherOutputStream,3,"void write(byte[] b, int off, int len)",True
2,CipherOutputStream,4,void flush(),True
2,CipherOutputStream,5,void close(),True
3,CipherSpi,1,"void engineInit(int opmode, Key key)",False
3,CipherSpi,2,"byte[] engineUpdate(byte[] input, int inputOffset, int inputLen)",True
3,CipherSpi,3,"int engineDoFinal(byte[] output, int outputOffset)",False
3,CipherSpi,4,int engineGetBlockSize(),True
3,CipherSpi,5,int engineGetOutputSize(int inputLen),True
4,EncryptedPrivateKeyInfo,1,byte[] getEncryptedData(),True
4,EncryptedPrivateKeyInfo,2,String getAlgName(),True
4,EncryptedPrivateKeyInfo,3,AlgorithmParameters getAlgParameters(),True
4,EncryptedPrivateKeyInfo,4,byte[] getEncoded(),True
4,EncryptedPrivateKeyInfo,5,PrivateKey decryptPrivateKey(Key key),False
5,ExemptionMechanism,1,String getName(),True
5,ExemptionMechanism,2,byte[] getOutput(),False
5,ExemptionMechanism,3,int getOutputSize(int inputLen),True
5,ExemptionMechanism,4,void init(Key key),True
5,ExemptionMechanism,5,"void init(Key key, AlgorithmParameterSpec params)",True
6,ExemptionMechanismSpi,1,"void engineInit(int opmode, Key key, AlgorithmParameters params)",False
6,ExemptionMechanismSpi,2,byte[] engineGenExemptionBlob(),True
6,ExemptionMechanismSpi,3,"int engineGenExemptionBlob(byte[] output, int outputOffset)",True
6,ExemptionMechanismSpi,4,"void engineInit(Key key, AlgorithmParameters params)",True
6,ExemptionMechanismSpi,5,"void engineInit(Key key, AlgorithmParameterSpec params)",True
7,KeyAgreement,1,void init(Key key),True
7,KeyAgreement,2,"void doPhase(Key key, boolean lastPhase)",False
7,KeyAgreement,3,byte[] generateSecret(),True
7,KeyAgreement,4,String getAlgorithm(),True
7,KeyAgreement,5,"Key doPhase(Key key, boolean lastPhase)",True
8,KeyAgreementSpi,1,"void engineInit(Key key, SecureRandom random)",True
8,KeyAgreementSpi,2,"void engineInit(Key key, AlgorithmParameterSpec params, SecureRandom random)",True
8,KeyAgreementSpi,3,byte[] engineGenerateSecret(),True
8,KeyAgreementSpi,4,"int engineGenerateSecret(byte[] sharedSecret, int offset)",True
8,KeyAgreementSpi,5,SecretKey engineGenerateSecret(String algorithm),True
9,KeyGenerator,1,KeyGenerator getInstance(String algorithm),True
9,KeyGenerator,2,void init(int keysize),True
9,KeyGenerator,3,SecretKey generateKey(),True
9,KeyGenerator,4,void init(AlgorithmParameterSpec params),True
9,KeyGenerator,5,"void init(AlgorithmParameterSpec params, SecureRandom random)",True
10,KeyGeneratorSpi,1,Key generateKey(),False
10,KeyGeneratorSpi,2,"void init(int keysize, SecureRandom random)",False
10,KeyGeneratorSpi,3,"void init(AlgorithmParameterSpec params, SecureRandom random)",False
10,KeyGeneratorSpi,4,void init(SecureRandom random),False
10,KeyGeneratorSpi,5,KeyGeneratorSpi clone(),False
11,Mac,1,void init(Key key),True
11,Mac,2,void update(byte[] input),True
11,Mac,3,void reset(),True
11,Mac,4,byte[] doFinal(),True
11,Mac,5,int getMacLength(),True
12,MacSpi,1,"void engineInit(Key key, AlgorithmParameterSpec params)",True
12,MacSpi,2,void engineUpdate(byte input),True
12,MacSpi,3,void engineReset(),True
12,MacSpi,4,byte[] engineDoFinal(),True
12,MacSpi,5,int engineGetMacLength(),True
13,NullCipher,1,"void init(int opmode, Key key)",False
13,NullCipher,2,byte[] doFinal(),False
13,NullCipher,3,"int update(byte[] input, int inputOffset, int inputLen, byte[] output, int outputOffset)",False
13,NullCipher,4,int getBlockSize(),False
13,NullCipher,5,String getAlgorithm(),False
14,SealedObject,1,"SealedObject(byte[] sealedData, String algorithm)",False
14,SealedObject,2,Object getObject(Key key),True
14,SealedObject,3,String getAlgorithm(),True
14,SealedObject,4,byte[] getEncoded(),False
14,SealedObject,5,boolean equals(Object obj),False
15,SecretKeyFactory,1,SecretKey generateSecret(SecretKeySpec keySpec),False
15,SecretKeyFactory,2,String getAlgorithm(),True
15,SecretKeyFactory,3,SecretKey translateKey(SecretKey key),True
15,SecretKeyFactory,4,int getKeyLength(SecretKey key),False
15,SecretKeyFactory,5,SecretKey generateSecret(KeySpec keySpec),True
16,SecretKeyFactorySpi,1,SecretKey engineGenerateSecret(KeySpec keySpec),True
16,SecretKeyFactorySpi,2,"KeySpec engineGetKeySpec(SecretKey key, Class keySpec)",False
16,SecretKeyFactorySpi,3,SecretKey engineTranslateKey(SecretKey key),True
16,SecretKeyFactorySpi,4,"void engineInit(Key key, AlgorithmParameterSpec params)",False
16,SecretKeyFactorySpi,5,SecretKey engineGenerateSecret(String algorithm),False
