Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,PhantomReference,1,"PhantomReference(Object referent, ReferenceQueue<? super Object> q)",False,NULL
0,PhantomReference,2,get(),False,NULL
0,PhantomReference,3,isEnqueued(),False,NULL
0,PhantomReference,4,clear(),False,NULL
0,PhantomReference,5,finalize(),False,NULL
1,Reference,1,ReferenceQueue,False,NULL
1,Reference,2,WeakReference,False,NULL
1,Reference,3,PhantomReference,False,NULL
1,Reference,4,SoftReference,False,NULL
1,Reference,5,FinalReference,False,NULL
2,ReferenceQueue,1,boolean add(E e),False,NULL
2,ReferenceQueue,2,E remove(),False,NULL
2,ReferenceQueue,3,E poll(),False,NULL
2,ReferenceQueue,4,E element(),False,NULL
2,ReferenceQueue,5,boolean remove(Object o),False,NULL
3,SoftReference,1,SoftReference(T referent),False,NULL
3,SoftReference,2,T get(),True,Returns this reference object's referent.
3,SoftReference,3,void clear(),False,NULL
3,SoftReference,4,boolean enqueue(),False,NULL
3,SoftReference,5,boolean isEnqueued(),False,NULL
4,WeakReference,1,WeakReference(T referent),False,NULL
4,WeakReference,2,T get(),False,NULL
4,WeakReference,3,void clear(),False,NULL
4,WeakReference,4,boolean enqueue(),False,NULL
4,WeakReference,5,T getAndClear(),False,NULL
