Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,BaseRowSet,1,"void setRow(int rowNumber, Object[] row)",False,NULL
0,BaseRowSet,2,"void setRow(int rowNumber, Object[] row, int[] columnPositions)",False,NULL
0,BaseRowSet,3,"void setRow(int rowNumber, Object[] row, String[] columnNames)",False,NULL
0,BaseRowSet,4,"void setRow(int rowNumber, Object[] row, int[] columnPositions, boolean[] columnNullabilities)",False,NULL
0,BaseRowSet,5,"void setRow(int rowNumber, Object[] row, String[] columnNames, boolean[] columnNullabilities)",False,NULL
1,RowSetMetaDataImpl,1,int getColumnCount(),True,Retrieves the number of columns in the RowSet object for which this RowSetMetaDataImpl object was created.
1,RowSetMetaDataImpl,2,String getColumnName(int column),True,Retrieves the name of the designated column.
1,RowSetMetaDataImpl,3,int getColumnType(int column),True,Retrieves the type code (one of the java.sql.Types constants) for the SQL type of the value stored in the designated column.
1,RowSetMetaDataImpl,4,String getColumnTypeName(int column),True,Retrieves the DBMS-specific type name for values stored in the designated column.
1,RowSetMetaDataImpl,5,int getPrecision(int column),True,Retrieves the total number of digits for values stored in the designated column.
1,RowSetMetaDataImpl,6,int getScale(int column),True,Retrieves the number of digits to the right of the decimal point for values stored in the designated column.
1,RowSetMetaDataImpl,7,int getColumnDisplaySize(int column),True,Retrieves the normal maximum width in chars of the designated column.
1,RowSetMetaDataImpl,8,String getSchemaName(int column),True,Retrieves the schema name of the table from which the value in the designated column was derived.
1,RowSetMetaDataImpl,9,String getCatalogName(int column),True,Retrieves the catalog name of the table from which the value in the designated column was derived.
1,RowSetMetaDataImpl,10,String getTableName(int column),True,Retrieves the name of the table from which the value in the designated column was derived.
1,RowSetMetaDataImpl,11,String getColumnLabel(int column),True,Retrieves the suggested column title for the designated column for use in printouts and displays.
1,RowSetMetaDataImpl,12,String getColumnClassName(int column),True,Retrieves the fully-qualified name of the class in the Java programming language to which a value in the designated column will be mapped.
1,RowSetMetaDataImpl,13,boolean isAutoIncrement(int column),True,"Retrieves whether a value stored in the designated column is automatically numbered, and thus readonly."
1,RowSetMetaDataImpl,14,boolean isCaseSensitive(int column),True,Indicates whether the case of the designated column's name matters.
1,RowSetMetaDataImpl,15,boolean isSearchable(int column),True,Indicates whether a value stored in the designated column can be used in a WHERE clause.
1,RowSetMetaDataImpl,16,boolean isCurrency(int column),True,Indicates whether a value stored in the designated column is a cash value.
1,RowSetMetaDataImpl,17,boolean isNullable(int column),False,NULL
1,RowSetMetaDataImpl,18,boolean isSigned(int column),True,Indicates whether a value stored in the designated column is a signed number.
1,RowSetMetaDataImpl,19,boolean isWritable(int column),True,Indicates whether it is possible for a write operation on the designated column to succeed.
1,RowSetMetaDataImpl,20,boolean isReadOnly(int column),True,"Indicates whether the designated column is definitely not writable, thus readonly."
1,RowSetMetaDataImpl,21,boolean isDefinitelyWritable(int column),True,Indicates whether a write operation on the designated column will definitely succeed.
1,RowSetMetaDataImpl,22,boolean isLobs(),False,NULL
1,RowSetMetaDataImpl,23,boolean isAutoIncrement(String columnName),False,NULL
1,RowSetMetaDataImpl,24,boolean isCaseSensitive(String columnName),False,NULL
1,RowSetMetaDataImpl,25,boolean isSearchable(String columnName),False,NULL
1,RowSetMetaDataImpl,26,boolean isCurrency(String columnName),False,NULL
1,RowSetMetaDataImpl,27,boolean isNullable(String columnName),False,NULL
1,RowSetMetaDataImpl,28,boolean isSigned(String columnName),False,NULL
1,RowSetMetaDataImpl,29,boolean isWritable(String columnName),False,NULL
1,RowSetMetaDataImpl,30,boolean isReadOnly(String columnName),False,NULL
1,RowSetMetaDataImpl,31,boolean isDefinitelyWritable(String columnName),False,NULL
2,RowSetProvider,1,RowSetFactory getRowSetFactory(),False,NULL
2,RowSetProvider,2,RowSet createRowSet(),False,NULL
2,RowSetProvider,3,RowSet createCachedRowSet(),False,NULL
2,RowSetProvider,4,RowSet createWebRowSet(),False,NULL
2,RowSetProvider,5,RowSet createFilteredRowSet(),False,NULL
