ClassName,Method,Return Type,Description
CertPathTrustManagerParameters,getParameters(),CertPathParameters,Return a clone of the CertPathParameters encapsulated by this class.
ExtendedSSLSession,getLocalSupportedSignatureAlgorithms(),abstract String[],Obtains an array of supported signature algorithms that the local side is willing to use.
ExtendedSSLSession,getPeerSupportedSignatureAlgorithms(),abstract String[],Obtains an array of supported signature algorithms that the peer is able to use.
ExtendedSSLSession,getRequestedServerNames(),List<SNIServerName>,Obtains a List containing all SNIServerNames of the requested Server Name Indication (SNI) extension.
HandshakeCompletedEvent,getCipherSuite(),String,Returns the cipher suite in use by the session which was produced by the handshake.
HandshakeCompletedEvent,getLocalCertificates(),Certificate[],Returns the certificate(s) that were sent to the peer during handshaking.
HandshakeCompletedEvent,getLocalPrincipal(),Principal,Returns the principal that was sent to the peer during handshaking.
HandshakeCompletedEvent,getPeerCertificateChain(),X509Certificate[],Returns the identity of the peer which was identified as part of defining the session.
HandshakeCompletedEvent,getPeerCertificates(),Certificate[],Returns the identity of the peer which was established as part of defining the session.
HandshakeCompletedEvent,getPeerPrincipal(),Principal,Returns the identity of the peer which was established as part of defining the session.
HandshakeCompletedEvent,getSession(),SSLSession,Returns the session that triggered this event.
HandshakeCompletedEvent,getSocket(),SSLSocket,Returns the socket which is the source of this event.
HttpsURLConnection,getCipherSuite(),abstract String,Returns the cipher suite in use on this connection.
HttpsURLConnection,getDefaultHostnameVerifier(),static HostnameVerifier,Gets the default HostnameVerifier that is inherited by new instances of this class.
HttpsURLConnection,getDefaultSSLSocketFactory(),static SSLSocketFactory,Gets the default static SSLSocketFactory that is inherited by new instances of this class.
HttpsURLConnection,getHostnameVerifier(),HostnameVerifier,Gets the HostnameVerifier in place on this instance.
HttpsURLConnection,getLocalCertificates(),abstract Certificate[],Returns the certificate(s) that were sent to the server during handshaking.
HttpsURLConnection,getLocalPrincipal(),Principal,Returns the principal that was sent to the server during handshaking.
HttpsURLConnection,getPeerPrincipal(),Principal,Returns the server's principal which was established as part of defining the session.
HttpsURLConnection,getServerCertificates(),abstract Certificate[],Returns the server's certificate chain which was established as part of defining the session.
HttpsURLConnection,getSSLSocketFactory(),SSLSocketFactory,Gets the SSL socket factory to be used when creating sockets for secure https URL connections.
HttpsURLConnection,setDefaultHostnameVerifier(HostnameVerifier v),static void,Sets the default HostnameVerifier inherited by a new instance of this class.
HttpsURLConnection,setDefaultSSLSocketFactory(SSLSocketFactory sf),static void,Sets the default SSLSocketFactory inherited by new instances of this class.
HttpsURLConnection,setHostnameVerifier(HostnameVerifier v),void,Sets the HostnameVerifier for this instance.
