Sample Number,ClassName,Snippet Number,Method,Exist,Description,Full Description
0,AbstractTableModel,1,int getRowCount(),False,,NULL
0,AbstractTableModel,2,int getColumnCount(),False,,NULL
0,AbstractTableModel,3,"Object getValueAt(int row, int column)",False,,NULL
0,AbstractTableModel,4,"void setValueAt(Object value, int row, int column)",True,,"

setValueAt
public void setValueAt(Object aValue,
                       int rowIndex,
                       int columnIndex)
This empty implementation is provided so users don't have to implement
  this method if their data model is not editable.

Specified by:
setValueAt in interface TableModel
Parameters:
aValue - value to assign to cell
rowIndex - row of cell
columnIndex - column of cell
See Also:
TableModel.getValueAt(int, int), 
TableModel.isCellEditable(int, int)


"
0,AbstractTableModel,5,String getColumnName(int column),True,,"

getColumnName
public String getColumnName(int column)
Returns a default name for the column using spreadsheet conventions:
  A, B, C, ... Z, AA, AB, etc.  If column cannot be found,
  returns an empty string.

Specified by:
getColumnName in interface TableModel
Parameters:
column - the column being queried
Returns:
a string containing the default name of column


"
1,DefaultTableCellRenderer,1,"Component getTableCellRendererComponent(JTable table, Object value, boolean isSelected, boolean hasFocus, int row, int column)",True,,"

getTableCellRendererComponent
public Component getTableCellRendererComponent(JTable table,
                                               Object value,
                                               boolean isSelected,
                                               boolean hasFocus,
                                               int row,
                                               int column)
Returns the default table cell renderer.
 
 During a printing operation, this method will be called with
 isSelected and hasFocus values of
 false to prevent selection and focus from appearing
 in the printed output. To do other customization based on whether
 or not the table is being printed, check the return value from
 JComponent.isPaintingForPrint().

Specified by:
getTableCellRendererComponent in interface TableCellRenderer
Parameters:
table - the JTable
value - the value to assign to the cell at
                  [row, column]
isSelected - true if cell is selected
hasFocus - true if cell has focus
row - the row of the cell to render
column - the column of the cell to render
Returns:
the default table cell renderer
See Also:
JComponent.isPaintingForPrint()


"
1,DefaultTableCellRenderer,2,void setValue(Object value),True,,"

setValue
protected void setValue(Object value)
Sets the String object for the cell being rendered to
 value.

Parameters:
value - the string value for this cell; if value is
          null it sets the text value to an empty string
See Also:
JLabel.setText(java.lang.String)


"
1,DefaultTableCellRenderer,3,void setHorizontalAlignment(int alignment),False,,NULL
1,DefaultTableCellRenderer,4,void setVerticalAlignment(int alignment),False,,NULL
1,DefaultTableCellRenderer,5,void setBorder(Border border),False,,NULL
2,DefaultTableCellRenderer.UIResource,1,void setValue(Object value),False,,NULL
2,DefaultTableCellRenderer.UIResource,2,void setHorizontalAlignment(int alignment),False,,NULL
2,DefaultTableCellRenderer.UIResource,3,void setVerticalAlignment(int alignment),False,,NULL
2,DefaultTableCellRenderer.UIResource,4,void setIcon(Icon icon),False,,NULL
2,DefaultTableCellRenderer.UIResource,5,void setBorder(Border border),False,,NULL
3,DefaultTableColumnModel,1,void addColumn(TableColumn aColumn),True,,"

addColumn
public void addColumn(TableColumn aColumn)
Appends aColumn to the end of the
  tableColumns array.
  This method also posts the columnAdded
  event to its listeners.

Specified by:
addColumn in interface TableColumnModel
Parameters:
aColumn - the TableColumn to be added
Throws:
IllegalArgumentException - if aColumn is
                          null
See Also:
removeColumn(javax.swing.table.TableColumn)


"
3,DefaultTableColumnModel,2,void removeColumn(TableColumn aColumn),True,,"

removeColumn
public void removeColumn(TableColumn column)
Deletes the column from the
  tableColumns array.  This method will do nothing if
  column is not in the table's columns list.
  tile is called
  to resize both the header and table views.
  This method also posts a columnRemoved
  event to its listeners.

Specified by:
removeColumn in interface TableColumnModel
Parameters:
column - the TableColumn to be removed
See Also:
addColumn(javax.swing.table.TableColumn)


"
3,DefaultTableColumnModel,3,TableColumn getColumn(int columnIndex),True,,"

getColumn
public TableColumn getColumn(int columnIndex)
Returns the TableColumn object for the column
 at columnIndex.

Specified by:
getColumn in interface TableColumnModel
Parameters:
columnIndex - the index of the column desired
Returns:
the TableColumn object for the column
                          at columnIndex


"
