ClassName,Method,Return Type,Description,Full Description
AbstractMarshallerImpl,getAdapter(Class<A> type),<A extends XmlAdapter> A,Gets the adapter associated with the specified type.,"

getAdapter
public <A extends XmlAdapter> A getAdapter(Class<A> type)
Description copied from interface: Marshaller
Gets the adapter associated with the specified type.

 This is the reverse operation of the Marshaller.setAdapter(javax.xml.bind.annotation.adapters.XmlAdapter) method.

Specified by:
getAdapter in interface Marshaller


"
AbstractMarshallerImpl,getAttachmentMarshaller(),AttachmentMarshaller,NULL,"

getAttachmentMarshaller
public AttachmentMarshaller getAttachmentMarshaller()

Specified by:
getAttachmentMarshaller in interface Marshaller


"
AbstractMarshallerImpl,getEncoding(),protected String,Convenience method for getting the current output encoding.,"

getEncoding
protected String getEncoding()
Convenience method for getting the current output encoding.

Returns:
the current encoding or ""UTF-8"" if it hasn't been set.


"
AbstractMarshallerImpl,getEventHandler(),ValidationEventHandler,Return the current event handler or the default event handler if one hasn't been set.,"

getEventHandler
public ValidationEventHandler getEventHandler()
                                       throws JAXBException
Description copied from interface: Marshaller
Return the current event handler or the default event handler if one
 hasn't been set.

Specified by:
getEventHandler in interface Marshaller
Returns:
the current ValidationEventHandler or the default event handler
         if it hasn't been set
Throws:
JAXBException - if an error was encountered while getting the
         current event handler
See Also:
Marshaller.getEventHandler()


"
AbstractMarshallerImpl,getJavaEncoding(String encoding),protected String,Gets the corresponding Java encoding name from an IANA name.,"

getJavaEncoding
protected String getJavaEncoding(String encoding)
                          throws UnsupportedEncodingException
Gets the corresponding Java encoding name from an IANA name.

 This method is a helper method for the derived class to convert
 encoding names.

Throws:
UnsupportedEncodingException - If this implementation couldn't find the Java encoding name.


"
AbstractMarshallerImpl,getListener(),Marshaller.Listener,Return Marshaller.Listener registered with this Marshaller.,"

getListener
public Marshaller.Listener getListener()
Description copied from interface: Marshaller
Return Marshaller.Listener registered with this Marshaller.

Specified by:
getListener in interface Marshaller
Returns:
registered Marshaller.Listener or null if no Listener is registered with this Marshaller.


"
AbstractMarshallerImpl,getNode(Object obj),Node,"By default, the getNode method is unsupported and throw an UnsupportedOperationException.","

getNode
public Node getNode(Object obj)
             throws JAXBException
By default, the getNode method is unsupported and throw
 an UnsupportedOperationException.

 Implementations that choose to support this method must
 override this method.

Specified by:
getNode in interface Marshaller
Parameters:
obj - - JAXB Java representation of XML content
Returns:
the DOM tree view of the contentTree
Throws:
JAXBException - If any unexpected problem occurs


"
AbstractMarshallerImpl,getNoNSSchemaLocation(),protected String,Convenience method for getting the current noNamespaceSchemaLocation.,"

getNoNSSchemaLocation
protected String getNoNSSchemaLocation()
Convenience method for getting the current noNamespaceSchemaLocation.

Returns:
the current noNamespaceSchemaLocation or null if it hasn't
 been set


"
AbstractMarshallerImpl,getProperty(String name),Object,Default implementation of the getProperty method handles the four defined properties in Marshaller.,"

getProperty
public Object getProperty(String name)
                   throws PropertyException
Default implementation of the getProperty method handles
 the four defined properties in Marshaller.  If a provider
 needs to support additional provider specific properties,
 it should override this method in a derived class.

Specified by:
getProperty in interface Marshaller
Parameters:
name - the name of the property to retrieve
Returns:
the value of the requested property
Throws:
PropertyException - when there is an error retrieving the given property or value
      property name


"
AbstractMarshallerImpl,getSchema(),Schema,Get the JAXP 1.3 Schema object being used to perform marshal-time validation.,"

getSchema
public Schema getSchema()
Description copied from interface: Marshaller
Get the JAXP 1.3 Schema object
 being used to perform marshal-time validation.  If there is no
 Schema set on the marshaller, then this method will return null
 indicating that marshal-time validation will not be performed.

Specified by:
getSchema in interface Marshaller
Returns:
the Schema object being used to perform marshal-time
      validation or null if not present.


"
