ClassName,Method,Return Type,Description,Full Description
Attributes,clear(),void,Removes all attributes from this Map.,"

clear
public void clear()
Removes all attributes from this Map.

Specified by:
clear in interface Map<Object,Object>


"
Attributes,clone(),Object,"Returns a copy of the Attributes, implemented as follows:","

clone
public Object clone()
Returns a copy of the Attributes, implemented as follows:
 
     public Object clone() { return new Attributes(this); }
 
 Since the attribute names and values are themselves immutable,
 the Attributes returned can be safely modified without affecting
 the original.

Overrides:
clone in class Object
Returns:
a clone of this instance.
See Also:
Cloneable


"
Attributes,containsKey(Object name),boolean,Returns true if this Map contains the specified attribute name (key).,"

containsKey
public boolean containsKey(Object name)
Returns true if this Map contains the specified attribute name (key).

Specified by:
containsKey in interface Map<Object,Object>
Parameters:
name - the attribute name
Returns:
true if this Map contains the specified attribute name


"
Attributes,containsValue(Object value),boolean,Returns true if this Map maps one or more attribute names (keys) to the specified value.,"

containsValue
public boolean containsValue(Object value)
Returns true if this Map maps one or more attribute names (keys)
 to the specified value.

Specified by:
containsValue in interface Map<Object,Object>
Parameters:
value - the attribute value
Returns:
true if this Map maps one or more attribute names to
         the specified value


"
Attributes,entrySet(),"Set<Map.Entry<Object,Object>>",Returns a Collection view of the attribute name-value mappings contained in this Map.,"

entrySet
public Set<Map.Entry<Object,Object>> entrySet()
Returns a Collection view of the attribute name-value mappings
 contained in this Map.

Specified by:
entrySet in interface Map<Object,Object>
Returns:
a set view of the mappings contained in this map


"
Attributes,equals(Object o),boolean,Compares the specified Attributes object with this Map for equality.,"

equals
public boolean equals(Object o)
Compares the specified Attributes object with this Map for equality.
 Returns true if the given object is also an instance of Attributes
 and the two Attributes objects represent the same mappings.

Specified by:
equals in interface Map<Object,Object>
Overrides:
equals in class Object
Parameters:
o - the Object to be compared
Returns:
true if the specified Object is equal to this Map
See Also:
Object.hashCode(), 
HashMap


"
Attributes,get(Object name),Object,"Returns the value of the specified attribute name, or null if the attribute name was not found.","

get
public Object get(Object name)
Returns the value of the specified attribute name, or null if the
 attribute name was not found.

Specified by:
get in interface Map<Object,Object>
Parameters:
name - the attribute name
Returns:
the value of the specified attribute name, or null if
         not found.


"
Attributes,getValue(Attributes.Name name),String,"Returns the value of the specified Attributes.Name, or null if the attribute was not found.","

getValue
public String getValue(Attributes.Name name)
Returns the value of the specified Attributes.Name, or null if the
 attribute was not found.
 
 This method is defined as:
 
     return (String)get(name);
 

Parameters:
name - the Attributes.Name object
Returns:
the String value of the specified Attribute.Name, or null if
         not found.


"
Attributes,getValue(String name),String,"Returns the value of the specified attribute name, specified as a string, or null if the attribute was not found.","

getValue
public String getValue(String name)
Returns the value of the specified attribute name, specified as
 a string, or null if the attribute was not found. The attribute
 name is case-insensitive.
 
 This method is defined as:
 
      return (String)get(new Attributes.Name((String)name));
 

Parameters:
name - the attribute name as a string
Returns:
the String value of the specified attribute name, or null if
         not found.
Throws:
IllegalArgumentException - if the attribute name is invalid


"
Attributes,hashCode(),int,Returns the hash code value for this Map.,"

hashCode
public int hashCode()
Returns the hash code value for this Map.

Specified by:
hashCode in interface Map<Object,Object>
Overrides:
hashCode in class Object
Returns:
a hash code value for this object.
See Also:
Object.equals(java.lang.Object), 
System.identityHashCode(java.lang.Object)


"
Attributes,isEmpty(),boolean,Returns true if this Map contains no attributes.,"

isEmpty
public boolean isEmpty()
Returns true if this Map contains no attributes.

Specified by:
isEmpty in interface Map<Object,Object>
Returns:
true if this map contains no key-value mappings


"
Attributes,keySet(),Set<Object>,Returns a Set view of the attribute names (keys) contained in this Map.,"

keySet
public Set<Object> keySet()
Returns a Set view of the attribute names (keys) contained in this Map.

Specified by:
keySet in interface Map<Object,Object>
Returns:
a set view of the keys contained in this map


"
Attributes,"put(Object name, Object value)",Object,Associates the specified value with the specified attribute name (key) in this Map.,"

put
public Object put(Object name,
                  Object value)
Associates the specified value with the specified attribute name
 (key) in this Map. If the Map previously contained a mapping for
 the attribute name, the old value is replaced.

Specified by:
put in interface Map<Object,Object>
Parameters:
name - the attribute name
value - the attribute value
Returns:
the previous value of the attribute, or null if none
Throws:
ClassCastException - if the name is not a Attributes.Name
            or the value is not a String


"
Attributes,"putAll(Map<?,?> attr)",void,Copies all of the attribute name-value mappings from the specified Attributes to this Map.,"

putAll
public void putAll(Map<?,?> attr)
Copies all of the attribute name-value mappings from the specified
 Attributes to this Map. Duplicate mappings will be replaced.

Specified by:
putAll in interface Map<Object,Object>
Parameters:
attr - the Attributes to be stored in this map
Throws:
ClassCastException - if attr is not an Attributes


"
Attributes,"putValue(String name, String value)",String,"Associates the specified value with the specified attribute name, specified as a String.","

putValue
public String putValue(String name,
                       String value)
Associates the specified value with the specified attribute name,
 specified as a String. The attributes name is case-insensitive.
 If the Map previously contained a mapping for the attribute name,
 the old value is replaced.
 
 This method is defined as:
 
      return (String)put(new Attributes.Name(name), value);
 

Parameters:
name - the attribute name as a string
value - the attribute value
Returns:
the previous value of the attribute, or null if none
Throws:
IllegalArgumentException - if the attribute name is invalid


"
Attributes,remove(Object name),Object,Removes the attribute with the specified name (key) from this Map.,"

remove
public Object remove(Object name)
Removes the attribute with the specified name (key) from this Map.
 Returns the previous attribute value, or null if none.

Specified by:
remove in interface Map<Object,Object>
Parameters:
name - attribute name
Returns:
the previous value of the attribute, or null if none


"
Attributes,size(),int,Returns the number of attributes in this Map.,"

size
public int size()
Returns the number of attributes in this Map.

Specified by:
size in interface Map<Object,Object>
Returns:
the number of key-value mappings in this map


"
Attributes,values(),Collection<Object>,Returns a Collection view of the attribute values contained in this Map.,"

values
public Collection<Object> values()
Returns a Collection view of the attribute values contained in this Map.

Specified by:
values in interface Map<Object,Object>
Returns:
a collection view of the values contained in this map


"
Attributes.Name,equals(Object o),boolean,Compares this attribute name to another for equality.,"

equals
public boolean equals(Object o)
Compares this attribute name to another for equality.

Overrides:
equals in class Object
Parameters:
o - the object to compare
Returns:
true if this attribute name is equal to the
         specified attribute object
See Also:
Object.hashCode(), 
HashMap


"
Attributes.Name,hashCode(),int,Computes the hash value for this attribute name.,"

hashCode
public int hashCode()
Computes the hash value for this attribute name.

Overrides:
hashCode in class Object
Returns:
a hash code value for this object.
See Also:
Object.equals(java.lang.Object), 
System.identityHashCode(java.lang.Object)


"
Attributes.Name,toString(),String,Returns the attribute name as a String.,"

toString
public String toString()
Returns the attribute name as a String.

Overrides:
toString in class Object
Returns:
a string representation of the object.


"
JarEntry,getAttributes(),Attributes,"Returns the Manifest Attributes for this entry, or null if none.","

getAttributes
public Attributes getAttributes()
                         throws IOException
Returns the Manifest Attributes for this
 entry, or null if none.

Returns:
the Manifest Attributes for this
 entry, or null if none
Throws:
IOException - if an I/O error has occurred


"
