Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,Timer,1,boolean cancel(),False,NULL
0,Timer,2,boolean isCancelled(),False,NULL
0,Timer,3,boolean isRunning(),False,NULL
0,Timer,4,void start(),True,Starts the timer.
0,Timer,5,void stop(),True,Stops the timer.
1,TimerNotification,1,boolean add(E e),False,NULL
1,TimerNotification,2,void clear(),False,NULL
1,TimerNotification,3,boolean contains(Object o),False,NULL
1,TimerNotification,4,boolean remove(Object o),False,NULL
1,TimerNotification,5,int size(),False,NULL
