ClassName,Method,Return Type,Description,Full Description
DocFlavor,equals(Object obj),boolean,Determines if this doc flavor object is equal to the given object.,"

equals
public boolean equals(Object obj)
Determines if this doc flavor object is equal to the given object.
 The two are equal if the given object is not null, is an instance
 of DocFlavor, has a MIME type equivalent to this doc
 flavor object's MIME type (that is, the MIME types have the same media
 type, media subtype, and parameters), and has the same representation
 class name as this doc flavor object. Thus, if two doc flavor objects'
 MIME types are the same except for comments, they are considered equal.
 However, two doc flavor objects with MIME types of ""text/plain"" and
 ""text/plain; charset=US-ASCII"" are not considered equal, even though
 they represent the same media type (because the default character
 set for plain text is US-ASCII).

Overrides:
equals in class Object
Parameters:
obj - Object to test.
Returns:
True if this doc flavor object equals obj, false
          otherwise.
See Also:
Object.hashCode(), 
HashMap


"
DocFlavor,getMediaSubtype(),String,Returns this doc flavor object's media subtype (from the MIME type).,"

getMediaSubtype
public String getMediaSubtype()
Returns this doc flavor object's media subtype (from the MIME type).

Returns:
the media sub-type


"
DocFlavor,getMediaType(),String,Returns this doc flavor object's media type (from the MIME type).,"

getMediaType
public String getMediaType()
Returns this doc flavor object's media type (from the MIME type).

Returns:
the media type


"
DocFlavor,getMimeType(),String,Returns this doc flavor object's MIME type string based on the canonical form.,"

getMimeType
public String getMimeType()
Returns this doc flavor object's MIME type string based on the
 canonical form. Each parameter value is enclosed in quotes.

Returns:
the mime type


"
DocFlavor,getParameter(String paramName),String,Returns a String representing a MIME parameter.,"

getParameter
public String getParameter(String paramName)
Returns a String representing a MIME
 parameter.
 Mime types may include parameters which are usually optional.
 The charset for text types is a commonly useful example.
 This convenience method will return the value of the specified
 parameter if one was specified in the mime type for this flavor.
 

Parameters:
paramName - the name of the paramater. This name is internally
 converted to the canonical lower case format before performing
 the match.
Returns:
String representing a mime parameter, or
 null if that parameter is not in the mime type string.
Throws:
NullPointerException - if paramName is null.


"
DocFlavor,getRepresentationClassName(),String,Returns the name of this doc flavor object's representation class.,"

getRepresentationClassName
public String getRepresentationClassName()
Returns the name of this doc flavor object's representation class.

Returns:
the name of the representation class.


"
DocFlavor,hashCode(),int,Returns a hash code for this doc flavor object.,"

hashCode
public int hashCode()
Returns a hash code for this doc flavor object.

Overrides:
hashCode in class Object
Returns:
a hash code value for this object.
See Also:
Object.equals(java.lang.Object), 
System.identityHashCode(java.lang.Object)


"
DocFlavor,toString(),String,Converts this DocFlavor to a string.,"

toString
public String toString()
Converts this DocFlavor to a string.

Overrides:
toString in class Object
Returns:
MIME type string based on the canonical form. Each parameter
          value is enclosed in quotes.
          A ""class="" parameter is appended to the
          MIME type string to indicate the representation class name.


"
PrintServiceLookup,getDefaultPrintService(),abstract PrintService,Not called directly by applications.,"

getDefaultPrintService
public abstract PrintService getDefaultPrintService()
Not called directly by applications.
 Implemented by a service provider, and called by the print lookup
 service

Returns:
the default PrintService for this lookup service.
 If there is no default, returns null.


"
PrintServiceLookup,"getMultiDocPrintServices(DocFlavor[] flavors, AttributeSet attributes)",abstract MultiDocPrintService[],Not called directly by applications.,"

getMultiDocPrintServices
public abstract MultiDocPrintService[] getMultiDocPrintServices(DocFlavor[] flavors,
                                                                AttributeSet attributes)
Not called directly by applications.
 
 Implemented by a service provider, used by the static methods
 of this class.
 
 Locates MultiDoc print services which can be positively confirmed
 to support the combination of attributes and DocFlavors specified.
 

Parameters:
flavors - of documents required. If null or empty it is ignored.
attributes - required to be supported. If null this
 constraint is not used.
Returns:
array of matching PrintServices. If no services match, the
 array is zero-length.


"
PrintServiceLookup,getPrintServices(),abstract PrintService[],Not called directly by applications.,"

getPrintServices
public abstract PrintService[] getPrintServices()
Not called directly by applications.
 Implemented by a service provider, used by the static methods
 of this class.

Returns:
array of all PrintServices known to this lookup service
 class. If none are found, the array is zero-length.


"
