Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,HandlerBase,1,"void characters(char[] ch, int start, int length)",True,Deprecated.
0,HandlerBase,2,void endDocument(),True,Deprecated.
0,HandlerBase,3,"void endElement(String uri, String localName, String qName)",False,NULL
0,HandlerBase,4,void startDocument(),True,Deprecated.
0,HandlerBase,5,"void startElement(String uri, String localName, String qName, Attributes attributes)",False,NULL
1,InputSource,1,InputSource(Reader reader),False,NULL
1,InputSource,2,InputSource(InputStream stream),False,NULL
1,InputSource,3,InputSource(String systemId),False,NULL
1,InputSource,4,InputSource(URL url),False,NULL
1,InputSource,5,InputSource(File file),False,NULL
1,InputSource,6,"InputSource(String publicId, String systemId)",False,NULL
1,InputSource,7,void setCharacterStream(Reader characterStream),True,Set the character stream for this input source.
1,InputSource,8,void setByteStream(InputStream byteStream),True,Set the byte stream for this input source.
1,InputSource,9,void setString(String string),False,NULL
1,InputSource,10,void setPublicId(String publicId),True,Set the public identifier for this input source.
1,InputSource,11,void setSystemId(String systemId),True,Set the system identifier for this input source.
1,InputSource,12,Reader getCharacterStream(),True,Get the character stream for this input source.
1,InputSource,13,InputStream getByteStream(),True,Get the byte stream for this input source.
1,InputSource,14,String getString(),False,NULL
1,InputSource,15,String getPublicId(),True,Get the public identifier for this input source.
1,InputSource,16,String getSystemId(),True,Get the system identifier for this input source.
1,InputSource,17,boolean getCertificates(),False,NULL
1,InputSource,18,void setCertificates(Certificate[] certificates),False,NULL
1,InputSource,19,Certificate[] getCertificates(),False,NULL
1,InputSource,20,void setCertificates(Certificate[] certificates),False,NULL
1,InputSource,21,Certificate[] getCertificates(),False,NULL
1,InputSource,22,void setCertificates(Certificate[] certificates),False,NULL
1,InputSource,23,Certificate[] getCertificates(),False,NULL
1,InputSource,24,void setCertificates(Certificate[] certificates),False,NULL
1,InputSource,25,Certificate[] getCertificates(),False,NULL
