FileName,UsedPackage
AtomicBoolean_1,True
AtomicBoolean_2,True
AtomicBoolean_3,True
AtomicBoolean_4,True
AtomicBoolean_5,True
AtomicInteger_1,True
AtomicInteger_2,True
AtomicInteger_3,True
AtomicInteger_4,True
AtomicInteger_5,True
AtomicIntegerArray_1,True
AtomicIntegerArray_2,True
AtomicIntegerArray_3,True
AtomicIntegerArray_4,True
AtomicIntegerArray_5,True
AtomicIntegerFieldUpdater_2,True
AtomicIntegerFieldUpdater_3,True
AtomicIntegerFieldUpdater_4,True
AtomicIntegerFieldUpdater_5,True
AtomicLong_1,True
AtomicLong_2,True
AtomicLong_3,True
AtomicLongArray_3,True
AtomicLongArray_4,True
AtomicLongArray_5,True
AtomicLongFieldUpdater_2,True
AtomicLongFieldUpdater_3,True
AtomicLongFieldUpdater_4,True
AtomicMarkableReference_1,True
AtomicMarkableReference_3,True
AtomicMarkableReference_4,True
AtomicReference_1,True
AtomicReference_2,True
AtomicReference_3,True
AtomicReference_4,True
AtomicReference_5,True
AtomicReferenceArray_3,True
AtomicReferenceArray_4,True
AtomicReferenceArray_5,True
AtomicReferenceArray_7,True
AtomicReferenceArray_8,True
AtomicReferenceArray_9,True
AtomicReferenceFieldUpdater_2,True
AtomicReferenceFieldUpdater_3,True
AtomicReferenceFieldUpdater_4,True
AtomicStampedReference_1,True
AtomicStampedReference_2,True
AtomicStampedReference_3,True
AtomicStampedReference_4,True
AtomicStampedReference_5,True
DoubleAccumulator_1,True
DoubleAccumulator_2,True
DoubleAdder_2,True
DoubleAdder_4,True
DoubleAdder_5,True
LongAccumulator_2,True
LongAccumulator_3,True
LongAccumulator_4,True
LongAdder_1,True
LongAdder_2,True
LongAdder_3,True
LongAdder_4,True
LongAdder_5,True
