PackageName,ClassName,FolderPath,FileName,Method,Follow Format,Used Package,Compilable,Runnable,ppl,API_popularity,API_length,Consistency,Probing
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_1_0,void init(),True,True,True,False,1.0207199532428506,3993,28,0.20812646,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_1_1,void init(),True,True,True,False,1.1612285824251434,3993,28,0.16148628,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_1_2,void init(),True,True,True,False,1.0156871764146562,3993,28,0.6400903,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_1_3,void init(),True,True,True,False,5.122730270271104,3993,28,0.16137612,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_1_4,void init(),True,True,True,False,1.079727515144888,3993,28,0.16894415,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_1_5,void init(),True,True,True,False,1.8740961763035584,3993,28,0.15413651,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_1_6,void init(),True,True,True,False,1.1258327168183142,3993,28,0.15748765,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_1_7,void init(),True,True,True,False,1.035910709502498,3993,28,0.15591425,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_1_8,void init(),True,True,True,False,1.0326913956551529,3993,28,0.1922649,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_1_9,void init(),True,True,True,False,1.0251624065696614,3993,28,0.29778317,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_2_0,void start(),True,True,True,False,1.110808240555496,3993,29,0.4780267,0
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_2_1,void start(),True,True,False,False,1.0067260079287574,3993,29,0.49670795,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_2_2,void start(),True,True,True,False,1.037690878306931,3993,29,0.29756808,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_2_3,void start(),True,True,True,False,1.027266302269183,3993,29,0.3047141,1
