ClassName,Method,Return Type,Description,Full Description
BufferedInputStream,available(),int,Returns an estimate of the number of bytes that can be read (or skipped over) from this input stream without blocking by the next invocation of a method for this input stream.,"

available
public int available()
              throws IOException
Returns an estimate of the number of bytes that can be read (or
 skipped over) from this input stream without blocking by the next
 invocation of a method for this input stream. The next invocation might be
 the same thread or another thread.  A single read or skip of this
 many bytes will not block, but may read or skip fewer bytes.
 
 This method returns the sum of the number of bytes remaining to be read in
 the buffer (count - pos) and the result of calling the
 in.available().

Overrides:
available in class FilterInputStream
Returns:
an estimate of the number of bytes that can be read (or skipped
             over) from this input stream without blocking.
Throws:
IOException - if this input stream has been closed by
                          invoking its close() method,
                          or an I/O error occurs.


"
BufferedInputStream,close(),void,Closes this input stream and releases any system resources associated with the stream.,"

close
public void close()
           throws IOException
Closes this input stream and releases any system resources
 associated with the stream.
 Once the stream has been closed, further read(), available(), reset(),
 or skip() invocations will throw an IOException.
 Closing a previously closed stream has no effect.

Specified by:
close in interface Closeable
Specified by:
close in interface AutoCloseable
Overrides:
close in class FilterInputStream
Throws:
IOException - if an I/O error occurs.
See Also:
FilterInputStream.in


"
BufferedInputStream,mark(int readlimit),void,See the general contract of the mark method of InputStream.,"

mark
public void mark(int readlimit)
See the general contract of the mark
 method of InputStream.

Overrides:
mark in class FilterInputStream
Parameters:
readlimit - the maximum limit of bytes that can be read before
                      the mark position becomes invalid.
See Also:
reset()


"
BufferedInputStream,markSupported(),boolean,Tests if this input stream supports the mark and reset methods.,"

markSupported
public boolean markSupported()
Tests if this input stream supports the mark
 and reset methods. The markSupported
 method of BufferedInputStream returns
 true.

Overrides:
markSupported in class FilterInputStream
Returns:
a boolean indicating if this stream type supports
          the mark and reset methods.
See Also:
InputStream.mark(int), 
InputStream.reset()


"
BufferedInputStream,read(),int,See the general contract of the read method of InputStream.,"

read
public int read()
         throws IOException
See
 the general contract of the read
 method of InputStream.

Overrides:
read in class FilterInputStream
Returns:
the next byte of data, or -1 if the end of the
             stream is reached.
Throws:
IOException - if this input stream has been closed by
                          invoking its close() method,
                          or an I/O error occurs.
See Also:
FilterInputStream.in


"
BufferedInputStream,"read(byte[] b, int off, int len)",int,"Reads bytes from this byte-input stream into the specified byte array, starting at the given offset.","

read
public int read(byte[] b,
                int off,
                int len)
         throws IOException
Reads bytes from this byte-input stream into the specified byte array,
 starting at the given offset.

  This method implements the general contract of the corresponding
 read method of
 the InputStream class.  As an additional
 convenience, it attempts to read as many bytes as possible by repeatedly
 invoking the read method of the underlying stream.  This
 iterated read continues until one of the following
 conditions becomes true: 
 The specified number of bytes have been read,

    The read method of the underlying stream returns
   -1, indicating end-of-file, or

    The available method of the underlying stream
   returns zero, indicating that further input requests would block.

  If the first read on the underlying stream returns
 -1 to indicate end-of-file then this method returns
 -1.  Otherwise this method returns the number of bytes
 actually read.

  Subclasses of this class are encouraged, but not required, to
 attempt to read as many bytes as possible in the same fashion.

Overrides:
read in class FilterInputStream
Parameters:
b - destination buffer.
off - offset at which to start storing bytes.
len - maximum number of bytes to read.
Returns:
the number of bytes read, or -1 if the end of
             the stream has been reached.
Throws:
IOException - if this input stream has been closed by
                          invoking its close() method,
                          or an I/O error occurs.
See Also:
FilterInputStream.in


"
BufferedInputStream,reset(),void,See the general contract of the reset method of InputStream.,"

reset
public void reset()
           throws IOException
See the general contract of the reset
 method of InputStream.
 
 If markpos is -1
 (no mark has been set or the mark has been
 invalidated), an IOException
 is thrown. Otherwise, pos is
 set equal to markpos.

Overrides:
reset in class FilterInputStream
Throws:
IOException - if this stream has not been marked or,
                  if the mark has been invalidated, or the stream
                  has been closed by invoking its close()
                  method, or an I/O error occurs.
See Also:
mark(int)


"
BufferedInputStream,skip(long n),long,See the general contract of the skip method of InputStream.,"

skip
public long skip(long n)
          throws IOException
See the general contract of the skip
 method of InputStream.

Overrides:
skip in class FilterInputStream
Parameters:
n - the number of bytes to be skipped.
Returns:
the actual number of bytes skipped.
Throws:
IOException - if the stream does not support seek,
                          or if this input stream has been closed by
                          invoking its close() method, or an
                          I/O error occurs.


"
BufferedOutputStream,flush(),void,Flushes this buffered output stream.,"

flush
public void flush()
           throws IOException
Flushes this buffered output stream. This forces any buffered
 output bytes to be written out to the underlying output stream.

Specified by:
flush in interface Flushable
Overrides:
flush in class FilterOutputStream
Throws:
IOException - if an I/O error occurs.
See Also:
FilterOutputStream.out


"
BufferedOutputStream,"write(byte[] b, int off, int len)",void,Writes len bytes from the specified byte array starting at offset off to this buffered output stream.,"

write
public void write(byte[] b,
                  int off,
                  int len)
           throws IOException
Writes len bytes from the specified byte array
 starting at offset off to this buffered output stream.

  Ordinarily this method stores bytes from the given array into this
 stream's buffer, flushing the buffer to the underlying output stream as
 needed.  If the requested length is at least as large as this stream's
 buffer, however, then this method will flush the buffer and write the
 bytes directly to the underlying output stream.  Thus redundant
 BufferedOutputStreams will not copy data unnecessarily.

Overrides:
write in class FilterOutputStream
Parameters:
b - the data.
off - the start offset in the data.
len - the number of bytes to write.
Throws:
IOException - if an I/O error occurs.
See Also:
FilterOutputStream.write(int)


"
BufferedOutputStream,write(int b),void,Writes the specified byte to this buffered output stream.,"

write
public void write(int b)
           throws IOException
Writes the specified byte to this buffered output stream.

Overrides:
write in class FilterOutputStream
Parameters:
b - the byte to be written.
Throws:
IOException - if an I/O error occurs.


"
