FileName,UsedPackage
ErrorManager_1,False
FileHandler_3,True
FileHandler_5,True
Formatter_1,True
Formatter_2,True
Formatter_3,True
Handler_1,True
Handler_2,True
Handler_3,True
Handler_4,True
Handler_5,True
Level_1,True
Level_2,True
Level_3,True
Logger_1,True
Logger_2,True
Logger_3,True
Logger_4,True
Logger_5,True
LogManager_1,True
LogManager_3,True
LogManager_5,True
LogRecord_1,True
LogRecord_2,True
LogRecord_3,True
LogRecord_4,True
LogRecord_5,True
LogRecord_6,True
LogRecord_7,True
LogRecord_8,True
LogRecord_9,True
LogRecord_10,True
LogRecord_11,True
LogRecord_12,True
LogRecord_13,False
LogRecord_14,True
LogRecord_15,False
LogRecord_16,True
LogRecord_17,True
LogRecord_18,True
MemoryHandler_3,True
MemoryHandler_4,True
MemoryHandler_11,True
MemoryHandler_18,True
MemoryHandler_19,True
MemoryHandler_20,True
SimpleFormatter_1,True
SocketHandler_1,True
SocketHandler_3,True
StreamHandler_1,True
StreamHandler_2,True
StreamHandler_3,False
StreamHandler_4,True
XMLFormatter_4,False
