ClassName,Method,Return Type,Description
DOMResult,getNextSibling(),Node,Get the child node before which the result nodes will be inserted.
DOMResult,getNode(),Node,Get the node that will contain the result DOM tree.
DOMResult,getSystemId(),String,Get the System Identifier.
DOMResult,setNextSibling(Node nextSibling),void,Set the child node before which the result nodes will be inserted.
DOMResult,setNode(Node node),void,Set the node that will contain the result DOM tree.
DOMResult,setSystemId(String systemId),void,Set the systemId that may be used in association with the node.
DOMSource,getNode(),Node,Get the node that represents a Source DOM tree.
DOMSource,getSystemId(),String,Get the base ID (URL or system ID) from where URLs will be resolved.
DOMSource,setNode(Node node),void,Set the node that will represents a Source DOM tree.
DOMSource,setSystemId(String systemID),void,Set the base ID (URL or system ID) from where URLs will be resolved.
