FileName,Compilable,Runnable,Correct
LockInfo_1,True,True,True
LockInfo_2,True,True,True
LockInfo_4,True,True,True
ManagementFactory_1,True,True,True
ManagementFactory_2,True,True,True
ManagementFactory_3,True,True,True
ManagementFactory_4,True,True,True
ManagementFactory_5,True,True,True
MemoryNotificationInfo_1,True,False,False
MemoryNotificationInfo_3,False,False,False
MemoryUsage_1,True,False,False
MemoryUsage_2,True,True,True
MemoryUsage_3,True,False,False
MemoryUsage_4,True,False,False
MemoryUsage_5,True,False,False
MonitorInfo_1,False,False,False
MonitorInfo_3,False,False,False
ThreadInfo_1,True,True,True
ThreadInfo_2,True,True,True
ThreadInfo_3,True,True,True
ThreadInfo_4,True,True,True
ThreadInfo_5,True,True,True
