ClassName,Method,Return Type,Description,Full Description
AttributeListImpl,"addAttribute(String name, String type, String value)",void,Deprecated.,"

addAttribute
public void addAttribute(String name,
                         String type,
                         String value)
Deprecated. 
Add an attribute to an attribute list.

 This method is provided for SAX parser writers, to allow them
 to build up an attribute list incrementally before delivering
 it to the application.

Parameters:
name - The attribute name.
type - The attribute type (""NMTOKEN"" for an enumeration).
value - The attribute value (must not be null).
See Also:
removeAttribute(java.lang.String), 
DocumentHandler.startElement(java.lang.String, org.xml.sax.AttributeList)


"
AttributeListImpl,clear(),void,Deprecated.,"

clear
public void clear()
Deprecated. 
Clear the attribute list.

 SAX parser writers can use this method to reset the attribute
 list between DocumentHandler.startElement events.  Normally,
 it will make sense to reuse the same AttributeListImpl object
 rather than allocating a new one each time.

See Also:
DocumentHandler.startElement(java.lang.String, org.xml.sax.AttributeList)


"
AttributeListImpl,getLength(),int,Deprecated.,"

getLength
public int getLength()
Deprecated. 
Return the number of attributes in the list.

Specified by:
getLength in interface AttributeList
Returns:
The number of attributes in the list.
See Also:
AttributeList.getLength()


"
AttributeListImpl,getName(int i),String,Deprecated.,"

getName
public String getName(int i)
Deprecated. 
Get the name of an attribute (by position).

Specified by:
getName in interface AttributeList
Parameters:
i - The position of the attribute in the list.
Returns:
The attribute name as a string, or null if there
         is no attribute at that position.
See Also:
AttributeList.getName(int)


"
AttributeListImpl,getType(int i),String,Deprecated.,"

getType
public String getType(int i)
Deprecated. 
Get the type of an attribute (by position).

Specified by:
getType in interface AttributeList
Parameters:
i - The position of the attribute in the list.
Returns:
The attribute type as a string (""NMTOKEN"" for an
         enumeration, and ""CDATA"" if no declaration was
         read), or null if there is no attribute at
         that position.
See Also:
AttributeList.getType(int)


"
AttributeListImpl,getType(String name),String,Deprecated.,"

getType
public String getType(String name)
Deprecated. 
Get the type of an attribute (by name).

Specified by:
getType in interface AttributeList
Parameters:
name - The attribute name.
Returns:
The attribute type as a string (""NMTOKEN"" for an
         enumeration, and ""CDATA"" if no declaration was
         read).
See Also:
AttributeList.getType(java.lang.String)


"
AttributeListImpl,getValue(int i),String,Deprecated.,"

getValue
public String getValue(int i)
Deprecated. 
Get the value of an attribute (by position).

Specified by:
getValue in interface AttributeList
Parameters:
i - The position of the attribute in the list.
Returns:
The attribute value as a string, or null if
         there is no attribute at that position.
See Also:
AttributeList.getValue(int)


"
AttributeListImpl,getValue(String name),String,Deprecated.,"

getValue
public String getValue(String name)
Deprecated. 
Get the value of an attribute (by name).

Specified by:
getValue in interface AttributeList
Parameters:
name - The attribute name.
Returns:
The attribute value as a string, or null if
         no such attribute exists.
See Also:
AttributeList.getValue(java.lang.String)


"
AttributeListImpl,removeAttribute(String name),void,Deprecated.,"

removeAttribute
public void removeAttribute(String name)
Deprecated. 
Remove an attribute from the list.

 SAX application writers can use this method to filter an
 attribute out of an AttributeList.  Note that invoking this
 method will change the length of the attribute list and
 some of the attribute's indices.
If the requested attribute is not in the list, this is
 a no-op.

Parameters:
name - The attribute name.
See Also:
addAttribute(java.lang.String, java.lang.String, java.lang.String)


"
AttributeListImpl,setAttributeList(AttributeList atts),void,Deprecated.,"

setAttributeList
public void setAttributeList(AttributeList atts)
Deprecated. 
Set the attribute list, discarding previous contents.

 This method allows an application writer to reuse an
 attribute list easily.

Parameters:
atts - The attribute list to copy.


"
AttributesImpl,"addAttribute(String uri, String localName, String qName, String type, String value)",void,Add an attribute to the end of the list.,"

addAttribute
public void addAttribute(String uri,
                         String localName,
                         String qName,
                         String type,
                         String value)
Add an attribute to the end of the list.

 For the sake of speed, this method does no checking
 to see if the attribute is already in the list: that is
 the responsibility of the application.

Parameters:
uri - The Namespace URI, or the empty string if
        none is available or Namespace processing is not
        being performed.
localName - The local name, or the empty string if
        Namespace processing is not being performed.
qName - The qualified (prefixed) name, or the empty string
        if qualified names are not available.
type - The attribute type as a string.
value - The attribute value.


"
AttributesImpl,clear(),void,Clear the attribute list for reuse.,"

clear
public void clear()
Clear the attribute list for reuse.

 Note that little memory is freed by this call:
 the current array is kept so it can be
 reused.

"
AttributesImpl,getIndex(String qName),int,Look up an attribute's index by qualified (prefixed) name.,"

getIndex
public int getIndex(String qName)
Look up an attribute's index by qualified (prefixed) name.

Specified by:
getIndex in interface Attributes
Parameters:
qName - The qualified name.
Returns:
The attribute's index, or -1 if none matches.
See Also:
Attributes.getIndex(java.lang.String)


"
AttributesImpl,"getIndex(String uri, String localName)",int,Look up an attribute's index by Namespace name.,"

getIndex
public int getIndex(String uri,
                    String localName)
Look up an attribute's index by Namespace name.

 In many cases, it will be more efficient to look up the name once and
 use the index query methods rather than using the name query methods
 repeatedly.

Specified by:
getIndex in interface Attributes
Parameters:
uri - The attribute's Namespace URI, or the empty
        string if none is available.
localName - The attribute's local name.
Returns:
The attribute's index, or -1 if none matches.
See Also:
Attributes.getIndex(java.lang.String,java.lang.String)


"
AttributesImpl,getLength(),int,Return the number of attributes in the list.,"

getLength
public int getLength()
Return the number of attributes in the list.

Specified by:
getLength in interface Attributes
Returns:
The number of attributes in the list.
See Also:
Attributes.getLength()


"
AttributesImpl,getLocalName(int index),String,Return an attribute's local name.,"

getLocalName
public String getLocalName(int index)
Return an attribute's local name.

Specified by:
getLocalName in interface Attributes
Parameters:
index - The attribute's index (zero-based).
Returns:
The attribute's local name, the empty string if
         none is available, or null if the index if out of range.
See Also:
Attributes.getLocalName(int)


"
AttributesImpl,getQName(int index),String,Return an attribute's qualified (prefixed) name.,"

getQName
public String getQName(int index)
Return an attribute's qualified (prefixed) name.

Specified by:
getQName in interface Attributes
Parameters:
index - The attribute's index (zero-based).
Returns:
The attribute's qualified name, the empty string if
         none is available, or null if the index is out of bounds.
See Also:
Attributes.getQName(int)


"
AttributesImpl,getType(int index),String,Return an attribute's type by index.,"

getType
public String getType(int index)
Return an attribute's type by index.

Specified by:
getType in interface Attributes
Parameters:
index - The attribute's index (zero-based).
Returns:
The attribute's type, ""CDATA"" if the type is unknown, or null
         if the index is out of bounds.
See Also:
Attributes.getType(int)


"
AttributesImpl,getType(String qName),String,Look up an attribute's type by qualified (prefixed) name.,"

getType
public String getType(String qName)
Look up an attribute's type by qualified (prefixed) name.

Specified by:
getType in interface Attributes
Parameters:
qName - The qualified name.
Returns:
The attribute's type, or null if there is no
         matching attribute.
See Also:
Attributes.getType(java.lang.String)


"
AttributesImpl,"getType(String uri, String localName)",String,Look up an attribute's type by Namespace-qualified name.,"

getType
public String getType(String uri,
                      String localName)
Look up an attribute's type by Namespace-qualified name.

Specified by:
getType in interface Attributes
Parameters:
uri - The Namespace URI, or the empty string for a name
        with no explicit Namespace URI.
localName - The local name.
Returns:
The attribute's type, or null if there is no
         matching attribute.
See Also:
Attributes.getType(java.lang.String,java.lang.String)


"
AttributesImpl,getURI(int index),String,Return an attribute's Namespace URI.,"

getURI
public String getURI(int index)
Return an attribute's Namespace URI.

Specified by:
getURI in interface Attributes
Parameters:
index - The attribute's index (zero-based).
Returns:
The Namespace URI, the empty string if none is
         available, or null if the index is out of range.
See Also:
Attributes.getURI(int)


"
AttributesImpl,getValue(int index),String,Return an attribute's value by index.,"

getValue
public String getValue(int index)
Return an attribute's value by index.

Specified by:
getValue in interface Attributes
Parameters:
index - The attribute's index (zero-based).
Returns:
The attribute's value or null if the index is out of bounds.
See Also:
Attributes.getValue(int)


"
AttributesImpl,getValue(String qName),String,Look up an attribute's value by qualified (prefixed) name.,"

getValue
public String getValue(String qName)
Look up an attribute's value by qualified (prefixed) name.

Specified by:
getValue in interface Attributes
Parameters:
qName - The qualified name.
Returns:
The attribute's value, or null if there is no
         matching attribute.
See Also:
Attributes.getValue(java.lang.String)


"
AttributesImpl,"getValue(String uri, String localName)",String,Look up an attribute's value by Namespace-qualified name.,"

getValue
public String getValue(String uri,
                       String localName)
Look up an attribute's value by Namespace-qualified name.

Specified by:
getValue in interface Attributes
Parameters:
uri - The Namespace URI, or the empty string for a name
        with no explicit Namespace URI.
localName - The local name.
Returns:
The attribute's value, or null if there is no
         matching attribute.
See Also:
Attributes.getValue(java.lang.String,java.lang.String)


"
AttributesImpl,removeAttribute(int index),void,Remove an attribute from the list.,"

removeAttribute
public void removeAttribute(int index)
Remove an attribute from the list.

Parameters:
index - The index of the attribute (zero-based).
Throws:
ArrayIndexOutOfBoundsException - When the
            supplied index does not point to an attribute
            in the list.


"
AttributesImpl,"setAttribute(int index, String uri, String localName, String qName, String type, String value)",void,Set an attribute in the list.,"

setAttribute
public void setAttribute(int index,
                         String uri,
                         String localName,
                         String qName,
                         String type,
                         String value)
Set an attribute in the list.

 For the sake of speed, this method does no checking
 for name conflicts or well-formedness: such checks are the
 responsibility of the application.

Parameters:
index - The index of the attribute (zero-based).
uri - The Namespace URI, or the empty string if
        none is available or Namespace processing is not
        being performed.
localName - The local name, or the empty string if
        Namespace processing is not being performed.
qName - The qualified name, or the empty string
        if qualified names are not available.
type - The attribute type as a string.
value - The attribute value.
Throws:
ArrayIndexOutOfBoundsException - When the
            supplied index does not point to an attribute
            in the list.


"
AttributesImpl,setAttributes(Attributes atts),void,Copy an entire Attributes object.,"

setAttributes
public void setAttributes(Attributes atts)
Copy an entire Attributes object.

 It may be more efficient to reuse an existing object
 rather than constantly allocating new ones.

Parameters:
atts - The attributes to copy.


"
AttributesImpl,"setLocalName(int index, String localName)",void,Set the local name of a specific attribute.,"

setLocalName
public void setLocalName(int index,
                         String localName)
Set the local name of a specific attribute.

Parameters:
index - The index of the attribute (zero-based).
localName - The attribute's local name, or the empty
        string for none.
Throws:
ArrayIndexOutOfBoundsException - When the
            supplied index does not point to an attribute
            in the list.


"
AttributesImpl,"setQName(int index, String qName)",void,Set the qualified name of a specific attribute.,"

setQName
public void setQName(int index,
                     String qName)
Set the qualified name of a specific attribute.

Parameters:
index - The index of the attribute (zero-based).
qName - The attribute's qualified name, or the empty
        string for none.
Throws:
ArrayIndexOutOfBoundsException - When the
            supplied index does not point to an attribute
            in the list.


"
AttributesImpl,"setType(int index, String type)",void,Set the type of a specific attribute.,"

setType
public void setType(int index,
                    String type)
Set the type of a specific attribute.

Parameters:
index - The index of the attribute (zero-based).
type - The attribute's type.
Throws:
ArrayIndexOutOfBoundsException - When the
            supplied index does not point to an attribute
            in the list.


"
AttributesImpl,"setURI(int index, String uri)",void,Set the Namespace URI of a specific attribute.,"

setURI
public void setURI(int index,
                   String uri)
Set the Namespace URI of a specific attribute.

Parameters:
index - The index of the attribute (zero-based).
uri - The attribute's Namespace URI, or the empty
        string for none.
Throws:
ArrayIndexOutOfBoundsException - When the
            supplied index does not point to an attribute
            in the list.


"
AttributesImpl,"setValue(int index, String value)",void,Set the value of a specific attribute.,"

setValue
public void setValue(int index,
                     String value)
Set the value of a specific attribute.

Parameters:
index - The index of the attribute (zero-based).
value - The attribute's value.
Throws:
ArrayIndexOutOfBoundsException - When the
            supplied index does not point to an attribute
            in the list.


"
DefaultHandler,"characters(char[] ch, int start, int length)",void,Receive notification of character data inside an element.,"

characters
public void characters(char[] ch,
                       int start,
                       int length)
                throws SAXException
Receive notification of character data inside an element.

 By default, do nothing.  Application writers may override this
 method to take specific actions for each chunk of character data
 (such as adding the data to a node or buffer, or printing it to
 a file).

Specified by:
characters in interface ContentHandler
Parameters:
ch - The characters.
start - The start position in the character array.
length - The number of characters to use from the
               character array.
Throws:
SAXException - Any SAX exception, possibly
            wrapping another exception.
See Also:
ContentHandler.characters(char[], int, int)


"
DefaultHandler,endDocument(),void,Receive notification of the end of the document.,"

endDocument
public void endDocument()
                 throws SAXException
Receive notification of the end of the document.

 By default, do nothing.  Application writers may override this
 method in a subclass to take specific actions at the end
 of a document (such as finalising a tree or closing an output
 file).

Specified by:
endDocument in interface ContentHandler
Throws:
SAXException - Any SAX exception, possibly
            wrapping another exception.
See Also:
ContentHandler.endDocument()


"
