ClassName,URL,Description
AttributeListImpl,https://docs.oracle.com/javase/8/docs/api/org/xml/sax/helpers/AttributeListImpl.html,"This class implements a deprecated interface, AttributeList; that interface has been replaced by Attributes, which is implemented in the AttributesImpl helper class."
AttributesImpl,https://docs.oracle.com/javase/8/docs/api/org/xml/sax/helpers/AttributesImpl.html,Default implementation of the Attributes interface.
DefaultHandler,https://docs.oracle.com/javase/8/docs/api/org/xml/sax/helpers/DefaultHandler.html,Default base class for SAX2 event handlers.
LocatorImpl,https://docs.oracle.com/javase/8/docs/api/org/xml/sax/helpers/LocatorImpl.html,Provide an optional convenience implementation of Locator.
NamespaceSupport,https://docs.oracle.com/javase/8/docs/api/org/xml/sax/helpers/NamespaceSupport.html,"Encapsulate Namespace logic for use by applications using SAX, or internally by SAX drivers."
ParserAdapter,https://docs.oracle.com/javase/8/docs/api/org/xml/sax/helpers/ParserAdapter.html,Adapt a SAX1 Parser as a SAX2 XMLReader.
ParserFactory,https://docs.oracle.com/javase/8/docs/api/org/xml/sax/helpers/ParserFactory.html,This class works with the deprecated Parser interface.
XMLFilterImpl,https://docs.oracle.com/javase/8/docs/api/org/xml/sax/helpers/XMLFilterImpl.html,Base class for deriving an XML filter.
XMLReaderAdapter,https://docs.oracle.com/javase/8/docs/api/org/xml/sax/helpers/XMLReaderAdapter.html,Adapt a SAX2 XMLReader as a SAX1 Parser.
XMLReaderFactory,https://docs.oracle.com/javase/8/docs/api/org/xml/sax/helpers/XMLReaderFactory.html,Factory for creating an XML reader.
