ClassName,Method,Return Type,Description
DSAGenParameterSpec,getPrimePLength(),int,Returns the desired length of the prime P of the to-be-generated DSA domain parameters in bits.
DSAGenParameterSpec,getSeedLength(),int,Returns the desired length of the domain parameter seed in bits.
DSAGenParameterSpec,getSubprimeQLength(),int,Returns the desired length of the sub-prime Q of the to-be-generated DSA domain parameters in bits.
DSAParameterSpec,getG(),BigInteger,Returns the base g.
DSAParameterSpec,getP(),BigInteger,Returns the prime p.
DSAParameterSpec,getQ(),BigInteger,Returns the sub-prime q.
DSAPrivateKeySpec,getG(),BigInteger,Returns the base g.
DSAPrivateKeySpec,getP(),BigInteger,Returns the prime p.
DSAPrivateKeySpec,getQ(),BigInteger,Returns the sub-prime q.
DSAPrivateKeySpec,getX(),BigInteger,Returns the private key x.
DSAPublicKeySpec,getG(),BigInteger,Returns the base g.
DSAPublicKeySpec,getP(),BigInteger,Returns the prime p.
DSAPublicKeySpec,getQ(),BigInteger,Returns the sub-prime q.
DSAPublicKeySpec,getY(),BigInteger,Returns the public key y.
ECFieldF2m,equals(Object obj),boolean,Compares this finite field for equality with the specified object.
ECFieldF2m,getFieldSize(),int,Returns the field size in bits which is m for this characteristic 2 finite field.
ECFieldF2m,getM(),int,Returns the value m of this characteristic 2 finite field.
ECFieldF2m,getMidTermsOfReductionPolynomial(),int[],Returns an integer array which contains the order of the middle term(s) of the reduction polynomial for polynomial basis or null for normal basis.
ECFieldF2m,getReductionPolynomial(),BigInteger,Returns a BigInteger whose i-th bit corresponds to the i-th coefficient of the reduction polynomial for polynomial basis or null for normal basis.
ECFieldF2m,hashCode(),int,Returns a hash code value for this characteristic 2 finite field.
ECFieldFp,equals(Object obj),boolean,Compares this prime finite field for equality with the specified object.
ECFieldFp,getFieldSize(),int,Returns the field size in bits which is size of prime p for this prime finite field.
ECFieldFp,getP(),BigInteger,Returns the prime p of this prime finite field.
ECFieldFp,hashCode(),int,Returns a hash code value for this prime finite field.
ECGenParameterSpec,getName(),String,Returns the standard or predefined name of the to-be-generated EC domain parameters.
ECParameterSpec,getCofactor(),int,Returns the cofactor.
ECParameterSpec,getCurve(),EllipticCurve,Returns the elliptic curve that this parameter defines.
ECParameterSpec,getGenerator(),ECPoint,Returns the generator which is also known as the base point.
ECParameterSpec,getOrder(),BigInteger,Returns the order of the generator.
ECPoint,equals(Object obj),boolean,Compares this elliptic curve point for equality with the specified object.
ECPoint,getAffineX(),BigInteger,Returns the affine x-coordinate x.
ECPoint,getAffineY(),BigInteger,Returns the affine y-coordinate y.
ECPoint,hashCode(),int,Returns a hash code value for this elliptic curve point.
ECPrivateKeySpec,getParams(),ECParameterSpec,Returns the associated elliptic curve domain parameters.
ECPrivateKeySpec,getS(),BigInteger,Returns the private value S.
ECPublicKeySpec,getParams(),ECParameterSpec,Returns the associated elliptic curve domain parameters.
ECPublicKeySpec,getW(),ECPoint,Returns the public point W.
EllipticCurve,equals(Object obj),boolean,Compares this elliptic curve for equality with the specified object.
EllipticCurve,getA(),BigInteger,Returns the first coefficient a of the elliptic curve.
EllipticCurve,getB(),BigInteger,Returns the second coefficient b of the elliptic curve.
EllipticCurve,getField(),ECField,Returns the finite field field that this elliptic curve is over.
