ClassName,URL,Description
Boolean,https://docs.oracle.com/javase/8/docs/api/java/lang/Boolean.html,The Boolean class wraps a value of the primitive type boolean in an object.
Byte,https://docs.oracle.com/javase/8/docs/api/java/lang/Byte.html,The Byte class wraps a value of primitive type byte in an object.
Character,https://docs.oracle.com/javase/8/docs/api/java/lang/Character.html,The Character class wraps a value of the primitive type char in an object.
Character.Subset,https://docs.oracle.com/javase/8/docs/api/java/lang/Character.Subset.html,Instances of this class represent particular subsets of the Unicode character set.
Character.UnicodeBlock,https://docs.oracle.com/javase/8/docs/api/java/lang/Character.UnicodeBlock.html,A family of character subsets representing the character blocks in the Unicode specification.
Class,https://docs.oracle.com/javase/8/docs/api/java/lang/Class.html,Instances of the class Class represent classes and interfaces in a running Java application.
ClassLoader,https://docs.oracle.com/javase/8/docs/api/java/lang/ClassLoader.html,A class loader is an object that is responsible for loading classes.
ClassValue,https://docs.oracle.com/javase/8/docs/api/java/lang/ClassValue.html,Lazily associate a computed value with (potentially) every type.
Compiler,https://docs.oracle.com/javase/8/docs/api/java/lang/Compiler.html,The Compiler class is provided to support Java-to-native-code compilers and related services.
Double,https://docs.oracle.com/javase/8/docs/api/java/lang/Double.html,The Double class wraps a value of the primitive type double in an object.
Enum,https://docs.oracle.com/javase/8/docs/api/java/lang/Enum.html,This is the common base class of all Java language enumeration types.
Float,https://docs.oracle.com/javase/8/docs/api/java/lang/Float.html,The Float class wraps a value of primitive type float in an object.
InheritableThreadLocal,https://docs.oracle.com/javase/8/docs/api/java/lang/InheritableThreadLocal.html,"This class extends ThreadLocal to provide inheritance of values from parent thread to child thread: when a child thread is created, the child receives initial values for all inheritable thread-local variables for which the parent has values."
Integer,https://docs.oracle.com/javase/8/docs/api/java/lang/Integer.html,The Integer class wraps a value of the primitive type int in an object.
Long,https://docs.oracle.com/javase/8/docs/api/java/lang/Long.html,The Long class wraps a value of the primitive type long in an object.
Math,https://docs.oracle.com/javase/8/docs/api/java/lang/Math.html,"The class Math contains methods for performing basic numeric operations such as the elementary exponential, logarithm, square root, and trigonometric functions."
Number,https://docs.oracle.com/javase/8/docs/api/java/lang/Number.html,"The abstract class Number is the superclass of platform classes representing numeric values that are convertible to the primitive types byte, double, float, int, long, and short."
Object,https://docs.oracle.com/javase/8/docs/api/java/lang/Object.html,Class Object is the root of the class hierarchy.
Package,https://docs.oracle.com/javase/8/docs/api/java/lang/Package.html,Package objects contain version information about the implementation and specification of a Java package.
Process,https://docs.oracle.com/javase/8/docs/api/java/lang/Process.html,The ProcessBuilder.start() and Runtime.exec methods create a native process and return an instance of a subclass of Process that can be used to control the process and obtain information about it.
ProcessBuilder,https://docs.oracle.com/javase/8/docs/api/java/lang/ProcessBuilder.html,This class is used to create operating system processes.
ProcessBuilder.Redirect,https://docs.oracle.com/javase/8/docs/api/java/lang/ProcessBuilder.Redirect.html,Represents a source of subprocess input or a destination of subprocess output.
Runtime,https://docs.oracle.com/javase/8/docs/api/java/lang/Runtime.html,Every Java application has a single instance of class Runtime that allows the application to interface with the environment in which the application is running.
RuntimePermission,https://docs.oracle.com/javase/8/docs/api/java/lang/RuntimePermission.html,This class is for runtime permissions.
SecurityManager,https://docs.oracle.com/javase/8/docs/api/java/lang/SecurityManager.html,The security manager is a class that allows applications to implement a security policy.
Short,https://docs.oracle.com/javase/8/docs/api/java/lang/Short.html,The Short class wraps a value of primitive type short in an object.
StackTraceElement,https://docs.oracle.com/javase/8/docs/api/java/lang/StackTraceElement.html,"An element in a stack trace, as returned by Throwable.getStackTrace()."
StrictMath,https://docs.oracle.com/javase/8/docs/api/java/lang/StrictMath.html,"The class StrictMath contains methods for performing basic numeric operations such as the elementary exponential, logarithm, square root, and trigonometric functions."
String,https://docs.oracle.com/javase/8/docs/api/java/lang/String.html,The String class represents character strings.
StringBuffer,https://docs.oracle.com/javase/8/docs/api/java/lang/StringBuffer.html,"A thread-safe, mutable sequence of characters."
StringBuilder,https://docs.oracle.com/javase/8/docs/api/java/lang/StringBuilder.html,A mutable sequence of characters.
System,https://docs.oracle.com/javase/8/docs/api/java/lang/System.html,The System class contains several useful class fields and methods.
Thread,https://docs.oracle.com/javase/8/docs/api/java/lang/Thread.html,A thread is a thread of execution in a program.
ThreadGroup,https://docs.oracle.com/javase/8/docs/api/java/lang/ThreadGroup.html,A thread group represents a set of threads.
ThreadLocal,https://docs.oracle.com/javase/8/docs/api/java/lang/ThreadLocal.html,This class provides thread-local variables.
Throwable,https://docs.oracle.com/javase/8/docs/api/java/lang/Throwable.html,The Throwable class is the superclass of all errors and exceptions in the Java language.
Void,https://docs.oracle.com/javase/8/docs/api/java/lang/Void.html,The Void class is an uninstantiable placeholder class to hold a reference to the Class object representing the Java keyword void.
