Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,Boolean,1,boolean booleanValue(),True,Returns the value of this Boolean object as a boolean primitive.
0,Boolean,2,boolean equals(Object obj),True,Returns true if and only if the argument is not null and is a Boolean object that represents the same boolean value as this object.
0,Boolean,3,int hashCode(),True,Returns a hash code for this Boolean object.
0,Boolean,4,Boolean valueOf(boolean b),True,Returns a Boolean instance representing the specified boolean value.
0,Boolean,5,Boolean valueOf(String s),True,Returns a Boolean with a value represented by the specified string.
1,Byte,1,Byte valueOf(byte b),True,Returns a Byte instance representing the specified byte value.
1,Byte,2,byte byteValue(),True,Returns the value of this Byte as a byte.
1,Byte,3,Byte decode(String s),True,Decodes a String into a Byte.
1,Byte,4,byte parseByte(String s),True,Parses the string argument as a signed decimal byte.
1,Byte,5,"byte parseByte(String s, int radix)",True,Parses the string argument as a signed byte in the radix specified by the second argument.
2,Character,1,boolean isDigit(char ch),True,Determines if the specified character is a digit.
2,Character,2,boolean isLetter(char ch),True,Determines if the specified character is a letter.
2,Character,3,boolean isLetterOrDigit(char ch),True,Determines if the specified character is a letter or digit.
2,Character,4,boolean isLowerCase(char ch),True,Determines if the specified character is a lowercase character.
2,Character,5,boolean isUpperCase(char ch),True,Determines if the specified character is an uppercase character.
3,Character.Subset,1,int charCount(int codePoint),False,NULL
3,Character.Subset,2,"int charCount(int codePoint, int limit)",False,NULL
3,Character.Subset,3,"int charCount(int codePoint, int limit, int offset)",False,NULL
3,Character.Subset,4,"int codePointAt(char[] chars, int index)",False,NULL
3,Character.Subset,5,"int codePointAt(char[] chars, int index, int limit)",False,NULL
3,Character.Subset,6,"int codePointAt(char[] chars, int index, int limit, int offset)",False,NULL
3,Character.Subset,7,"int codePointAt(String s, int index)",False,NULL
3,Character.Subset,8,"int codePointAt(String s, int index, int limit)",False,NULL
3,Character.Subset,9,"int codePointAt(String s, int index, int limit, int offset)",False,NULL
3,Character.Subset,10,"int codePointBefore(char[] chars, int index)",False,NULL
3,Character.Subset,11,"int codePointBefore(String s, int index)",False,NULL
3,Character.Subset,12,"int codePointCount(char[] chars, int index, int limit)",False,NULL
3,Character.Subset,13,"int codePointCount(String s, int index, int limit)",False,NULL
3,Character.Subset,14,"int codePointOf(char[] chars, int index)",False,NULL
3,Character.Subset,15,"int codePointOf(String s, int index)",False,NULL
3,Character.Subset,16,int codePointSurrogate(int codePoint),False,NULL
3,Character.Subset,17,"int codePointSurrogate(int codePoint, int limit)",False,NULL
3,Character.Subset,18,"int codePointSurrogate(int codePoint, int limit, int offset)",False,NULL
3,Character.Subset,19,"int codePointValue(char[] chars, int index)",False,NULL
3,Character.Subset,20,"int codePointValue(String s, int index)",False,NULL
