ClassName,Method,Return Type,Description
MidiDeviceProvider,getDevice(MidiDevice.Info info),abstract MidiDevice,Obtains an instance of the device represented by the info object.
MidiDeviceProvider,getDeviceInfo(),abstract MidiDevice.Info[],Obtains the set of info objects representing the device or devices provided by this MidiDeviceProvider.
MidiDeviceProvider,isDeviceSupported(MidiDevice.Info info),boolean,Indicates whether the device provider supports the device represented by the specified device info object.
MidiFileReader,getMidiFileFormat(File file),abstract MidiFileFormat,Obtains the MIDI file format of the File provided.
MidiFileReader,getMidiFileFormat(InputStream stream),abstract MidiFileFormat,Obtains the MIDI file format of the input stream provided.
MidiFileReader,getMidiFileFormat(URL url),abstract MidiFileFormat,Obtains the MIDI file format of the URL provided.
MidiFileReader,getSequence(File file),abstract Sequence,Obtains a MIDI sequence from the File provided.
MidiFileReader,getSequence(InputStream stream),abstract Sequence,Obtains a MIDI sequence from the input stream provided.
MidiFileReader,getSequence(URL url),abstract Sequence,Obtains a MIDI sequence from the URL provided.
MidiFileWriter,getMidiFileTypes(),abstract int[],Obtains the set of MIDI file types for which file writing support is provided by this file writer.
MidiFileWriter,getMidiFileTypes(Sequence sequence),abstract int[],Obtains the file types that this file writer can write from the sequence specified.
MidiFileWriter,isFileTypeSupported(int fileType),boolean,Indicates whether file writing support for the specified MIDI file type is provided by this file writer.
MidiFileWriter,"isFileTypeSupported(int fileType, Sequence sequence)",boolean,Indicates whether a MIDI file of the file type specified can be written from the sequence indicated.
MidiFileWriter,"write(Sequence in, int fileType, File out)",abstract int,Writes a stream of bytes representing a MIDI file of the file type indicated to the external file provided.
MidiFileWriter,"write(Sequence in, int fileType, OutputStream out)",abstract int,Writes a stream of bytes representing a MIDI file of the file type indicated to the output stream provided.
SoundbankReader,getSoundbank(File file),abstract Soundbank,Obtains a soundbank object from the File provided.
SoundbankReader,getSoundbank(InputStream stream),abstract Soundbank,Obtains a soundbank object from the InputStream provided.
SoundbankReader,getSoundbank(URL url),abstract Soundbank,Obtains a soundbank object from the URL provided.
