Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AdapterManagerIdHelper,1,org.omg.PortableInterceptor.AdapterManagerId org.omg.PortableInterceptor.AdapterManagerIdHelper.read(org.omg.CORBA.portable.InputStream),False
0,AdapterManagerIdHelper,2,"void org.omg.PortableInterceptor.AdapterManagerIdHelper.write(org.omg.CORBA.portable.OutputStream, org.omg.PortableInterceptor.AdapterManagerId)",False
0,AdapterManagerIdHelper,3,org.omg.PortableInterceptor.AdapterManagerId org.omg.PortableInterceptor.AdapterManagerIdHelper.extract(org.omg.CORBA.Any),False
0,AdapterManagerIdHelper,4,"void org.omg.PortableInterceptor.AdapterManagerIdHelper.insert(org.omg.CORBA.Any, org.omg.PortableInterceptor.AdapterManagerId)",False
0,AdapterManagerIdHelper,5,org.omg.CORBA.TypeCode org.omg.PortableInterceptor.AdapterManagerIdHelper.type(),False
1,AdapterNameHelper,1,org.omg.PortableInterceptor.ObjectReferenceTemplate AdapterNameHelper.read(org.omg.CORBA.portable.InputStream),False
1,AdapterNameHelper,2,"void AdapterNameHelper.write(org.omg.CORBA.portable.OutputStream, org.omg.PortableInterceptor.ObjectReferenceTemplate)",False
1,AdapterNameHelper,3,org.omg.PortableInterceptor.ObjectReferenceTemplate AdapterNameHelper.extract(org.omg.CORBA.Any),False
1,AdapterNameHelper,4,"void AdapterNameHelper.insert(org.omg.CORBA.Any, org.omg.PortableInterceptor.ObjectReferenceTemplate)",False
1,AdapterNameHelper,5,java.lang.String AdapterNameHelper.id(),False
2,AdapterStateHelper,1,org.omg.PortableInterceptor.AdapterState org.omg.PortableInterceptor.AdapterStateHelper.read(org.omg.CORBA.portable.InputStream),False
2,AdapterStateHelper,2,"void org.omg.PortableInterceptor.AdapterStateHelper.write(org.omg.CORBA.portable.OutputStream, org.omg.PortableInterceptor.AdapterState)",False
2,AdapterStateHelper,3,org.omg.PortableInterceptor.AdapterState org.omg.PortableInterceptor.AdapterStateHelper.narrow(org.omg.CORBA.Object),False
2,AdapterStateHelper,4,org.omg.PortableInterceptor.AdapterState org.omg.PortableInterceptor.AdapterStateHelper.extract(org.omg.CORBA.Any),False
2,AdapterStateHelper,5,org.omg.CORBA.TypeCode org.omg.PortableInterceptor.AdapterStateHelper.type(),False
3,CurrentHelper,1,org.omg.PortableInterceptor.Current get_current(),False
3,CurrentHelper,2,"void set_slot(int id, org.omg.CORBA.Any data)",False
3,CurrentHelper,3,org.omg.CORBA.Any get_slot(int id),False
3,CurrentHelper,4,"void set_slot_data(int id, byte[] data)",False
3,CurrentHelper,5,byte[] get_slot_data(int id),False
6,IORInterceptor_3_0Helper,1,IORInterceptor_3_0 extract(org.omg.CORBA.Any a),False
6,IORInterceptor_3_0Helper,2,"void insert(org.omg.CORBA.Any a, IORInterceptor_3_0 that)",False
6,IORInterceptor_3_0Helper,3,IORInterceptor_3_0 read(org.omg.CORBA.portable.InputStream istream),False
6,IORInterceptor_3_0Helper,4,"void write(org.omg.CORBA.portable.OutputStream ostream, IORInterceptor_3_0 value)",False
6,IORInterceptor_3_0Helper,5,IORInterceptor_3_0 narrow(org.omg.CORBA.Object obj),False
8,ObjectIdHelper,1,org.omg.PortableInterceptor.ObjectId read(org.omg.CORBA.portable.InputStream istream),False
8,ObjectIdHelper,2,"void write(org.omg.CORBA.portable.OutputStream ostream, org.omg.PortableInterceptor.ObjectId value)",False
8,ObjectIdHelper,3,org.omg.PortableInterceptor.ObjectId extract(org.omg.CORBA.Any a),False
8,ObjectIdHelper,4,"void insert(org.omg.CORBA.Any a, org.omg.PortableInterceptor.ObjectId value)",False
8,ObjectIdHelper,5,org.omg.CORBA.TypeCode type(),False
9,ObjectReferenceFactoryHelper,1,ObjectReferenceFactory createObjectReferenceFactory(),False
9,ObjectReferenceFactoryHelper,2,void register(ObjectReferenceFactory factory),False
9,ObjectReferenceFactoryHelper,3,void unregister(ObjectReferenceFactory factory),False
9,ObjectReferenceFactoryHelper,4,ObjectReferenceFactory[] getRegisteredFactories(),False
9,ObjectReferenceFactoryHelper,5,ObjectReferenceFactory getDefaultFactory(),False
10,ObjectReferenceFactoryHolder,1,void registerObjectReferenceFactory(ObjectReferenceFactory factory),False
10,ObjectReferenceFactoryHolder,2,void unregisterObjectReferenceFactory(ObjectReferenceFactory factory),False
10,ObjectReferenceFactoryHolder,3,ObjectReferenceFactory getObjectReferenceFactory(),False
