ClassName,URL,Description
AdapterManagerIdHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/AdapterManagerIdHelper.html,Adapter manager identifier.
AdapterNameHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/AdapterNameHelper.html,The name of an object adapter.
AdapterStateHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/AdapterStateHelper.html,Type of object adapter state.
CurrentHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/CurrentHelper.html,"Portable Interceptors Current (also known as PICurrent) is merely a slot table, the slots of which are used by each service to transfer their context data between their context and the request's or reply's service context."
ForwardRequestHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/ForwardRequestHelper.html,org/omg/PortableInterceptor/ForwardRequestHelper.java .
InvalidSlotHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/InvalidSlotHelper.html,org/omg/PortableInterceptor/InvalidSlotHelper.java .
IORInterceptor_3_0Helper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/IORInterceptor_3_0Helper.html,org/omg/PortableInterceptor/IORInterceptor_3_0Helper.java .
IORInterceptor_3_0Holder,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/IORInterceptor_3_0Holder.html,org/omg/PortableInterceptor/IORInterceptor_3_0Holder.java .
ObjectIdHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/ObjectIdHelper.html,Type of an object id.
ObjectReferenceFactoryHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/ObjectReferenceFactoryHelper.html,The object reference factory.
ObjectReferenceFactoryHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/ObjectReferenceFactoryHolder.html,The object reference factory.
ObjectReferenceTemplateHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/ObjectReferenceTemplateHelper.html,The object reference template.
ObjectReferenceTemplateHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/ObjectReferenceTemplateHolder.html,The object reference template.
ObjectReferenceTemplateSeqHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/ObjectReferenceTemplateSeqHelper.html,Sequence of object reference templates is used for reporting state changes that do not occur on the adapter manager.
ObjectReferenceTemplateSeqHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/ObjectReferenceTemplateSeqHolder.html,Sequence of object reference templates is used for reporting state changes that do not occur on the adapter manager.
ORBIdHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/ORBIdHelper.html,org/omg/PortableInterceptor/ORBIdHelper.java .
ServerIdHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/ServerIdHelper.html,org/omg/PortableInterceptor/ServerIdHelper.java .
