ClassName,Method,Return Type,Description
AbstractBorder,"getBaseline(Component c, int width, int height)",int,Returns the baseline.
AbstractBorder,getBaselineResizeBehavior(Component c),Component.BaselineResizeBehavior,Returns an enum indicating how the baseline of a component changes as the size changes.
AbstractBorder,getBorderInsets(Component c),Insets,"This default implementation returns a new Insets object that is initialized by the getBorderInsets(Component,Insets) method."
AbstractBorder,"getBorderInsets(Component c, Insets insets)",Insets,Reinitializes the insets parameter with this Border's current Insets.
AbstractBorder,"getInteriorRectangle(Component c, Border b, int x, int y, int width, int height)",static Rectangle,Returns a rectangle using the arguments minus the insets of the border.
AbstractBorder,"getInteriorRectangle(Component c, int x, int y, int width, int height)",Rectangle,This convenience method calls the static method.
AbstractBorder,isBorderOpaque(),boolean,This default implementation returns false.
AbstractBorder,"paintBorder(Component c, Graphics g, int x, int y, int width, int height)",void,This default implementation does no painting.
BevelBorder,getBevelType(),int,Returns the type of the bevel border.
BevelBorder,"getBorderInsets(Component c, Insets insets)",Insets,Reinitialize the insets parameter with this Border's current Insets.
BevelBorder,getHighlightInnerColor(),Color,Returns the inner highlight color of the bevel border.
BevelBorder,getHighlightInnerColor(Component c),Color,Returns the inner highlight color of the bevel border when rendered on the specified component.
BevelBorder,getHighlightOuterColor(),Color,Returns the outer highlight color of the bevel border.
BevelBorder,getHighlightOuterColor(Component c),Color,Returns the outer highlight color of the bevel border when rendered on the specified component.
BevelBorder,getShadowInnerColor(),Color,Returns the inner shadow color of the bevel border.
BevelBorder,getShadowInnerColor(Component c),Color,Returns the inner shadow color of the bevel border when rendered on the specified component.
BevelBorder,getShadowOuterColor(),Color,Returns the outer shadow color of the bevel border.
BevelBorder,getShadowOuterColor(Component c),Color,Returns the outer shadow color of the bevel border when rendered on the specified component.
BevelBorder,isBorderOpaque(),boolean,Returns whether or not the border is opaque.
BevelBorder,"paintBorder(Component c, Graphics g, int x, int y, int width, int height)",void,Paints the border for the specified component with the specified position and size.
BevelBorder,"paintLoweredBevel(Component c, Graphics g, int x, int y, int width, int height)",protected void,NULL
BevelBorder,"paintRaisedBevel(Component c, Graphics g, int x, int y, int width, int height)",protected void,NULL
CompoundBorder,"getBorderInsets(Component c, Insets insets)",Insets,Reinitialize the insets parameter with this Border's current Insets.
CompoundBorder,getInsideBorder(),Border,Returns the inside border object.
CompoundBorder,getOutsideBorder(),Border,Returns the outside border object.
CompoundBorder,isBorderOpaque(),boolean,Returns whether or not the compound border is opaque.
CompoundBorder,"paintBorder(Component c, Graphics g, int x, int y, int width, int height)",void,Paints the compound border by painting the outside border with the specified position and size and then painting the inside border at the specified position and size offset by the insets of the outside border.
EmptyBorder,getBorderInsets(),Insets,Returns the insets of the border.
EmptyBorder,"getBorderInsets(Component c, Insets insets)",Insets,Reinitialize the insets parameter with this Border's current Insets.
EmptyBorder,isBorderOpaque(),boolean,Returns whether or not the border is opaque.
EmptyBorder,"paintBorder(Component c, Graphics g, int x, int y, int width, int height)",void,Does no drawing by default.
EtchedBorder,"getBorderInsets(Component c, Insets insets)",Insets,Reinitialize the insets parameter with this Border's current Insets.
EtchedBorder,getEtchType(),int,Returns which etch-type is set on the etched border.
EtchedBorder,getHighlightColor(),Color,Returns the highlight color of the etched border.
EtchedBorder,getHighlightColor(Component c),Color,Returns the highlight color of the etched border when rendered on the specified component.
EtchedBorder,getShadowColor(),Color,Returns the shadow color of the etched border.
EtchedBorder,getShadowColor(Component c),Color,Returns the shadow color of the etched border when rendered on the specified component.
EtchedBorder,isBorderOpaque(),boolean,Returns whether or not the border is opaque.
EtchedBorder,"paintBorder(Component c, Graphics g, int x, int y, int width, int height)",void,Paints the border for the specified component with the specified position and size.
LineBorder,createBlackLineBorder(),static Border,Convenience method for getting the Color.black LineBorder of thickness 1.
LineBorder,createGrayLineBorder(),static Border,Convenience method for getting the Color.gray LineBorder of thickness 1.
LineBorder,"getBorderInsets(Component c, Insets insets)",Insets,Reinitialize the insets parameter with this Border's current Insets.
LineBorder,getLineColor(),Color,Returns the color of the border.
LineBorder,getRoundedCorners(),boolean,Returns whether this border will be drawn with rounded corners.
LineBorder,getThickness(),int,Returns the thickness of the border.
LineBorder,isBorderOpaque(),boolean,Returns whether or not the border is opaque.
LineBorder,"paintBorder(Component c, Graphics g, int x, int y, int width, int height)",void,Paints the border for the specified component with the specified position and size.
MatteBorder,getBorderInsets(),Insets,Returns the insets of the border.
MatteBorder,"getBorderInsets(Component c, Insets insets)",Insets,Reinitialize the insets parameter with this Border's current Insets.
MatteBorder,getMatteColor(),Color,Returns the color used for tiling the border or null if a tile icon is being used.
MatteBorder,getTileIcon(),Icon,Returns the icon used for tiling the border or null if a solid color is being used.
MatteBorder,isBorderOpaque(),boolean,Returns whether or not the border is opaque.
MatteBorder,"paintBorder(Component c, Graphics g, int x, int y, int width, int height)",void,Paints the matte border.
SoftBevelBorder,"getBorderInsets(Component c, Insets insets)",Insets,Reinitialize the insets parameter with this Border's current Insets.
SoftBevelBorder,isBorderOpaque(),boolean,Returns whether or not the border is opaque.
SoftBevelBorder,"paintBorder(Component c, Graphics g, int x, int y, int width, int height)",void,Paints the border for the specified component with the specified position and size.
StrokeBorder,"getBorderInsets(Component c, Insets insets)",Insets,Reinitializes the insets parameter with this border's current insets.
StrokeBorder,getPaint(),Paint,Returns the Paint object used to generate a color during the border rendering.
StrokeBorder,getStroke(),BasicStroke,Returns the BasicStroke object used to stroke a shape during the border rendering.
StrokeBorder,"paintBorder(Component c, Graphics g, int x, int y, int width, int height)",void,Paints the border for the specified component with the specified position and size.
TitledBorder,"getBaseline(Component c, int width, int height)",int,Returns the baseline.
TitledBorder,getBaselineResizeBehavior(Component c),Component.BaselineResizeBehavior,Returns an enum indicating how the baseline of the border changes as the size changes.
TitledBorder,getBorder(),Border,Returns the border of the titled border.
TitledBorder,"getBorderInsets(Component c, Insets insets)",Insets,Reinitialize the insets parameter with this Border's current Insets.
TitledBorder,getFont(Component c),protected Font,NULL
TitledBorder,getMinimumSize(Component c),Dimension,Returns the minimum dimensions this border requires in order to fully display the border and title.
TitledBorder,getTitle(),String,Returns the title of the titled border.
TitledBorder,getTitleColor(),Color,Returns the title-color of the titled border.
TitledBorder,getTitleFont(),Font,Returns the title-font of the titled border.
TitledBorder,getTitleJustification(),int,Returns the title-justification of the titled border.
TitledBorder,getTitlePosition(),int,Returns the title-position of the titled border.
TitledBorder,isBorderOpaque(),boolean,Returns whether or not the border is opaque.
TitledBorder,"paintBorder(Component c, Graphics g, int x, int y, int width, int height)",void,Paints the border for the specified component with the specified position and size.
TitledBorder,setBorder(Border border),void,Sets the border of the titled border.
TitledBorder,setTitle(String title),void,Sets the title of the titled border.
TitledBorder,setTitleColor(Color titleColor),void,Sets the title-color of the titled border.
TitledBorder,setTitleFont(Font titleFont),void,Sets the title-font of the titled border.
TitledBorder,setTitleJustification(int titleJustification),void,Sets the title-justification of the titled border.
TitledBorder,setTitlePosition(int titlePosition),void,Sets the title-position of the titled border.
