ClassName,URL,Description
Certificate,https://docs.oracle.com/javase/8/docs/api/java/security/cert/Certificate.html,Abstract class for managing a variety of identity certificates.
Certificate.CertificateRep,https://docs.oracle.com/javase/8/docs/api/java/security/cert/Certificate.CertificateRep.html,Alternate Certificate class for serialization.
CertificateFactory,https://docs.oracle.com/javase/8/docs/api/java/security/cert/CertificateFactory.html,"This class defines the functionality of a certificate factory, which is used to generate certificate, certification path (CertPath) and certificate revocation list (CRL) objects from their encodings."
CertificateFactorySpi,https://docs.oracle.com/javase/8/docs/api/java/security/cert/CertificateFactorySpi.html,This class defines the Service Provider Interface (SPI) for the CertificateFactory class.
CertPath,https://docs.oracle.com/javase/8/docs/api/java/security/cert/CertPath.html,An immutable sequence of certificates (a certification path).
CertPath.CertPathRep,https://docs.oracle.com/javase/8/docs/api/java/security/cert/CertPath.CertPathRep.html,Alternate CertPath class for serialization.
CertPathBuilder,https://docs.oracle.com/javase/8/docs/api/java/security/cert/CertPathBuilder.html,A class for building certification paths (also known as certificate chains).
CertPathBuilderSpi,https://docs.oracle.com/javase/8/docs/api/java/security/cert/CertPathBuilderSpi.html,The Service Provider Interface (SPI) for the CertPathBuilder class.
CertPathValidator,https://docs.oracle.com/javase/8/docs/api/java/security/cert/CertPathValidator.html,A class for validating certification paths (also known as certificate chains).
CertPathValidatorSpi,https://docs.oracle.com/javase/8/docs/api/java/security/cert/CertPathValidatorSpi.html,The Service Provider Interface (SPI) for the CertPathValidator class.
CertStore,https://docs.oracle.com/javase/8/docs/api/java/security/cert/CertStore.html,A class for retrieving Certificates and CRLs from a repository.
CertStoreSpi,https://docs.oracle.com/javase/8/docs/api/java/security/cert/CertStoreSpi.html,The Service Provider Interface (SPI) for the CertStore class.
CollectionCertStoreParameters,https://docs.oracle.com/javase/8/docs/api/java/security/cert/CollectionCertStoreParameters.html,Parameters used as input for the Collection CertStore algorithm.
CRL,https://docs.oracle.com/javase/8/docs/api/java/security/cert/CRL.html,This class is an abstraction of certificate revocation lists (CRLs) that have different formats but important common uses.
LDAPCertStoreParameters,https://docs.oracle.com/javase/8/docs/api/java/security/cert/LDAPCertStoreParameters.html,Parameters used as input for the LDAP CertStore algorithm.
PKIXBuilderParameters,https://docs.oracle.com/javase/8/docs/api/java/security/cert/PKIXBuilderParameters.html,Parameters used as input for the PKIX CertPathBuilder algorithm.
PKIXCertPathBuilderResult,https://docs.oracle.com/javase/8/docs/api/java/security/cert/PKIXCertPathBuilderResult.html,This class represents the successful result of the PKIX certification path builder algorithm.
PKIXCertPathChecker,https://docs.oracle.com/javase/8/docs/api/java/security/cert/PKIXCertPathChecker.html,An abstract class that performs one or more checks on an X509Certificate.
PKIXCertPathValidatorResult,https://docs.oracle.com/javase/8/docs/api/java/security/cert/PKIXCertPathValidatorResult.html,This class represents the successful result of the PKIX certification path validation algorithm.
PKIXParameters,https://docs.oracle.com/javase/8/docs/api/java/security/cert/PKIXParameters.html,Parameters used as input for the PKIX CertPathValidator algorithm.
PKIXRevocationChecker,https://docs.oracle.com/javase/8/docs/api/java/security/cert/PKIXRevocationChecker.html,A PKIXCertPathChecker for checking the revocation status of certificates with the PKIX algorithm.
PolicyQualifierInfo,https://docs.oracle.com/javase/8/docs/api/java/security/cert/PolicyQualifierInfo.html,An immutable policy qualifier represented by the ASN.1 PolicyQualifierInfo structure.
TrustAnchor,https://docs.oracle.com/javase/8/docs/api/java/security/cert/TrustAnchor.html,A trust anchor or most-trusted Certification Authority (CA).
X509Certificate,https://docs.oracle.com/javase/8/docs/api/java/security/cert/X509Certificate.html,Abstract class for X.509 certificates.
X509CertSelector,https://docs.oracle.com/javase/8/docs/api/java/security/cert/X509CertSelector.html,A CertSelector that selects X509Certificates that match all specified criteria.
X509CRL,https://docs.oracle.com/javase/8/docs/api/java/security/cert/X509CRL.html,Abstract class for an X.509 Certificate Revocation List (CRL).
X509CRLEntry,https://docs.oracle.com/javase/8/docs/api/java/security/cert/X509CRLEntry.html,Abstract class for a revoked certificate in a CRL (Certificate Revocation List).
X509CRLSelector,https://docs.oracle.com/javase/8/docs/api/java/security/cert/X509CRLSelector.html,A CRLSelector that selects X509CRLs that match all specified criteria.
