Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AdapterAlreadyExistsHelper,1,boolean equals(Object obj),False,NULL
0,AdapterAlreadyExistsHelper,2,int hashCode(),False,NULL
0,AdapterAlreadyExistsHelper,3,String toString(),False,NULL
0,AdapterAlreadyExistsHelper,4,void notify(),False,NULL
0,AdapterAlreadyExistsHelper,5,void notifyAll(),False,NULL
1,AdapterNonExistentHelper,1,final int value(),False,NULL
1,AdapterNonExistentHelper,2,final String id(),False,NULL
1,AdapterNonExistentHelper,3,final String name(),False,NULL
1,AdapterNonExistentHelper,4,final String defined(),False,NULL
1,AdapterNonExistentHelper,5,final String version(),False,NULL
2,InvalidPolicyHelper,1,InvalidPolicyHelper(),False,NULL
2,InvalidPolicyHelper,2,InvalidPolicyId getId(),False,NULL
2,InvalidPolicyHelper,3,void setId(InvalidPolicyId id),False,NULL
2,InvalidPolicyHelper,4,InvalidPolicyValue getValue(),False,NULL
2,InvalidPolicyHelper,5,void setValue(InvalidPolicyValue value),False,NULL
3,NoServantHelper,1,NoServantHelper(),False,NULL
3,NoServantHelper,2,void _duplicate(org.omg.CORBA.portable.InputStream arg0),False,NULL
3,NoServantHelper,3,void _read(org.omg.CORBA.portable.InputStream arg0),False,NULL
3,NoServantHelper,4,void _write(org.omg.CORBA.portable.OutputStream arg0),False,NULL
3,NoServantHelper,5,void _marshal(org.omg.CORBA.portable.OutputStream arg0),False,NULL
3,NoServantHelper,6,void _unmarshal(org.omg.CORBA.portable.InputStream arg0),False,NULL
3,NoServantHelper,7,void _destroy(),False,NULL
3,NoServantHelper,8,"void _delegate(int arg0, org.omg.CORBA.portable.InputStream arg1, org.omg.CORBA.portable.OutputStream arg2)",False,NULL
3,NoServantHelper,9,org.omg.CORBA.portable.InputStream _retrieve_input_object(),False,NULL
3,NoServantHelper,10,org.omg.CORBA.portable.OutputStream _retrieve_output_object(),False,NULL
3,NoServantHelper,11,void _set_state(int arg0),False,NULL
3,NoServantHelper,12,int _get_state(),False,NULL
3,NoServantHelper,13,org.omg.CORBA.portable.InputStream _get_input(),False,NULL
3,NoServantHelper,14,org.omg.CORBA.portable.OutputStream _get_output(),False,NULL
3,NoServantHelper,15,void _set_response_handler(org.omg.CORBA.portable.ResponseHandler arg0),False,NULL
3,NoServantHelper,16,org.omg.CORBA.portable.ResponseHandler _get_response_handler(),False,NULL
3,NoServantHelper,17,void _set_system_exception(org.omg.CORBA.SystemException arg0),False,NULL
3,NoServantHelper,18,org.omg.CORBA.SystemException _get_system_exception(),False,NULL
3,NoServantHelper,19,"void _set_environment(org.omg.CORBA.portable.InputStream arg0, org.omg.CORBA.portable.OutputStream arg1)",False,NULL
3,NoServantHelper,20,void _clear_state(),False,NULL
4,ObjectAlreadyActiveHelper,1,boolean equals(Object obj),False,NULL
4,ObjectAlreadyActiveHelper,2,int hashCode(),False,NULL
4,ObjectAlreadyActiveHelper,3,String toString(),False,NULL
4,ObjectAlreadyActiveHelper,4,void notify(),False,NULL
4,ObjectAlreadyActiveHelper,5,void notifyAll(),False,NULL
5,ObjectNotActiveHelper,1,void __set_dummy(int dummy),False,NULL
5,ObjectNotActiveHelper,2,int __get_dummy(),False,NULL
5,ObjectNotActiveHelper,3,void __set_field(int field),False,NULL
5,ObjectNotActiveHelper,4,int __get_field(),False,NULL
5,ObjectNotActiveHelper,5,void __set_value(int value),False,NULL
5,ObjectNotActiveHelper,6,int __get_value(),False,NULL
5,ObjectNotActiveHelper,7,void __set_name(String name),False,NULL
5,ObjectNotActiveHelper,8,String __get_name(),False,NULL
5,ObjectNotActiveHelper,9,void __set_id(int id),False,NULL
5,ObjectNotActiveHelper,10,int __get_id(),False,NULL
5,ObjectNotActiveHelper,11,void __set_type(int type),False,NULL
5,ObjectNotActiveHelper,12,int __get_type(),False,NULL
5,ObjectNotActiveHelper,13,void __set_state(int state),False,NULL
5,ObjectNotActiveHelper,14,int __get_state(),False,NULL
5,ObjectNotActiveHelper,15,void __set_error_code(int error_code),False,NULL
5,ObjectNotActiveHelper,16,int __get_error_code(),False,NULL
5,ObjectNotActiveHelper,17,void __set_minor_code(int minor_code),False,NULL
5,ObjectNotActiveHelper,18,int __get_minor_code(),False,NULL
5,ObjectNotActiveHelper,19,void __set_completed(boolean completed),False,NULL
5,ObjectNotActiveHelper,20,boolean __get_completed(),False,NULL
5,ObjectNotActiveHelper,21,void __set_message(String message),False,NULL
5,ObjectNotActiveHelper,22,String __get_message(),False,NULL
5,ObjectNotActiveHelper,23,void __set_details(String details),False,NULL
5,ObjectNotActiveHelper,24,String __get_details(),False,NULL
5,ObjectNotActiveHelper,25,void __set_field_value(int field_value),False,NULL
5,ObjectNotActiveHelper,26,int __get_field_value(),False,NULL
5,ObjectNotActiveHelper,27,void __set_field_name(String field_name),False,NULL
5,ObjectNotActiveHelper,28,String __get_field_name(),False,NULL
5,ObjectNotActiveHelper,29,void __set_field_id(int field_id),False,NULL
5,ObjectNotActiveHelper,30,int __get_field_id(),False,NULL
5,ObjectNotActiveHelper,31,void __set_field_type(int field_type),False,NULL
5,ObjectNotActiveHelper,32,int __get_field_type(),False,NULL
5,ObjectNotActiveHelper,33,void __set_field_state(int field_state),False,NULL
5,ObjectNotActiveHelper,34,int __get_field_state(),False,NULL
5,ObjectNotActiveHelper,35,void __set_field_error_code(int field_error_code),False,NULL
5,ObjectNotActiveHelper,36,int __get_field_error_code(),False,NULL
5,ObjectNotActiveHelper,37,void __set_field_minor_code(int field_minor_code),False,NULL
5,ObjectNotActiveHelper,38,int __get_field_minor_code(),False,NULL
5,ObjectNotActiveHelper,39,void __set_field_completed(boolean field_completed),False,NULL
5,ObjectNotActiveHelper,40,boolean __get_field_completed(),False,NULL
5,ObjectNotActiveHelper,41,void __set_field_message(String field_message),False,NULL
5,ObjectNotActiveHelper,42,String __get_field_message(),False,NULL
5,ObjectNotActiveHelper,43,void __set_field_details(String field_details),False,NULL
5,ObjectNotActiveHelper,44,String __get_field_details(),False,NULL
5,ObjectNotActiveHelper,45,void __set_field_field_value(int field_field_value),False,NULL
5,ObjectNotActiveHelper,46,int __get_field_field_value(),False,NULL
5,ObjectNotActiveHelper,47,void __set_field_field_name(String field_field_name),False,NULL
5,ObjectNotActiveHelper,48,String __get_field_field_name(),False,NULL
5,ObjectNotActiveHelper,49,void __set_field_field_id(int field_field_id),False,NULL
5,ObjectNotActiveHelper,50,int __get_field_field_id(),False,NULL
5,ObjectNotActiveHelper,51,void __set_field_field_type(int field_field_type),False,NULL
5,ObjectNotActiveHelper,52,int __get_field_field_type(),False,NULL
5,ObjectNotActiveHelper,53,void __set_field_field_state(int field_field_state),False,NULL
5,ObjectNotActiveHelper,54,int __get_field_field_state(),False,NULL
5,ObjectNotActiveHelper,55,void __set_field_field_error_code(int field_field_error_code),False,NULL
5,ObjectNotActiveHelper,56,int __get_field_field_error_code(),False,NULL
5,ObjectNotActiveHelper,57,void __set_field_field_minor_code(int field_field_minor_code),False,NULL
5,ObjectNotActiveHelper,58,int __get_field_field_minor_code(),False,NULL
5,ObjectNotActiveHelper,59,void __set_field_field_completed(boolean field_field_completed),False,NULL
5,ObjectNotActiveHelper,60,boolean __get_field_field_completed(),False,NULL
6,ServantAlreadyActiveHelper,1,ServantAlreadyActiveHelper(),False,NULL
7,ServantNotActiveHelper,1,ServantNotActiveHelper(),False,NULL
7,ServantNotActiveHelper,2,void systemException(SystemException ex),False,NULL
7,ServantNotActiveHelper,3,void userException(UserException ex),False,NULL
7,ServantNotActiveHelper,4,void completed_p(),False,NULL
7,ServantNotActiveHelper,5,"void completed_p(int minor_code, CompletionStatus completed)",False,NULL
8,WrongAdapterHelper,1,boolean equals(Object obj),False,NULL
8,WrongAdapterHelper,2,int hashCode(),False,NULL
8,WrongAdapterHelper,3,String toString(),False,NULL
8,WrongAdapterHelper,4,void notify(),False,NULL
8,WrongAdapterHelper,5,void notifyAll(),False,NULL
9,WrongPolicyHelper,1,org.omg.CORBA.Object _narrow(org.omg.CORBA.Object obj),False,NULL
9,WrongPolicyHelper,2,org.omg.CORBA.Object _unchecked_narrow(org.omg.CORBA.Object obj),False,NULL
9,WrongPolicyHelper,3,org.omg.CORBA.Object _duplicate(org.omg.CORBA.Object obj),False,NULL
9,WrongPolicyHelper,4,org.omg.CORBA.Object _nil(),False,NULL
9,WrongPolicyHelper,5,"org.omg.CORBA.Object _narrow(org.omg.CORBA.Object obj, org.omg.CORBA.portable.InputStream istream)",False,NULL
