ClassName,Method,Return Type,Description
_BindingIteratorImplBase,_ids(),String[],Retrieves a string array containing the repository identifiers supported by this ObjectImpl object.
_BindingIteratorImplBase,invoke(ServerRequest r),void,NULL
_BindingIteratorStub,_ids(),String[],Retrieves a string array containing the repository identifiers supported by this ObjectImpl object.
_BindingIteratorStub,destroy(),void,This operation destroys the iterator.
_BindingIteratorStub,"next_n(int how_many, BindingListHolder bl)",boolean,This operation returns at most the requested number of bindings.
_BindingIteratorStub,next_one(BindingHolder b),boolean,This operation returns the next binding.
_NamingContextExtStub,_ids(),String[],Retrieves a string array containing the repository identifiers supported by this ObjectImpl object.
_NamingContextExtStub,"bind_context(NameComponent[] n, NamingContext nc)",void,Names an object that is a naming context.
_NamingContextExtStub,bind_new_context(NameComponent[] n),NamingContext,This operation creates a new context and binds it to the name supplied as an argument.
_NamingContextExtStub,"bind(NameComponent[] n, Object obj)",void,Creates a binding of a name and an object in the naming context.
_NamingContextExtStub,destroy(),void,The destroy operation deletes a naming context.
_NamingContextExtStub,"list(int how_many, BindingListHolder bl, BindingIteratorHolder bi)",void,The list operation allows a client to iterate through a set of bindings in a naming context.
_NamingContextExtStub,new_context(),NamingContext,This operation returns a naming context implemented by the same naming server as the context on which the operation was invoked.
_NamingContextExtStub,"rebind_context(NameComponent[] n, NamingContext nc)",void,Creates a binding of a name and a naming context in the naming context even if the name is already bound in the context.
_NamingContextExtStub,"rebind(NameComponent[] n, Object obj)",void,Creates a binding of a name and an object in the naming context even if the name is already bound in the context.
_NamingContextExtStub,resolve_str(String sn),Object,This operation resolves the Stringified name into the object reference.
_NamingContextExtStub,resolve(NameComponent[] n),Object,The resolve operation is the process of retrieving an object bound to a name in a given context.
_NamingContextExtStub,to_name(String sn),NameComponent[],This operation converts a Stringified Name into an equivalent array of Name Components.
_NamingContextExtStub,to_string(NameComponent[] n),String,This operation creates a stringified name from the array of Name components.
_NamingContextExtStub,"to_url(String addr, String sn)",String,"This operation creates a URL based ""iiopname://"" format name from the Stringified Name of the object."
_NamingContextExtStub,unbind(NameComponent[] n),void,The unbind operation removes a name binding from a context.
_NamingContextImplBase,_ids(),String[],Retrieves a string array containing the repository identifiers supported by this ObjectImpl object.
_NamingContextImplBase,invoke(ServerRequest r),void,NULL
_NamingContextStub,_ids(),String[],Retrieves a string array containing the repository identifiers supported by this ObjectImpl object.
_NamingContextStub,"bind_context(NameComponent[] n, NamingContext nc)",void,Names an object that is a naming context.
_NamingContextStub,bind_new_context(NameComponent[] n),NamingContext,This operation creates a new context and binds it to the name supplied as an argument.
_NamingContextStub,"bind(NameComponent[] n, Object obj)",void,Creates a binding of a name and an object in the naming context.
_NamingContextStub,destroy(),void,The destroy operation deletes a naming context.
_NamingContextStub,"list(int how_many, BindingListHolder bl, BindingIteratorHolder bi)",void,The list operation allows a client to iterate through a set of bindings in a naming context.
_NamingContextStub,new_context(),NamingContext,This operation returns a naming context implemented by the same naming server as the context on which the operation was invoked.
