ClassName,Method,Return Type,Description
DuplicateNameHelper,extract(Any a),static DuplicateName,NULL
DuplicateNameHelper,id(),static String,NULL
DuplicateNameHelper,"insert(Any a, DuplicateName that)",static void,NULL
DuplicateNameHelper,read(InputStream istream),static DuplicateName,NULL
DuplicateNameHelper,type(),static TypeCode,NULL
DuplicateNameHelper,"write(OutputStream ostream, DuplicateName value)",static void,NULL
InvalidNameHelper,extract(Any a),static InvalidName,NULL
InvalidNameHelper,id(),static String,NULL
InvalidNameHelper,"insert(Any a, InvalidName that)",static void,NULL
InvalidNameHelper,read(InputStream istream),static InvalidName,NULL
InvalidNameHelper,type(),static TypeCode,NULL
InvalidNameHelper,"write(OutputStream ostream, InvalidName value)",static void,NULL
ObjectIdHelper,extract(Any a),static String,NULL
ObjectIdHelper,id(),static String,NULL
ObjectIdHelper,"insert(Any a, String that)",static void,NULL
ObjectIdHelper,read(InputStream istream),static String,NULL
ObjectIdHelper,type(),static TypeCode,NULL
ObjectIdHelper,"write(OutputStream ostream, String value)",static void,NULL
