ClassName,Method,Return Type,Description
AbstractDocument,addDocumentListener(DocumentListener listener),void,Adds a document listener for notification of any changes.
AbstractDocument,addUndoableEditListener(UndoableEditListener listener),void,Adds an undo listener for notification of any changes.
AbstractDocument,"createBranchElement(Element parent, AttributeSet a)",protected Element,"Creates a document branch element, that can contain other elements."
AbstractDocument,"createLeafElement(Element parent, AttributeSet a, int p0, int p1)",protected Element,Creates a document leaf element.
AbstractDocument,createPosition(int offs),Position,Returns a position that will track change as the document is altered.
AbstractDocument,dump(PrintStream out),void,Gives a diagnostic dump.
AbstractDocument,fireChangedUpdate(DocumentEvent e),protected void,Notifies all listeners that have registered interest for notification on this event type.
AbstractDocument,fireInsertUpdate(DocumentEvent e),protected void,Notifies all listeners that have registered interest for notification on this event type.
AbstractDocument,fireRemoveUpdate(DocumentEvent e),protected void,Notifies all listeners that have registered interest for notification on this event type.
AbstractDocument,fireUndoableEditUpdate(UndoableEditEvent e),protected void,Notifies all listeners that have registered interest for notification on this event type.
AbstractDocument,getAsynchronousLoadPriority(),int,Gets the asynchronous loading priority.
AbstractDocument,getAttributeContext(),protected AbstractDocument.AttributeContext,Fetches the context for managing attributes.
AbstractDocument,getBidiRootElement(),Element,Returns the root element of the bidirectional structure for this document.
AbstractDocument,getContent(),protected AbstractDocument.Content,Gets the content for the document.
AbstractDocument,getCurrentWriter(),protected Thread,Fetches the current writing thread if there is one.
AbstractDocument,getDefaultRootElement(),abstract Element,Returns the root element that views should be based upon unless some other mechanism for assigning views to element structures is provided.
AbstractDocument,getDocumentFilter(),DocumentFilter,Returns the DocumentFilter that is responsible for filtering of insertion/removal.
AbstractDocument,getDocumentListeners(),DocumentListener[],Returns an array of all the document listeners registered on this document.
AbstractDocument,getDocumentProperties(),"Dictionary<Object,Object>",Supports managing a set of properties.
AbstractDocument,getEndPosition(),Position,Returns a position that represents the end of the document.
AbstractDocument,getLength(),int,Returns the length of the data.
AbstractDocument,getListeners(Class<T> listenerType),<T extends EventListener>T[],Returns an array of all the objects currently registered as FooListeners upon this document.
AbstractDocument,getParagraphElement(int pos),abstract Element,Get the paragraph element containing the given position.
AbstractDocument,getProperty(Object key),Object,A convenience method for looking up a property value.
AbstractDocument,getRootElements(),Element[],Gets all root elements defined.
AbstractDocument,getStartPosition(),Position,Returns a position that represents the start of the document.
AbstractDocument,"getText(int offset, int length)",String,Gets a sequence of text from the document.
AbstractDocument,"getText(int offset, int length, Segment txt)",void,Fetches the text contained within the given portion of the document.
AbstractDocument,getUndoableEditListeners(),UndoableEditListener[],Returns an array of all the undoable edit listeners registered on this document.
AbstractDocument,"insertString(int offs, String str, AttributeSet a)",void,Inserts some content into the document.
AbstractDocument,"insertUpdate(AbstractDocument.DefaultDocumentEvent chng, AttributeSet attr)",protected void,Updates document structure as a result of text insertion.
AbstractDocument,postRemoveUpdate(AbstractDocument.DefaultDocumentEvent chng),protected void,Updates any document structure as a result of text removal.
AbstractDocument,"putProperty(Object key, Object value)",void,A convenience method for storing up a property value.
AbstractDocument,readLock(),void,Acquires a lock to begin reading some state from the document.
AbstractDocument,readUnlock(),void,Does a read unlock.
AbstractDocument,"remove(int offs, int len)",void,Removes some content from the document.
AbstractDocument,removeDocumentListener(DocumentListener listener),void,Removes a document listener.
