Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AbstractDocument,1,"void insertString(int offs, String str, AttributeSet a) throws BadLocationException",True,Inserts some content into the document.
0,AbstractDocument,2,"void remove(int offs, int len) throws BadLocationException",True,Removes some content from the document.
0,AbstractDocument,3,"void setCharacterAttributes(int offs, int len, AttributeSet a, boolean preserve) throws BadLocationException",False,NULL
0,AbstractDocument,4,"void setParagraphAttributes(int offs, int len, AttributeSet a, boolean preserve) throws BadLocationException",False,NULL
0,AbstractDocument,5,void endUpdate(),False,NULL
1,AbstractDocument.ElementEdit,1,boolean add(E e),False,NULL
1,AbstractDocument.ElementEdit,2,"void add(int index, E element)",False,NULL
1,AbstractDocument.ElementEdit,3,boolean addAll(Collection<? extends E> c),False,NULL
1,AbstractDocument.ElementEdit,4,"boolean addAll(int index, Collection<? extends E> c)",False,NULL
1,AbstractDocument.ElementEdit,5,void clear(),False,NULL
2,AbstractWriter,1,"void write(Element root, Writer out) throws IOException",False,NULL
2,AbstractWriter,2,"void write(Element root, Writer out, int options) throws IOException",False,NULL
2,AbstractWriter,3,"void write(Element root, Writer out, int options, ElementFilter filter) throws IOException",False,NULL
2,AbstractWriter,4,"void write(Element root, Writer out, int options, ElementFilter filter, AttributeSet attributes) throws IOException",False,NULL
2,AbstractWriter,5,"void write(Element root, Writer out, int options, ElementFilter filter, AttributeSet attributes, Object parent) throws IOException",False,NULL
3,AsyncBoxView,1,boolean add(E e),False,NULL
3,AsyncBoxView,2,"void add(int index, E element)",False,NULL
3,AsyncBoxView,3,boolean addAll(Collection<? extends E> c),False,NULL
3,AsyncBoxView,4,"boolean addAll(int index, Collection<? extends E> c)",False,NULL
3,AsyncBoxView,5,void clear(),False,NULL
4,BoxView,1,boolean add(E e),False,NULL
4,BoxView,2,"void add(int index, E element)",False,NULL
4,BoxView,3,boolean addAll(Collection<? extends E> c),False,NULL
4,BoxView,4,"boolean addAll(int index, Collection<? extends E> c)",False,NULL
4,BoxView,5,void clear(),False,NULL
5,ComponentView,1,boolean add(E e),False,NULL
5,ComponentView,2,void addCaretListener(CaretListener l),False,NULL
5,ComponentView,3,void addFocusListener(FocusListener l),False,NULL
5,ComponentView,4,void addKeyListener(KeyListener l),False,NULL
5,ComponentView,5,void addMouseListener(MouseListener l),False,NULL
5,ComponentView,6,void addMouseMotionListener(MouseMotionListener l),False,NULL
5,ComponentView,7,void addMouseWheelListener(MouseWheelListener l),False,NULL
5,ComponentView,8,void addTextListener(TextListener l),False,NULL
5,ComponentView,9,void addTreeExpansionListener(TreeExpansionListener l),False,NULL
5,ComponentView,10,void addTreeSelectionListener(TreeSelectionListener l),False,NULL
5,ComponentView,11,void addTreeWillExpandListener(TreeWillExpandListener l),False,NULL
5,ComponentView,12,void addUIPropertyChangeListener(UIPropertyChangeListener l),False,NULL
5,ComponentView,13,void addUndoableEditListener(UndoableEditListener l),False,NULL
5,ComponentView,14,void addWindowListener(WindowListener l),False,NULL
5,ComponentView,15,void addWindowStateListener(WindowStateListener l),False,NULL
5,ComponentView,16,void addWindowFocusListener(WindowFocusListener l),False,NULL
5,ComponentView,17,void addInputMethodListener(InputMethodListener l),False,NULL
5,ComponentView,18,void addKeyboardFocusManagerListener(KeyboardFocusManagerListener l),False,NULL
5,ComponentView,19,void addKeyboardFocusListener(KeyboardFocusListener l),False,NULL
5,ComponentView,20,void addMouseMotionListener(MouseMotionListener l),False,NULL
5,ComponentView,21,void addMouseListener(MouseListener l),False,NULL
5,ComponentView,22,void addMouseWheelListener(MouseWheelListener l),False,NULL
5,ComponentView,23,void addTextListener(TextListener l),False,NULL
5,ComponentView,24,void addTreeExpansionListener(TreeExpansionListener l),False,NULL
5,ComponentView,25,void addTreeSelectionListener(TreeSelectionListener l),False,NULL
5,ComponentView,26,void addTreeWillExpandListener(TreeWillExpandListener l),False,NULL
5,ComponentView,27,void addUIPropertyChangeListener(UIPropertyChangeListener l),False,NULL
5,ComponentView,28,void addUndoableEditListener(UndoableEditListener l),False,NULL
5,ComponentView,29,void addWindowListener(WindowListener l),False,NULL
5,ComponentView,30,void addWindowStateListener(WindowStateListener l),False,NULL
5,ComponentView,31,void addWindowFocusListener(WindowFocusListener l),False,NULL
5,ComponentView,32,void addInputMethodListener(InputMethodListener l),False,NULL
5,ComponentView,33,void addKeyboardFocusManagerListener(KeyboardFocusManagerListener l),False,NULL
5,ComponentView,34,void addKeyboardFocusListener(KeyboardFocusListener l),False,NULL
5,ComponentView,35,void addMouseMotionListener(MouseMotionListener l),False,NULL
5,ComponentView,36,void addMouseListener(MouseListener l),False,NULL
5,ComponentView,37,void addMouseWheelListener(MouseWheelListener l),False,NULL
5,ComponentView,38,void addTextListener(TextListener l),False,NULL
5,ComponentView,39,void addTreeExpansionListener(TreeExpansionListener l),False,NULL
5,ComponentView,40,void addTreeSelectionListener(TreeSelectionListener l),False,NULL
5,ComponentView,41,void addTreeWillExpandListener(TreeWillExpandListener l),False,NULL
5,ComponentView,42,void addUIPropertyChangeListener(UIPropertyChangeListener l),False,NULL
5,ComponentView,43,void addUndoableEditListener(UndoableEditListener l),False,NULL
5,ComponentView,44,void addWindowListener(WindowListener l),False,NULL
5,ComponentView,45,void addWindowStateListener(WindowStateListener l),False,NULL
5,ComponentView,46,void addWindowFocusListener(WindowFocusListener l),False,NULL
5,ComponentView,47,void addInputMethodListener(InputMethodListener l),False,NULL
5,ComponentView,48,void addKeyboardFocusManagerListener(KeyboardFocusManagerListener l),False,NULL
5,ComponentView,49,void addKeyboardFocusListener(KeyboardFocusListener l),False,NULL
5,ComponentView,50,void addMouseMotionListener(MouseMotionListener l),False,NULL
5,ComponentView,51,void addMouseListener(MouseListener l),False,NULL
5,ComponentView,52,void addMouseWheelListener(MouseWheelListener l),False,NULL
5,ComponentView,53,void addTextListener(TextListener l),False,NULL
5,ComponentView,54,void addTreeExpansionListener(TreeExpansionListener l),False,NULL
5,ComponentView,55,void addTreeSelectionListener(TreeSelectionListener l),False,NULL
5,ComponentView,56,void addTreeWillExpandListener(TreeWillExpandListener l),False,NULL
5,ComponentView,57,void addUIPropertyChangeListener(UIPropertyChangeListener l),False,NULL
5,ComponentView,58,void addUndoableEditListener(UndoableEditListener l),False,NULL
5,ComponentView,59,void addWindowListener(WindowListener l),False,NULL
5,ComponentView,60,void addWindowStateListener(WindowStateListener l),False,NULL
5,ComponentView,61,void addWindowFocusListener(WindowFocusListener l),False,NULL
5,ComponentView,62,void addInputMethodListener(InputMethodListener l),False,NULL
6,CompositeView,1,boolean add(E e),False,NULL
6,CompositeView,2,boolean addAll(Collection<? extends E> c),False,NULL
6,CompositeView,3,void clear(),False,NULL
6,CompositeView,4,boolean contains(Object o),False,NULL
6,CompositeView,5,boolean containsAll(Collection<?> c),False,NULL
7,DateFormatter,1,DateFormatter(),False,NULL
