ClassName,Method,Return Type,Description
XMLEventFactory,"createAttribute(QName name, String value)",abstract Attribute,Create a new Attribute
XMLEventFactory,"createAttribute(String localName, String value)",abstract Attribute,Create a new Attribute
XMLEventFactory,"createAttribute(String prefix, String namespaceURI, String localName, String value)",abstract Attribute,Create a new Attribute
XMLEventFactory,createCData(String content),abstract Characters,Create a Characters event with the CData flag set to true
XMLEventFactory,createCharacters(String content),abstract Characters,"Create a Characters event, this method does not check if the content is all whitespace."
XMLEventFactory,createComment(String text),abstract Comment,Create a comment
XMLEventFactory,createDTD(String dtd),abstract DTD,Create a document type definition event This string contains the entire document type declaration that matches the doctypedecl in the XML 1.0 specification
XMLEventFactory,createEndDocument(),abstract EndDocument,Creates a new instance of an EndDocument event
XMLEventFactory,"createEndElement(QName name, Iterator namespaces)",abstract EndElement,Create a new EndElement
XMLEventFactory,"createEndElement(String prefix, String namespaceUri, String localName)",abstract EndElement,Create a new EndElement
XMLEventFactory,"createEndElement(String prefix, String namespaceUri, String localName, Iterator namespaces)",abstract EndElement,Create a new EndElement
XMLEventFactory,"createEntityReference(String name, EntityDeclaration declaration)",abstract EntityReference,Creates a new instance of a EntityReference event
XMLEventFactory,createIgnorableSpace(String content),abstract Characters,Create an ignorable space
XMLEventFactory,createNamespace(String namespaceURI),abstract Namespace,Create a new default Namespace
XMLEventFactory,"createNamespace(String prefix, String namespaceUri)",abstract Namespace,Create a new Namespace
XMLEventFactory,"createProcessingInstruction(String target, String data)",abstract ProcessingInstruction,Create a processing instruction
XMLEventFactory,createSpace(String content),abstract Characters,Create a Characters event with the isSpace flag set to true
XMLEventFactory,createStartDocument(),abstract StartDocument,Creates a new instance of a StartDocument event
XMLEventFactory,createStartDocument(String encoding),abstract StartDocument,Creates a new instance of a StartDocument event
XMLEventFactory,"createStartDocument(String encoding, String version)",abstract StartDocument,Creates a new instance of a StartDocument event
XMLEventFactory,"createStartDocument(String encoding, String version, boolean standalone)",abstract StartDocument,Creates a new instance of a StartDocument event
XMLEventFactory,"createStartElement(QName name, Iterator attributes, Iterator namespaces)",abstract StartElement,Create a new StartElement.
XMLEventFactory,"createStartElement(String prefix, String namespaceUri, String localName)",abstract StartElement,Create a new StartElement.
XMLEventFactory,"createStartElement(String prefix, String namespaceUri, String localName, Iterator attributes, Iterator namespaces)",abstract StartElement,Create a new StartElement.
XMLEventFactory,"createStartElement(String prefix, String namespaceUri, String localName, Iterator attributes, Iterator namespaces, NamespaceContext context)",abstract StartElement,Create a new StartElement.
XMLEventFactory,newFactory(),static XMLEventFactory,Create a new instance of the factory.
XMLEventFactory,"newFactory(String factoryId, ClassLoader classLoader)",static XMLEventFactory,Create a new instance of the factory.
XMLEventFactory,newInstance(),static XMLEventFactory,Creates a new instance of the factory in exactly the same manner as the newFactory() method.
