ClassName,Method,Return Type,Description
AttributeSetUtilities,synchronizedView(AttributeSet attributeSet),static AttributeSet,Creates a synchronized view of the given attribute set.
AttributeSetUtilities,synchronizedView(DocAttributeSet attributeSet),static DocAttributeSet,Creates a synchronized view of the given doc attribute set.
AttributeSetUtilities,synchronizedView(PrintJobAttributeSet attributeSet),static PrintJobAttributeSet,Creates a synchronized view of the given print job attribute set.
AttributeSetUtilities,synchronizedView(PrintRequestAttributeSet attributeSet),static PrintRequestAttributeSet,Creates a synchronized view of the given print request attribute set.
AttributeSetUtilities,synchronizedView(PrintServiceAttributeSet attributeSet),static PrintServiceAttributeSet,Creates a synchronized view of the given print service attribute set.
AttributeSetUtilities,unmodifiableView(AttributeSet attributeSet),static AttributeSet,Creates an unmodifiable view of the given attribute set.
AttributeSetUtilities,unmodifiableView(DocAttributeSet attributeSet),static DocAttributeSet,Creates an unmodifiable view of the given doc attribute set.
AttributeSetUtilities,unmodifiableView(PrintJobAttributeSet attributeSet),static PrintJobAttributeSet,Creates an unmodifiable view of the given print job attribute set.
AttributeSetUtilities,unmodifiableView(PrintRequestAttributeSet attributeSet),static PrintRequestAttributeSet,Creates an unmodifiable view of the given print request attribute set.
AttributeSetUtilities,unmodifiableView(PrintServiceAttributeSet attributeSet),static PrintServiceAttributeSet,Creates an unmodifiable view of the given print service attribute set.
AttributeSetUtilities,"verifyAttributeCategory(Object object, Class<?> interfaceName)",static Class<?>,"Verify that the given object is a Class that implements the given interface, which is assumed to be interface Attribute or a subinterface thereof."
AttributeSetUtilities,"verifyAttributeValue(Object object, Class<?> interfaceName)",static Attribute,"Verify that the given object is an instance of the given interface, which is assumed to be interface Attribute or a subinterface thereof."
AttributeSetUtilities,"verifyCategoryForValue(Class<?> category, Attribute attribute)",static void,Verify that the given attribute category object is equal to the category of the given attribute value object.
DateTimeSyntax,equals(Object object),boolean,Returns whether this date-time attribute is equivalent to the passed in object.
DateTimeSyntax,getValue(),Date,Returns this date-time attribute's java.util.Date value.
DateTimeSyntax,hashCode(),int,Returns a hash code value for this date-time attribute.
DateTimeSyntax,toString(),String,Returns a string value corresponding to this date-time attribute.
EnumSyntax,clone(),Object,"Returns a clone of this enumeration value, which to preserve the semantics of enumeration values is the same object as this enumeration value."
EnumSyntax,getEnumValueTable(),protected EnumSyntax[],Returns the enumeration value table for this enumeration value's enumeration class.
EnumSyntax,getOffset(),protected int,Returns the lowest integer value used by this enumeration value's enumeration class.
EnumSyntax,getStringTable(),protected String[],Returns the string table for this enumeration value's enumeration class.
EnumSyntax,getValue(),int,Returns this enumeration value's integer value.
EnumSyntax,hashCode(),int,Returns a hash code value for this enumeration value.
EnumSyntax,readResolve(),protected Object,"During object input, convert this deserialized enumeration instance to the proper enumeration value defined in the enumeration attribute class."
EnumSyntax,toString(),String,Returns a string value corresponding to this enumeration value.
HashAttributeSet,add(Attribute attribute),boolean,"Adds the specified attribute to this attribute set if it is not already present, first removing any existing in the same attribute category as the specified attribute value."
HashAttributeSet,addAll(AttributeSet attributes),boolean,Adds all of the elements in the specified set to this attribute.
HashAttributeSet,clear(),void,Removes all attributes from this attribute set.
HashAttributeSet,containsKey(Class<?> category),boolean,Returns true if this attribute set contains an attribute for the specified category.
HashAttributeSet,containsValue(Attribute attribute),boolean,Returns true if this attribute set contains the given attribute.
HashAttributeSet,equals(Object object),boolean,Compares the specified object with this attribute set for equality.
HashAttributeSet,get(Class<?> category),Attribute,Returns the attribute value which this attribute set contains in the given attribute category.
HashAttributeSet,hashCode(),int,Returns the hash code value for this attribute set.
HashAttributeSet,isEmpty(),boolean,Returns true if this attribute set contains no attributes.
HashAttributeSet,remove(Attribute attribute),boolean,Removes the specified attribute from this attribute set if present.
HashAttributeSet,remove(Class<?> category),boolean,Removes any attribute for this category from this attribute set if present.
HashAttributeSet,size(),int,Returns the number of attributes in this attribute set.
