ClassName,Method,Return Type,Description,Full Description
Instrument,getPatch(),Patch,Obtains the Patch object that indicates the bank and program numbers where this instrument is to be stored in the synthesizer.,"

getPatch
public Patch getPatch()
Obtains the Patch object that indicates the bank and program
 numbers where this instrument is to be stored in the synthesizer.

Returns:
this instrument's patch


"
MetaMessage,clone(),Object,Creates a new object of the same class and with the same contents as this object.,"

clone
public Object clone()
Creates a new object of the same class and with the same contents
 as this object.

Specified by:
clone in class MidiMessage
Returns:
a clone of this instance
See Also:
Cloneable


"
MetaMessage,getData(),byte[],Obtains a copy of the data for the meta message.,"

getData
public byte[] getData()
Obtains a copy of the data for the meta message.  The returned
 array of bytes does not include the status byte or the message
 length data.  The length of the data for the meta message is
 the length of the array.  Note that the length of the entire
 message includes the status byte and the meta message type
 byte, and therefore may be longer than the returned array.

Returns:
array containing the meta message data.
See Also:
MidiMessage.getLength()


"
MetaMessage,getType(),int,Obtains the type of the MetaMessage.,"

getType
public int getType()
Obtains the type of the MetaMessage.

Returns:
an integer representing the MetaMessage type


"
MetaMessage,"setMessage(int type, byte[] data, int length)",void,Sets the message parameters for a MetaMessage.,"

setMessage
public void setMessage(int type,
                       byte[] data,
                       int length)
                throws InvalidMidiDataException
Sets the message parameters for a MetaMessage.
 Since only one status byte value, 0xFF, is allowed for meta-messages,
 it does not need to be specified here.  Calls to getStatus return
 0xFF for all meta-messages.
 
 The type argument should be a valid value for the byte that
 follows the status byte in the MetaMessage.  The data argument
 should contain all the subsequent bytes of the MetaMessage.  In other words,
 the byte that specifies the type of MetaMessage is not considered a data byte.

Parameters:
type - meta-message type (must be less than 128)
data - the data bytes in the MIDI message
length - the number of bytes in the data
 byte array
Throws:
InvalidMidiDataException - if the
 parameter values do not specify a valid MIDI meta message


"
MidiDevice.Info,equals(Object obj),boolean,Reports whether two objects are equal.,"

equals
public final boolean equals(Object obj)
Reports whether two objects are equal.
 Returns true if the objects are identical.

Overrides:
equals in class Object
Parameters:
obj - the reference object with which to compare this
 object
Returns:
true if this object is the same as the
 obj argument; false otherwise
See Also:
Object.hashCode(), 
HashMap


"
MidiDevice.Info,getDescription(),String,Obtains the description of the device.,"

getDescription
public final String getDescription()
Obtains the description of the device.

Returns:
a description of the device


"
MidiDevice.Info,getName(),String,Obtains the name of the device.,"

getName
public final String getName()
Obtains the name of the device.

Returns:
a string containing the device's name


"
MidiDevice.Info,getVendor(),String,Obtains the name of the company who supplies the device.,"

getVendor
public final String getVendor()
Obtains the name of the company who supplies the device.

Returns:
device the vendor's name


"
MidiDevice.Info,getVersion(),String,Obtains the version of the device.,"

getVersion
public final String getVersion()
Obtains the version of the device.

Returns:
textual version information for the device.


"
