ClassName,Method,Return Type,Description,Full Description
IIOImage,getMetadata(),IIOMetadata,"Returns a reference to the current IIOMetadata object, or null is none is set.","

getMetadata
public IIOMetadata getMetadata()
Returns a reference to the current IIOMetadata
 object, or null is none is set.

Returns:
an IIOMetadata object, or null.
See Also:
setMetadata(javax.imageio.metadata.IIOMetadata)


"
IIOImage,getNumThumbnails(),int,Returns the number of thumbnails stored in this IIOImage.,"

getNumThumbnails
public int getNumThumbnails()
Returns the number of thumbnails stored in this
 IIOImage.

Returns:
the number of thumbnails, as an int.


"
IIOImage,getRaster(),Raster,"Returns the currently set Raster, or null if only a RenderedImage is available.","

getRaster
public Raster getRaster()
Returns the currently set Raster, or
 null if only a RenderedImage is
 available.

Returns:
a Raster, or null.
See Also:
setRaster(java.awt.image.Raster)


"
IIOImage,getRenderedImage(),RenderedImage,"Returns the currently set RenderedImage, or null if only a Raster is available.","

getRenderedImage
public RenderedImage getRenderedImage()
Returns the currently set RenderedImage, or
 null if only a Raster is available.

Returns:
a RenderedImage, or null.
See Also:
setRenderedImage(java.awt.image.RenderedImage)


"
IIOImage,getThumbnail(int index),BufferedImage,Returns a thumbnail associated with the main image.,"

getThumbnail
public BufferedImage getThumbnail(int index)
Returns a thumbnail associated with the main image.

Parameters:
index - the index of the desired thumbnail image.
Returns:
a thumbnail image, as a BufferedImage.
Throws:
IndexOutOfBoundsException - if the supplied index is
 negative or larger than the largest valid index.
ClassCastException - if a
 non-BufferedImage object is encountered in the
 list of thumbnails at the given index.
See Also:
getThumbnails(), 
setThumbnails(java.util.List<? extends java.awt.image.BufferedImage>)


"
IIOImage,getThumbnails(),List<? extends BufferedImage>,"Returns the current List of thumbnail BufferedImages, or null if none is set.","

getThumbnails
public List<? extends BufferedImage> getThumbnails()
Returns the current List of thumbnail
 BufferedImages, or null if none is
 set.  A live reference is returned.

Returns:
the current List of
 BufferedImage thumbnails, or null.
See Also:
getThumbnail(int), 
setThumbnails(java.util.List<? extends java.awt.image.BufferedImage>)


"
IIOImage,hasRaster(),boolean,Returns true if this IIOImage stores a Raster rather than a RenderedImage.,"

hasRaster
public boolean hasRaster()
Returns true if this IIOImage stores
 a Raster rather than a RenderedImage.

Returns:
true if a Raster is
 available.


"
IIOImage,setMetadata(IIOMetadata metadata),void,"Sets the IIOMetadata to a new object, or null.","

setMetadata
public void setMetadata(IIOMetadata metadata)
Sets the IIOMetadata to a new object, or
 null.

Parameters:
metadata - an IIOMetadata object, or
 null.
See Also:
getMetadata()


"
IIOImage,setRaster(Raster raster),void,Sets the current Raster.,"

setRaster
public void setRaster(Raster raster)
Sets the current Raster.  The value is
 stored by reference.  Any existing RenderedImage is
 discarded.

Parameters:
raster - a Raster.
Throws:
IllegalArgumentException - if raster is
 null.
See Also:
getRaster()


"
IIOImage,setRenderedImage(RenderedImage image),void,Sets the current RenderedImage.,"

setRenderedImage
public void setRenderedImage(RenderedImage image)
Sets the current RenderedImage.  The value is
 stored by reference.  Any existing Raster is
 discarded.

Parameters:
image - a RenderedImage.
Throws:
IllegalArgumentException - if image is
 null.
See Also:
getRenderedImage()


"
IIOImage,setThumbnails(List<? extends BufferedImage> thumbnails),void,"Sets the list of thumbnails to a new List of BufferedImages, or to null.","

setThumbnails
public void setThumbnails(List<? extends BufferedImage> thumbnails)
Sets the list of thumbnails to a new List of
 BufferedImages, or to null.  The
 reference to the previous List is discarded.

  The thumbnails argument must either be
 null or contain only BufferedImage
 objects.

Parameters:
thumbnails - a List of
 BufferedImage thumbnails, or null.
See Also:
getThumbnail(int), 
getThumbnails()


"
IIOParam,activateController(),boolean,Activates the installed IIOParamController for this IIOParam object and returns the resulting value.,"

activateController
public boolean activateController()
Activates the installed IIOParamController for
 this IIOParam object and returns the resulting
 value.  When this method returns true, all values
 for this IIOParam object will be ready for the
 next read or write operation.  If false is
 returned, no settings in this object will have been disturbed
 (i.e., the user canceled the operation).

  Ordinarily, the controller will be a GUI providing a user
 interface for a subclass of IIOParam for a
 particular plug-in.  Controllers need not be GUIs, however.

Returns:
true if the controller completed normally.
Throws:
IllegalStateException - if there is no controller
 currently installed.
See Also:
IIOParamController, 
setController(IIOParamController), 
getController(), 
getDefaultController(), 
hasController()


"
