ClassName,Method,Return Type,Description
MultiButtonUI,"contains(JComponent a, int b, int c)",boolean,Invokes the contains method on each UI handled by this object.
MultiButtonUI,createUI(JComponent a),static ComponentUI,Returns a multiplexing UI instance if any of the auxiliary LookAndFeels supports this UI.
MultiButtonUI,"getAccessibleChild(JComponent a, int b)",Accessible,Invokes the getAccessibleChild method on each UI handled by this object.
MultiButtonUI,getAccessibleChildrenCount(JComponent a),int,Invokes the getAccessibleChildrenCount method on each UI handled by this object.
MultiButtonUI,getMaximumSize(JComponent a),Dimension,Invokes the getMaximumSize method on each UI handled by this object.
MultiButtonUI,getMinimumSize(JComponent a),Dimension,Invokes the getMinimumSize method on each UI handled by this object.
MultiButtonUI,getPreferredSize(JComponent a),Dimension,Invokes the getPreferredSize method on each UI handled by this object.
MultiButtonUI,getUIs(),ComponentUI[],Returns the list of UIs associated with this multiplexing UI.
MultiButtonUI,installUI(JComponent a),void,Invokes the installUI method on each UI handled by this object.
MultiButtonUI,"paint(Graphics a, JComponent b)",void,Invokes the paint method on each UI handled by this object.
MultiButtonUI,uninstallUI(JComponent a),void,Invokes the uninstallUI method on each UI handled by this object.
MultiButtonUI,"update(Graphics a, JComponent b)",void,Invokes the update method on each UI handled by this object.
MultiColorChooserUI,"contains(JComponent a, int b, int c)",boolean,Invokes the contains method on each UI handled by this object.
MultiColorChooserUI,createUI(JComponent a),static ComponentUI,Returns a multiplexing UI instance if any of the auxiliary LookAndFeels supports this UI.
MultiColorChooserUI,"getAccessibleChild(JComponent a, int b)",Accessible,Invokes the getAccessibleChild method on each UI handled by this object.
MultiColorChooserUI,getAccessibleChildrenCount(JComponent a),int,Invokes the getAccessibleChildrenCount method on each UI handled by this object.
MultiColorChooserUI,getMaximumSize(JComponent a),Dimension,Invokes the getMaximumSize method on each UI handled by this object.
MultiColorChooserUI,getMinimumSize(JComponent a),Dimension,Invokes the getMinimumSize method on each UI handled by this object.
MultiColorChooserUI,getPreferredSize(JComponent a),Dimension,Invokes the getPreferredSize method on each UI handled by this object.
MultiColorChooserUI,getUIs(),ComponentUI[],Returns the list of UIs associated with this multiplexing UI.
MultiColorChooserUI,installUI(JComponent a),void,Invokes the installUI method on each UI handled by this object.
