Sample Number,ClassName,Snippet Number,Method,Exist,Description,Full Description
0,AsynchronousChannelGroup,1,AsynchronousChannelGroup open(ExecutorService executor),False,,NULL
0,AsynchronousChannelGroup,2,"AsynchronousChannelGroup open(ExecutorService executor, int initialSize)",False,,NULL
0,AsynchronousChannelGroup,3,"AsynchronousChannelGroup open(ExecutorService executor, int initialSize, ThreadFactory threadFactory)",False,,NULL
0,AsynchronousChannelGroup,4,"AsynchronousChannelGroup open(ExecutorService executor, int initialSize, CompletionHandler<Void, Object> handler)",False,,NULL
0,AsynchronousChannelGroup,5,"AsynchronousChannelGroup open(ExecutorService executor, int initialSize, ThreadFactory threadFactory, CompletionHandler<Void, Object> handler)",False,,NULL
1,AsynchronousFileChannel,1,"Future<Integer> read(ByteBuffer dst, long position)",True,,"

read
public abstract Future<Integer> read(ByteBuffer dst,
                                     long position)
Reads a sequence of bytes from this channel into the given buffer,
 starting at the given file position.

  This method initiates the reading of a sequence of bytes from this
 channel into the given buffer, starting at the given file position. This
 method returns a Future representing the pending result of the
 operation. The Future's get method returns
 the number of bytes read or -1 if the given position is greater
 than or equal to the file's size at the time that the read is attempted.

  This method works in the same manner as the AsynchronousByteChannel.read(ByteBuffer) method, except that bytes are
 read starting at the given file position. If the given file position is
 greater than the file's size at the time that the read is attempted then
 no bytes are read.

Parameters:
dst - The buffer into which bytes are to be transferred
position - The file position at which the transfer is to begin;
          must be non-negative
Returns:
A Future object representing the pending result
Throws:
IllegalArgumentException - If the position is negative or the buffer is read-only
NonReadableChannelException - If this channel was not opened for reading


"
1,AsynchronousFileChannel,2,"Future<Integer> write(ByteBuffer src, long position)",True,,"

write
public abstract Future<Integer> write(ByteBuffer src,
                                      long position)
Writes a sequence of bytes to this channel from the given buffer, starting
 at the given file position.

  This method initiates the writing of a sequence of bytes to this
 channel from the given buffer, starting at the given file position. The
 method returns a Future representing the pending result of the
 write operation. The Future's get method
 returns the number of bytes written.

  This method works in the same manner as the AsynchronousByteChannel.write(ByteBuffer) method, except that bytes are
 written starting at the given file position. If the given position is
 greater than the file's size, at the time that the write is attempted,
 then the file will be grown to accommodate the new bytes; the values of
 any bytes between the previous end-of-file and the newly-written bytes
 are unspecified.

Parameters:
src - The buffer from which bytes are to be transferred
position - The file position at which the transfer is to begin;
          must be non-negative
Returns:
A Future object representing the pending result
Throws:
IllegalArgumentException - If the position is negative
NonWritableChannelException - If this channel was not opened for writing


"
1,AsynchronousFileChannel,3,Future<Void> truncate(long size),False,,NULL
1,AsynchronousFileChannel,4,"Future<FileLock> lock(long position, long size, boolean shared)",True,,"

lock
public abstract Future<FileLock> lock(long position,
                                      long size,
                                      boolean shared)
Acquires a lock on the given region of this channel's file.

  This method initiates an operation to acquire a lock on the given
 region of this channel's file.  The method behaves in exactly the same
 manner as the lock(long, long, boolean, Object, CompletionHandler)
 method except that instead of specifying a completion handler, this
 method returns a Future representing the pending result. The
 Future's get method returns the FileLock on successful completion.

Parameters:
position - The position at which the locked region is to start; must be
          non-negative
size - The size of the locked region; must be non-negative, and the sum
          position + size must be non-negative
shared - true to request a shared lock, in which case this
          channel must be open for reading (and possibly writing);
          false to request an exclusive lock, in which case this
          channel must be open for writing (and possibly reading)
Returns:
a Future object representing the pending result
Throws:
OverlappingFileLockException - If a lock is already held by this Java virtual machine, or there
          is already a pending attempt to lock a region
IllegalArgumentException - If the preconditions on the parameters do not hold
NonReadableChannelException - If shared is true but this channel was not opened for reading
NonWritableChannelException - If shared is false but this channel was not opened for writing


"
1,AsynchronousFileChannel,5,"Future<Integer> read(ByteBuffer[] dsts, int offset, int length, long position)",False,,NULL
2,AsynchronousServerSocketChannel,1,AsynchronousServerSocketChannel open(),True,,"

open
public static AsynchronousServerSocketChannel open()
                                            throws IOException
Opens an asynchronous server-socket channel.

  This method returns an asynchronous server socket channel that is
 bound to the default group. This method is equivalent to evaluating
 the expression:
 
 open((AsynchronousChannelGroup)null);
 

Returns:
A new asynchronous server socket channel
Throws:
IOException - If an I/O error occurs


"
2,AsynchronousServerSocketChannel,2,AsynchronousServerSocketChannel bind(SocketAddress local),True,,"

bind
public final AsynchronousServerSocketChannel bind(SocketAddress local)
                                           throws IOException
Binds the channel's socket to a local address and configures the socket to
 listen for connections.

  An invocation of this method is equivalent to the following:
 
 bind(local, 0);
 

Specified by:
bind in interface NetworkChannel
Parameters:
local - The local address to bind the socket, or null to bind
          to an automatically assigned socket address
Returns:
This channel
Throws:
AlreadyBoundException - If the socket is already bound
UnsupportedAddressTypeException - If the type of the given address is not supported
SecurityException - If a security manager is installed and it denies an unspecified
          permission. An implementation of this interface should specify
          any required permissions.
ClosedChannelException - If the channel is closed
IOException - If some other I/O error occurs
See Also:
NetworkChannel.getLocalAddress()


"
