ClassName,Method,Return Type,Description
ActionEvent,getActionCommand(),String,Returns the command string associated with this action.
ActionEvent,getModifiers(),int,Returns the modifier keys held down during this action event.
ActionEvent,getWhen(),long,Returns the timestamp of when this event occurred.
ActionEvent,paramString(),String,Returns a parameter string identifying this action event.
AdjustmentEvent,getAdjustable(),Adjustable,Returns the Adjustable object where this event originated.
AdjustmentEvent,getAdjustmentType(),int,Returns the type of adjustment which caused the value changed event.
AdjustmentEvent,getValue(),int,Returns the current value in the adjustment event.
AdjustmentEvent,getValueIsAdjusting(),boolean,Returns true if this is one of multiple adjustment events.
AdjustmentEvent,paramString(),String,Returns a string representing the state of this Event.
AWTEventListenerProxy,eventDispatched(AWTEvent event),void,Forwards the AWT event to the listener delegate.
AWTEventListenerProxy,getEventMask(),long,Returns the event mask associated with the listener.
ComponentAdapter,componentHidden(ComponentEvent e),void,Invoked when the component has been made invisible.
ComponentAdapter,componentMoved(ComponentEvent e),void,Invoked when the component's position changes.
ComponentAdapter,componentResized(ComponentEvent e),void,Invoked when the component's size changes.
ComponentAdapter,componentShown(ComponentEvent e),void,Invoked when the component has been made visible.
ComponentEvent,getComponent(),Component,Returns the originator of the event.
ComponentEvent,paramString(),String,Returns a parameter string identifying this event.
ContainerAdapter,componentAdded(ContainerEvent e),void,Invoked when a component has been added to the container.
ContainerAdapter,componentRemoved(ContainerEvent e),void,Invoked when a component has been removed from the container.
ContainerEvent,getChild(),Component,Returns the component that was affected by the event.
ContainerEvent,getContainer(),Container,Returns the originator of the event.
ContainerEvent,paramString(),String,Returns a parameter string identifying this event.
FocusAdapter,focusGained(FocusEvent e),void,Invoked when a component gains the keyboard focus.
FocusAdapter,focusLost(FocusEvent e),void,Invoked when a component loses the keyboard focus.
FocusEvent,getOppositeComponent(),Component,Returns the other Component involved in this focus change.
FocusEvent,isTemporary(),boolean,Identifies the focus change event as temporary or permanent.
FocusEvent,paramString(),String,Returns a parameter string identifying this event.
HierarchyBoundsAdapter,ancestorMoved(HierarchyEvent e),void,Called when an ancestor of the source is moved.
HierarchyBoundsAdapter,ancestorResized(HierarchyEvent e),void,Called when an ancestor of the source is resized.
HierarchyEvent,getChanged(),Component,Returns the Component at the top of the hierarchy which was changed.
HierarchyEvent,getChangedParent(),Container,Returns the parent of the Component returned by getChanged().
HierarchyEvent,getChangeFlags(),long,Returns a bitmask which indicates the type(s) of HIERARCHY_CHANGED events represented in this event object.
HierarchyEvent,getComponent(),Component,Returns the originator of the event.
HierarchyEvent,paramString(),String,Returns a parameter string identifying this event.
InputEvent,consume(),void,Consumes this event so that it will not be processed in the default manner by the source which originated it.
InputEvent,getMaskForButton(int button),static int,A method to obtain a mask for any existing mouse button.
InputEvent,getModifiers(),int,Returns the modifier mask for this event.
InputEvent,getModifiersEx(),int,Returns the extended modifier mask for this event.
InputEvent,getModifiersExText(int modifiers),static String,"Returns a String describing the extended modifier keys and mouse buttons, such as ""Shift"", ""Button1"", or ""Ctrl+Shift""."
InputEvent,getWhen(),long,"Returns the difference in milliseconds between the timestamp of when this event occurred and midnight, January 1, 1970 UTC."
InputEvent,isAltDown(),boolean,Returns whether or not the Alt modifier is down on this event.
InputEvent,isAltGraphDown(),boolean,Returns whether or not the AltGraph modifier is down on this event.
InputEvent,isConsumed(),boolean,Returns whether or not this event has been consumed.
InputEvent,isControlDown(),boolean,Returns whether or not the Control modifier is down on this event.
InputEvent,isMetaDown(),boolean,Returns whether or not the Meta modifier is down on this event.
InputEvent,isShiftDown(),boolean,Returns whether or not the Shift modifier is down on this event.
InputMethodEvent,consume(),void,Consumes this event so that it will not be processed in the default manner by the source which originated it.
InputMethodEvent,getCaret(),TextHitInfo,Gets the caret.
InputMethodEvent,getCommittedCharacterCount(),int,Gets the number of committed characters in the text.
InputMethodEvent,getText(),AttributedCharacterIterator,Gets the combined committed and composed text.
InputMethodEvent,getVisiblePosition(),TextHitInfo,Gets the position that's most important to be visible.
InputMethodEvent,getWhen(),long,Returns the time stamp of when this event occurred.
InputMethodEvent,isConsumed(),boolean,Returns whether or not this event has been consumed.
InputMethodEvent,paramString(),String,Returns a parameter string identifying this event.
InvocationEvent,dispatch(),void,Executes the Runnable's run() method and notifies the notifier (if any) when run() has returned or thrown an exception.
InvocationEvent,getException(),Exception,Returns any Exception caught while executing the Runnable's run() method.
InvocationEvent,getThrowable(),Throwable,Returns any Throwable caught while executing the Runnable's run() method.
InvocationEvent,getWhen(),long,Returns the timestamp of when this event occurred.
InvocationEvent,isDispatched(),boolean,"Returns true if the event is dispatched or any exception is thrown while dispatching, false otherwise."
InvocationEvent,paramString(),String,Returns a parameter string identifying this event.
ItemEvent,getItem(),Object,Returns the item affected by the event.
ItemEvent,getItemSelectable(),ItemSelectable,Returns the originator of the event.
ItemEvent,getStateChange(),int,Returns the type of state change (selected or deselected).
ItemEvent,paramString(),String,Returns a parameter string identifying this item event.
KeyAdapter,keyPressed(KeyEvent e),void,Invoked when a key has been pressed.
KeyAdapter,keyReleased(KeyEvent e),void,Invoked when a key has been released.
KeyAdapter,keyTyped(KeyEvent e),void,Invoked when a key has been typed.
KeyEvent,getExtendedKeyCode(),int,Returns an extended key code for the event.
KeyEvent,getExtendedKeyCodeForChar(int c),static int,Returns an extended key code for a unicode character.
KeyEvent,getKeyChar(),char,Returns the character associated with the key in this event.
KeyEvent,getKeyCode(),int,Returns the integer keyCode associated with the key in this event.
KeyEvent,getKeyLocation(),int,Returns the location of the key that originated this key event.
KeyEvent,getKeyModifiersText(int modifiers),static String,"Returns a String describing the modifier key(s), such as ""Shift"", or ""Ctrl+Shift""."
KeyEvent,getKeyText(int keyCode),static String,"Returns a String describing the keyCode, such as ""HOME"", ""F1"" or ""A""."
KeyEvent,isActionKey(),boolean,"Returns whether the key in this event is an ""action"" key."
KeyEvent,paramString(),String,Returns a parameter string identifying this event.
KeyEvent,setKeyChar(char keyChar),void,Set the keyChar value to indicate a logical character.
KeyEvent,setKeyCode(int keyCode),void,Set the keyCode value to indicate a physical key.
KeyEvent,setModifiers(int modifiers),void,Deprecated. as of JDK1.1.4
MouseAdapter,mouseClicked(MouseEvent e),void,Invoked when the mouse button has been clicked (pressed and released) on a component.
MouseAdapter,mouseDragged(MouseEvent e),void,Invoked when a mouse button is pressed on a component and then dragged.
MouseAdapter,mouseEntered(MouseEvent e),void,Invoked when the mouse enters a component.
MouseAdapter,mouseExited(MouseEvent e),void,Invoked when the mouse exits a component.
MouseAdapter,mouseMoved(MouseEvent e),void,Invoked when the mouse cursor has been moved onto a component but no buttons have been pushed.
MouseAdapter,mousePressed(MouseEvent e),void,Invoked when a mouse button has been pressed on a component.
MouseAdapter,mouseReleased(MouseEvent e),void,Invoked when a mouse button has been released on a component.
MouseAdapter,mouseWheelMoved(MouseWheelEvent e),void,Invoked when the mouse wheel is rotated.
MouseEvent,getButton(),int,"Returns which, if any, of the mouse buttons has changed state."
MouseEvent,getClickCount(),int,Returns the number of mouse clicks associated with this event.
MouseEvent,getLocationOnScreen(),Point,"Returns the absolute x, y position of the event."
MouseEvent,getModifiersEx(),int,Returns the extended modifier mask for this event.
MouseEvent,getMouseModifiersText(int modifiers),static String,"Returns a String instance describing the modifier keys and mouse buttons that were down during the event, such as ""Shift"", or ""Ctrl+Shift""."
MouseEvent,getPoint(),Point,"Returns the x,y position of the event relative to the source component."
MouseEvent,getX(),int,Returns the horizontal x position of the event relative to the source component.
MouseEvent,getXOnScreen(),int,Returns the absolute horizontal x position of the event.
MouseEvent,getY(),int,Returns the vertical y position of the event relative to the source component.
MouseEvent,getYOnScreen(),int,Returns the absolute vertical y position of the event.
MouseEvent,isPopupTrigger(),boolean,Returns whether or not this mouse event is the popup menu trigger event for the platform.
MouseEvent,paramString(),String,Returns a parameter string identifying this event.
MouseEvent,"translatePoint(int x, int y)",void,Translates the event's coordinates to a new position by adding specified x (horizontal) and y (vertical) offsets.
MouseMotionAdapter,mouseDragged(MouseEvent e),void,Invoked when a mouse button is pressed on a component and then dragged.
MouseMotionAdapter,mouseMoved(MouseEvent e),void,Invoked when the mouse button has been moved on a component (with no buttons no down).
MouseWheelEvent,getPreciseWheelRotation(),double,"Returns the number of ""clicks"" the mouse wheel was rotated, as a double."
MouseWheelEvent,getScrollAmount(),int,Returns the number of units that should be scrolled per click of mouse wheel rotation.
MouseWheelEvent,getScrollType(),int,Returns the type of scrolling that should take place in response to this event.
MouseWheelEvent,getUnitsToScroll(),int,This is a convenience method to aid in the implementation of the common-case MouseWheelListener - to scroll a ScrollPane or JScrollPane by an amount which conforms to the platform settings.
