ClassName,Method,Return Type,Description,Full Description
AppConfigurationEntry,getControlFlag(),AppConfigurationEntry.LoginModuleControlFlag,"Return the controlFlag (either REQUIRED, REQUISITE, SUFFICIENT, or OPTIONAL) for this LoginModule.","

getControlFlag
public AppConfigurationEntry.LoginModuleControlFlag getControlFlag()
Return the controlFlag
 (either REQUIRED, REQUISITE, SUFFICIENT, or OPTIONAL)
 for this LoginModule.

Returns:
the controlFlag
          (either REQUIRED, REQUISITE, SUFFICIENT, or OPTIONAL)
          for this LoginModule.


"
AppConfigurationEntry,getLoginModuleName(),String,Get the class name of the configured LoginModule.,"

getLoginModuleName
public String getLoginModuleName()
Get the class name of the configured LoginModule.

Returns:
the class name of the configured LoginModule as
          a String.


"
AppConfigurationEntry,getOptions(),"Map<String,?>",Get the options configured for this LoginModule.,"

getOptions
public Map<String,?> getOptions()
Get the options configured for this LoginModule.

Returns:
the options configured for this LoginModule
          as an unmodifiable Map.


"
AppConfigurationEntry.LoginModuleControlFlag,toString(),String,Return a String representation of this controlFlag.,"

toString
public String toString()
Return a String representation of this controlFlag.

  The String has the format, ""LoginModuleControlFlag: flag"",
 where flag is either required, requisite,
 sufficient, or optional.

Overrides:
toString in class Object
Returns:
a String representation of this controlFlag.


"
Configuration,getAppConfigurationEntry(String name),abstract AppConfigurationEntry[],Retrieve the AppConfigurationEntries for the specified name from this Configuration.,"

getAppConfigurationEntry
public abstract AppConfigurationEntry[] getAppConfigurationEntry(String name)
Retrieve the AppConfigurationEntries for the specified name
 from this Configuration.

 

Parameters:
name - the name used to index the Configuration.
Returns:
an array of AppConfigurationEntries for the specified name
          from this Configuration, or null if there are no entries
          for the specified name


"
Configuration,getConfiguration(),static Configuration,Get the installed login Configuration.,"

getConfiguration
public static Configuration getConfiguration()
Get the installed login Configuration.

 

Returns:
the login Configuration.  If a Configuration object was set
          via the Configuration.setConfiguration method,
          then that object is returned.  Otherwise, a default
          Configuration object is returned.
Throws:
SecurityException - if the caller does not have permission
                          to retrieve the Configuration.
See Also:
setConfiguration(javax.security.auth.login.Configuration)


"
Configuration,"getInstance(String type, Configuration.Parameters params)",static Configuration,Returns a Configuration object of the specified type.,"

getInstance
public static Configuration getInstance(String type,
                                        Configuration.Parameters params)
                                 throws NoSuchAlgorithmException
Returns a Configuration object of the specified type.

  This method traverses the list of registered security providers,
 starting with the most preferred Provider.
 A new Configuration object encapsulating the
 ConfigurationSpi implementation from the first
 Provider that supports the specified type is returned.

  Note that the list of registered providers may be retrieved via
 the Security.getProviders() method.

Parameters:
type - the specified Configuration type.  See the Configuration
    section in the 
    Java Cryptography Architecture Standard Algorithm Name
    Documentation for a list of standard Configuration types.
params - parameters for the Configuration, which may be null.
Returns:
the new Configuration object.
Throws:
SecurityException - if the caller does not have permission
          to get a Configuration instance for the specified type.
NullPointerException - if the specified type is null.
IllegalArgumentException - if the specified parameters
          are not understood by the ConfigurationSpi implementation
          from the selected Provider.
NoSuchAlgorithmException - if no Provider supports a
          ConfigurationSpi implementation for the specified type.
Since:
1.6
See Also:
Provider


"
Configuration,"getInstance(String type, Configuration.Parameters params, Provider provider)",static Configuration,Returns a Configuration object of the specified type.,"

getInstance
public static Configuration getInstance(String type,
                                        Configuration.Parameters params,
                                        Provider provider)
                                 throws NoSuchAlgorithmException
Returns a Configuration object of the specified type.

  A new Configuration object encapsulating the
 ConfigurationSpi implementation from the specified Provider
 object is returned.  Note that the specified Provider object
 does not have to be registered in the provider list.

Parameters:
type - the specified Configuration type.  See the Configuration
    section in the 
    Java Cryptography Architecture Standard Algorithm Name
    Documentation for a list of standard Configuration types.
params - parameters for the Configuration, which may be null.
provider - the Provider.
Returns:
the new Configuration object.
Throws:
SecurityException - if the caller does not have permission
          to get a Configuration instance for the specified type.
NullPointerException - if the specified type is null.
IllegalArgumentException - if the specified Provider is null,
          or if the specified parameters are not understood by
          the ConfigurationSpi implementation from the specified Provider.
NoSuchAlgorithmException - if the specified Provider does not
          support a ConfigurationSpi implementation for the specified
          type.
Since:
1.6
See Also:
Provider


"
Configuration,"getInstance(String type, Configuration.Parameters params, String provider)",static Configuration,Returns a Configuration object of the specified type.,"

getInstance
public static Configuration getInstance(String type,
                                        Configuration.Parameters params,
                                        String provider)
                                 throws NoSuchProviderException,
                                        NoSuchAlgorithmException
Returns a Configuration object of the specified type.

  A new Configuration object encapsulating the
 ConfigurationSpi implementation from the specified provider
 is returned.   The specified provider must be registered
 in the provider list.

  Note that the list of registered providers may be retrieved via
 the Security.getProviders() method.

Parameters:
type - the specified Configuration type.  See the Configuration
    section in the 
    Java Cryptography Architecture Standard Algorithm Name
    Documentation for a list of standard Configuration types.
params - parameters for the Configuration, which may be null.
provider - the provider.
Returns:
the new Configuration object.
Throws:
SecurityException - if the caller does not have permission
          to get a Configuration instance for the specified type.
NullPointerException - if the specified type is null.
IllegalArgumentException - if the specified provider
          is null or empty,
          or if the specified parameters are not understood by
          the ConfigurationSpi implementation from the specified provider.
NoSuchProviderException - if the specified provider is not
          registered in the security provider list.
NoSuchAlgorithmException - if the specified provider does not
          support a ConfigurationSpi implementation for the specified
          type.
Since:
1.6
See Also:
Provider


"
Configuration,getParameters(),Configuration.Parameters,Return Configuration parameters.,"

getParameters
public Configuration.Parameters getParameters()
Return Configuration parameters.

  This Configuration instance will only have parameters if it
 was obtained via a call to Configuration.getInstance.
 Otherwise this method returns null.

Returns:
Configuration parameters, or null.
Since:
1.6


"
