ClassName,URL,Description
AbstractCollection,https://docs.oracle.com/javase/8/docs/api/java/util/AbstractCollection.html,"This class provides a skeletal implementation of the Collection interface, to minimize the effort required to implement this interface."
AbstractList,https://docs.oracle.com/javase/8/docs/api/java/util/AbstractList.html,"This class provides a skeletal implementation of the List interface to minimize the effort required to implement this interface backed by a ""random access"" data store (such as an array)."
AbstractMap,https://docs.oracle.com/javase/8/docs/api/java/util/AbstractMap.html,"This class provides a skeletal implementation of the Map interface, to minimize the effort required to implement this interface."
AbstractMap.SimpleEntry,https://docs.oracle.com/javase/8/docs/api/java/util/AbstractMap.SimpleEntry.html,An Entry maintaining a key and a value.
AbstractMap.SimpleImmutableEntry,https://docs.oracle.com/javase/8/docs/api/java/util/AbstractMap.SimpleImmutableEntry.html,An Entry maintaining an immutable key and value.
AbstractQueue,https://docs.oracle.com/javase/8/docs/api/java/util/AbstractQueue.html,This class provides skeletal implementations of some Queue operations.
AbstractSequentialList,https://docs.oracle.com/javase/8/docs/api/java/util/AbstractSequentialList.html,"This class provides a skeletal implementation of the List interface to minimize the effort required to implement this interface backed by a ""sequential access"" data store (such as a linked list)."
AbstractSet,https://docs.oracle.com/javase/8/docs/api/java/util/AbstractSet.html,This class provides a skeletal implementation of the Set interface to minimize the effort required to implement this interface.
ArrayDeque,https://docs.oracle.com/javase/8/docs/api/java/util/ArrayDeque.html,Resizable-array implementation of the Deque interface.
ArrayList,https://docs.oracle.com/javase/8/docs/api/java/util/ArrayList.html,Resizable-array implementation of the List interface.
Arrays,https://docs.oracle.com/javase/8/docs/api/java/util/Arrays.html,This class contains various methods for manipulating arrays (such as sorting and searching).
Base64,https://docs.oracle.com/javase/8/docs/api/java/util/Base64.html,This class consists exclusively of static methods for obtaining encoders and decoders for the Base64 encoding scheme.
Base64.Decoder,https://docs.oracle.com/javase/8/docs/api/java/util/Base64.Decoder.html,This class implements a decoder for decoding byte data using the Base64 encoding scheme as specified in RFC 4648 and RFC 2045.
Base64.Encoder,https://docs.oracle.com/javase/8/docs/api/java/util/Base64.Encoder.html,This class implements an encoder for encoding byte data using the Base64 encoding scheme as specified in RFC 4648 and RFC 2045.
BitSet,https://docs.oracle.com/javase/8/docs/api/java/util/BitSet.html,This class implements a vector of bits that grows as needed.
Calendar,https://docs.oracle.com/javase/8/docs/api/java/util/Calendar.html,"The Calendar class is an abstract class that provides methods for converting between a specific instant in time and a set of calendar fields such as YEAR, MONTH, DAY_OF_MONTH, HOUR, and so on, and for manipulating the calendar fields, such as getting the date of the next week."
Calendar.Builder,https://docs.oracle.com/javase/8/docs/api/java/util/Calendar.Builder.html,Calendar.Builder is used for creating a Calendar from various date-time parameters.
Collections,https://docs.oracle.com/javase/8/docs/api/java/util/Collections.html,This class consists exclusively of static methods that operate on or return collections.
Currency,https://docs.oracle.com/javase/8/docs/api/java/util/Currency.html,Represents a currency.
Date,https://docs.oracle.com/javase/8/docs/api/java/util/Date.html,"The class Date represents a specific instant in time, with millisecond precision."
Dictionary,https://docs.oracle.com/javase/8/docs/api/java/util/Dictionary.html,"The Dictionary class is the abstract parent of any class, such as Hashtable, which maps keys to values."
DoubleSummaryStatistics,https://docs.oracle.com/javase/8/docs/api/java/util/DoubleSummaryStatistics.html,"A state object for collecting statistics such as count, min, max, sum, and average."
EnumMap,https://docs.oracle.com/javase/8/docs/api/java/util/EnumMap.html,A specialized Map implementation for use with enum type keys.
EnumSet,https://docs.oracle.com/javase/8/docs/api/java/util/EnumSet.html,A specialized Set implementation for use with enum types.
EventListenerProxy,https://docs.oracle.com/javase/8/docs/api/java/util/EventListenerProxy.html,An abstract wrapper class for an EventListener class which associates a set of additional parameters with the listener.
EventObject,https://docs.oracle.com/javase/8/docs/api/java/util/EventObject.html,The root class from which all event state objects shall be derived.
FormattableFlags,https://docs.oracle.com/javase/8/docs/api/java/util/FormattableFlags.html,FomattableFlags are passed to the Formattable.formatTo() method and modify the output format for Formattables.
Formatter,https://docs.oracle.com/javase/8/docs/api/java/util/Formatter.html,An interpreter for printf-style format strings.
