Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AbstractColorChooserPanel,1,boolean isComplete(),False,NULL
0,AbstractColorChooserPanel,2,void setColor(Color color),False,NULL
0,AbstractColorChooserPanel,3,Color getColor(),False,NULL
0,AbstractColorChooserPanel,4,void updateUI(),False,NULL
0,AbstractColorChooserPanel,5,void installUI(JComponent c),False,NULL
1,ColorChooserComponentFactory,1,ColorChooserComponentFactory(),False,NULL
1,ColorChooserComponentFactory,2,ColorChooserComponentFactory getInstance(),False,NULL
1,ColorChooserComponentFactory,3,Component createComponent(JColorChooser chooser),False,NULL
1,ColorChooserComponentFactory,4,"Component createComponent(JColorChooser chooser, ColorSelectionModel selectionModel)",False,NULL
1,ColorChooserComponentFactory,5,"Component createComponent(JColorChooser chooser, ColorSelectionModel selectionModel, ColorModel model)",False,NULL
2,DefaultColorSelectionModel,1,boolean add(E e),False,NULL
2,DefaultColorSelectionModel,2,void addChangeListener(ChangeListener l),True,Adds a ChangeListener to the model.
2,DefaultColorSelectionModel,3,void clearSelection(),False,NULL
2,DefaultColorSelectionModel,4,Color getSelectedColor(),True,Returns the selected Color which should be non-null.
2,DefaultColorSelectionModel,5,void setSelectedColor(Color newColor),True,Sets the selected color to color.
