ClassName,Method,Return Type,Description,Full Description
Policy,"getPermissions(Subject subject, CodeSource cs)",abstract PermissionCollection,Deprecated.,"

getPermissions
public abstract PermissionCollection getPermissions(Subject subject,
                                                    CodeSource cs)
Deprecated. 
Retrieve the Permissions granted to the Principals associated with
 the specified CodeSource.

 

Parameters:
subject - the Subject
                  whose associated Principals,
                  in conjunction with the provided
                  CodeSource, determines the Permissions
                  returned by this method.  This parameter
                  may be null. 
cs - the code specified by its CodeSource
                  that determines, in conjunction with the provided
                  Subject, the Permissions
                  returned by this method.  This parameter may be
                  null.
Returns:
the Collection of Permissions granted to all the
                  Subject and code specified in
                  the provided subject and cs
                  parameters.


"
Policy,getPolicy(),static Policy,Deprecated.,"

getPolicy
public static Policy getPolicy()
Deprecated. 
Returns the installed Policy object.
 This method first calls
 SecurityManager.checkPermission with the
 AuthPermission(""getPolicy"") permission
 to ensure the caller has permission to get the Policy object.

 

Returns:
the installed Policy.  The return value cannot be
          null.
Throws:
SecurityException - if the current thread does not
      have permission to get the Policy object.
See Also:
setPolicy(javax.security.auth.Policy)


"
Policy,refresh(),abstract void,Deprecated.,"

refresh
public abstract void refresh()
Deprecated. 
Refresh and reload the Policy.

 This method causes this object to refresh/reload its current
 Policy. This is implementation-dependent.
 For example, if the Policy object is stored in
 a file, calling refresh will cause the file to be re-read.

 

Throws:
SecurityException - if the caller does not have permission
                          to refresh the Policy.


"
Policy,setPolicy(Policy policy),static void,Deprecated.,"

setPolicy
public static void setPolicy(Policy policy)
Deprecated. 
Sets the system-wide Policy object. This method first calls
 SecurityManager.checkPermission with the
 AuthPermission(""setPolicy"")
 permission to ensure the caller has permission to set the Policy.

 

Parameters:
policy - the new system Policy object.
Throws:
SecurityException - if the current thread does not
          have permission to set the Policy.
See Also:
getPolicy()


"
PrivateCredentialPermission,equals(Object obj),boolean,Checks two PrivateCredentialPermission objects for equality.,"

equals
public boolean equals(Object obj)
Checks two PrivateCredentialPermission objects for
 equality.  Checks that obj is a
 PrivateCredentialPermission,
 and has the same credential class as this object,
 as well as the same Principals as this object.
 The order of the Principals in the respective Permission's
 target names is not relevant.

 

Specified by:
equals in class Permission
Parameters:
obj - the object we are testing for equality with this object.
Returns:
true if obj is a PrivateCredentialPermission,
          has the same credential class as this object,
          and has the same Principals as this object.
See Also:
Object.hashCode(), 
HashMap


"
PrivateCredentialPermission,getActions(),String,"Returns the ""canonical string representation"" of the actions.","

getActions
public String getActions()
Returns the ""canonical string representation"" of the actions.
 This method always returns the String, ""read"".

 

Specified by:
getActions in class Permission
Returns:
the actions (always returns ""read"").


"
PrivateCredentialPermission,getCredentialClass(),String,Returns the Class name of the Credential associated with this PrivateCredentialPermission.,"

getCredentialClass
public String getCredentialClass()
Returns the Class name of the Credential associated with this
 PrivateCredentialPermission.

 

Returns:
the Class name of the Credential associated with this
          PrivateCredentialPermission.


"
PrivateCredentialPermission,getPrincipals(),String[][],Returns the Principal classes and names associated with this PrivateCredentialPermission.,"

getPrincipals
public String[][] getPrincipals()
Returns the Principal classes and names
 associated with this PrivateCredentialPermission.
 The information is returned as a two-dimensional array (array[x][y]).
 The 'x' value corresponds to the number of Principal
 class and name pairs.  When (y==0), it corresponds to
 the Principal class value, and when (y==1),
 it corresponds to the Principal name value.
 For example, array[0][0] corresponds to the class name of
 the first Principal in the array.  array[0][1]
 corresponds to the Principal name of the
 first Principal in the array.

 

Returns:
the Principal class and names associated
          with this PrivateCredentialPermission.


"
PrivateCredentialPermission,hashCode(),int,Returns the hash code value for this object.,"

hashCode
public int hashCode()
Returns the hash code value for this object.

Specified by:
hashCode in class Permission
Returns:
a hash code value for this object.
See Also:
Object.equals(java.lang.Object), 
System.identityHashCode(java.lang.Object)


"
PrivateCredentialPermission,implies(Permission p),boolean,Checks if this PrivateCredentialPermission implies the specified Permission.,"

implies
public boolean implies(Permission p)
Checks if this PrivateCredentialPermission implies
 the specified Permission.

 

 This method returns true if:
 
 p is an instanceof PrivateCredentialPermission and
  the target name for p is implied by this object's
          target name.  For example:
 
  [* P1 ""duke""] implies [a.b.Credential P1 ""duke""].
  [C1 P1 ""duke""] implies [C1 P1 ""duke"" P2 ""dukette""].
  [C1 P2 ""dukette""] implies [C1 P1 ""duke"" P2 ""dukette""].
 



Specified by:
implies in class Permission
Parameters:
p - the Permission to check against.
Returns:
true if this PrivateCredentialPermission implies
 the specified Permission, false if not.


"
