ClassName,Method,Return Type,Description,Full Description
Stub,connect(ORB orb),void,Connects this stub to an ORB.,"

connect
public void connect(ORB orb)
             throws RemoteException
Connects this stub to an ORB. Required after the stub is deserialized
 but not after it is demarshalled by an ORB stream. If an unconnected
 stub is passed to an ORB stream for marshalling, it is implicitly
 connected to that ORB. Application code should not call this method
 directly, but should call the portable wrapper method
 PortableRemoteObject.connect(java.rmi.Remote, java.rmi.Remote).

Parameters:
orb - the ORB to connect to.
Throws:
RemoteException - if the stub is already connected to a different
 ORB, or if the stub does not represent an exported remote or local object.


"
Stub,equals(Object obj),boolean,Compares two stubs for equality.,"

equals
public boolean equals(Object obj)
Compares two stubs for equality. Returns true when used to compare stubs
 that represent the same remote object, and false otherwise.

Overrides:
equals in class ObjectImpl
Parameters:
obj - the reference object with which to compare.
Returns:
true if this object is the same as the obj
          argument; false otherwise.
See Also:
Object.hashCode(), 
HashMap


"
Stub,hashCode(),int,Returns a hash code value for the object which is the same for all stubs that represent the same remote object.,"

hashCode
public int hashCode()
Returns a hash code value for the object which is the same for all stubs
 that represent the same remote object.

Overrides:
hashCode in class ObjectImpl
Returns:
the hash code value.
See Also:
Object.equals(java.lang.Object), 
System.identityHashCode(java.lang.Object)


"
Stub,toString(),String,Returns a string representation of this stub.,"

toString
public String toString()
Returns a string representation of this stub. Returns the same string
 for all stubs that represent the same remote object.

Overrides:
toString in class ObjectImpl
Returns:
a string representation of this stub.


"
Util,"copyObject(Object obj, ORB orb)",static Object,Copies or connects an object.,"

copyObject
public static Object copyObject(Object obj,
                                ORB orb)
                         throws RemoteException
Copies or connects an object. Used by local stubs to copy
 an actual parameter, result object, or exception.

Parameters:
obj - the object to copy.
orb - the ORB.
Returns:
the copy or connected object.
Throws:
RemoteException - if the object could not be copied or connected.


"
Util,"copyObjects(Object[] obj, ORB orb)",static Object[],Copies or connects an array of objects.,"

copyObjects
public static Object[] copyObjects(Object[] obj,
                                   ORB orb)
                            throws RemoteException
Copies or connects an array of objects. Used by local stubs
 to copy any number of actual parameters, preserving sharing
 across parameters as necessary to support RMI semantics.

Parameters:
obj - the objects to copy or connect.
orb - the ORB.
Returns:
the copied or connected objects.
Throws:
RemoteException - if any object could not be copied or connected.


"
Util,createValueHandler(),static ValueHandler,Returns a singleton instance of a class that implements the ValueHandler interface.,"

createValueHandler
public static ValueHandler createValueHandler()
Returns a singleton instance of a class that implements the
 ValueHandler interface.

Returns:
a class which implements the ValueHandler interface.


"
Util,getCodebase(Class clz),static String,"Returns the codebase, if any, for the given class.","

getCodebase
public static String getCodebase(Class clz)
Returns the codebase, if any, for the given class.

Parameters:
clz - the class to get a codebase for.
Returns:
a space-separated list of URLs, or null.


"
Util,getTie(Remote target),static Tie,Returns the tie (if any) for a given target object.,"

getTie
public static Tie getTie(Remote target)
Returns the tie (if any) for a given target object.

Returns:
the tie or null if no tie is registered for the given target.


"
Util,isLocal(Stub stub),static boolean,"The isLocal method has the same semantics as the ObjectImpl._is_local method, except that it can throw a RemoteException.","

isLocal
public static boolean isLocal(Stub stub)
                       throws RemoteException
The isLocal method has the same semantics as the
 ObjectImpl._is_local
 method, except that it can throw a RemoteException.

 The _is_local() method is provided so that stubs may determine if a
 particular object is implemented by a local servant and hence local
 invocation APIs may be used.

Parameters:
stub - the stub to test.
Returns:
The _is_local() method returns true if
 the servant incarnating the object is located in the same process as
 the stub and they both share the same ORB instance.  The _is_local()
 method returns false otherwise. The default behavior of _is_local() is
 to return false.
Throws:
RemoteException - The Java to IDL specification does not
 specify the conditions that cause a RemoteException to be thrown.


"
