ClassName,Method,Return Type,Description
AbstractPreferences,absolutePath(),String,Implements the absolutePath method as per the specification in Preferences.absolutePath().
AbstractPreferences,addNodeChangeListener(NodeChangeListener ncl),void,Registers the specified listener to receive node change events for this node.
AbstractPreferences,addPreferenceChangeListener(PreferenceChangeListener pcl),void,Registers the specified listener to receive preference change events for this preference node.
AbstractPreferences,cachedChildren(),protected AbstractPreferences[],Returns all known unremoved children of this node.
AbstractPreferences,childrenNames(),String[],Implements the children method as per the specification in Preferences.childrenNames().
AbstractPreferences,childrenNamesSpi(),protected abstract String[],Returns the names of the children of this preference node.
AbstractPreferences,childSpi(String name),protected abstract AbstractPreferences,"Returns the named child of this preference node, creating it if it does not already exist."
AbstractPreferences,clear(),void,Implements the clear method as per the specification in Preferences.clear().
AbstractPreferences,exportNode(OutputStream os),void,Implements the exportNode method as per the specification in Preferences.exportNode(OutputStream).
AbstractPreferences,exportSubtree(OutputStream os),void,Implements the exportSubtree method as per the specification in Preferences.exportSubtree(OutputStream).
AbstractPreferences,flush(),void,Implements the flush method as per the specification in Preferences.flush().
AbstractPreferences,flushSpi(),protected abstract void,This method is invoked with this node locked.
AbstractPreferences,"get(String key, String def)",String,"Implements the get method as per the specification in Preferences.get(String,String)."
AbstractPreferences,"getBoolean(String key, boolean def)",boolean,"Implements the getBoolean method as per the specification in Preferences.getBoolean(String,boolean)."
AbstractPreferences,"getByteArray(String key, byte[] def)",byte[],"Implements the getByteArray method as per the specification in Preferences.getByteArray(String,byte[])."
AbstractPreferences,getChild(String nodeName),protected AbstractPreferences,"Returns the named child if it exists, or null if it does not."
AbstractPreferences,"getDouble(String key, double def)",double,"Implements the getDouble method as per the specification in Preferences.getDouble(String,double)."
AbstractPreferences,"getFloat(String key, float def)",float,"Implements the getFloat method as per the specification in Preferences.getFloat(String,float)."
AbstractPreferences,"getInt(String key, int def)",int,"Implements the getInt method as per the specification in Preferences.getInt(String,int)."
AbstractPreferences,"getLong(String key, long def)",long,"Implements the getLong method as per the specification in Preferences.getLong(String,long)."
AbstractPreferences,getSpi(String key),protected abstract String,"Return the value associated with the specified key at this preference node, or null if there is no association for this key, or the association cannot be determined at this time."
AbstractPreferences,isRemoved(),protected boolean,Returns true iff this node (or an ancestor) has been removed with the removeNode() method.
AbstractPreferences,isUserNode(),boolean,Implements the isUserNode method as per the specification in Preferences.isUserNode().
AbstractPreferences,keys(),String[],Implements the keys method as per the specification in Preferences.keys().
AbstractPreferences,keysSpi(),protected abstract String[],Returns all of the keys that have an associated value in this preference node.
AbstractPreferences,name(),String,Implements the name method as per the specification in Preferences.name().
AbstractPreferences,node(String path),Preferences,Implements the node method as per the specification in Preferences.node(String).
AbstractPreferences,nodeExists(String path),boolean,Implements the nodeExists method as per the specification in Preferences.nodeExists(String).
AbstractPreferences,parent(),Preferences,Implements the parent method as per the specification in Preferences.parent().
AbstractPreferences,"put(String key, String value)",void,"Implements the put method as per the specification in Preferences.put(String,String)."
AbstractPreferences,"putBoolean(String key, boolean value)",void,"Implements the putBoolean method as per the specification in Preferences.putBoolean(String,boolean)."
AbstractPreferences,"putByteArray(String key, byte[] value)",void,"Implements the putByteArray method as per the specification in Preferences.putByteArray(String,byte[])."
AbstractPreferences,"putDouble(String key, double value)",void,"Implements the putDouble method as per the specification in Preferences.putDouble(String,double)."
AbstractPreferences,"putFloat(String key, float value)",void,"Implements the putFloat method as per the specification in Preferences.putFloat(String,float)."
AbstractPreferences,"putInt(String key, int value)",void,"Implements the putInt method as per the specification in Preferences.putInt(String,int)."
AbstractPreferences,"putLong(String key, long value)",void,"Implements the putLong method as per the specification in Preferences.putLong(String,long)."
AbstractPreferences,"putSpi(String key, String value)",protected abstract void,Put the given key-value association into this preference node.
AbstractPreferences,remove(String key),void,Implements the remove(String) method as per the specification in Preferences.remove(String).
AbstractPreferences,removeNode(),void,Implements the removeNode() method as per the specification in Preferences.removeNode().
AbstractPreferences,removeNodeChangeListener(NodeChangeListener ncl),void,"Removes the specified NodeChangeListener, so it no longer receives change events."
AbstractPreferences,removeNodeSpi(),protected abstract void,"Removes this preference node, invalidating it and any preferences that it contains."
AbstractPreferences,removePreferenceChangeListener(PreferenceChangeListener pcl),void,"Removes the specified preference change listener, so it no longer receives preference change events."
AbstractPreferences,removeSpi(String key),protected abstract void,Remove the association (if any) for the specified key at this preference node.
AbstractPreferences,sync(),void,Implements the sync method as per the specification in Preferences.sync().
AbstractPreferences,syncSpi(),protected abstract void,This method is invoked with this node locked.
AbstractPreferences,toString(),String,Returns the absolute path name of this preferences node.
NodeChangeEvent,getChild(),Preferences,Returns the node that was added or removed.
NodeChangeEvent,getParent(),Preferences,Returns the parent of the node that was added or removed.
PreferenceChangeEvent,getKey(),String,Returns the key of the preference that was changed.
PreferenceChangeEvent,getNewValue(),String,Returns the new value for the preference.
PreferenceChangeEvent,getNode(),Preferences,Returns the preference node that emitted the event.
Preferences,absolutePath(),abstract String,Returns this preference node's absolute path name.
Preferences,addNodeChangeListener(NodeChangeListener ncl),abstract void,Registers the specified listener to receive node change events for this node.
Preferences,addPreferenceChangeListener(PreferenceChangeListener pcl),abstract void,Registers the specified listener to receive preference change events for this preference node.
Preferences,childrenNames(),abstract String[],"Returns the names of the children of this preference node, relative to this node."
Preferences,clear(),abstract void,Removes all of the preferences (key-value associations) in this preference node.
Preferences,exportNode(OutputStream os),abstract void,Emits on the specified output stream an XML document representing all of the preferences contained in this node (but not its descendants).
Preferences,exportSubtree(OutputStream os),abstract void,Emits an XML document representing all of the preferences contained in this node and all of its descendants.
Preferences,flush(),abstract void,Forces any changes in the contents of this preference node and its descendants to the persistent store.
Preferences,"get(String key, String def)",abstract String,Returns the value associated with the specified key in this preference node.
Preferences,"getBoolean(String key, boolean def)",abstract boolean,Returns the boolean value represented by the string associated with the specified key in this preference node.
Preferences,"getByteArray(String key, byte[] def)",abstract byte[],Returns the byte array value represented by the string associated with the specified key in this preference node.
Preferences,"getDouble(String key, double def)",abstract double,Returns the double value represented by the string associated with the specified key in this preference node.
Preferences,"getFloat(String key, float def)",abstract float,Returns the float value represented by the string associated with the specified key in this preference node.
Preferences,"getInt(String key, int def)",abstract int,Returns the int value represented by the string associated with the specified key in this preference node.
Preferences,"getLong(String key, long def)",abstract long,Returns the long value represented by the string associated with the specified key in this preference node.
Preferences,importPreferences(InputStream is),static void,Imports all of the preferences represented by the XML document on the specified input stream.
Preferences,isUserNode(),abstract boolean,"Returns true if this preference node is in the user preference tree, false if it's in the system preference tree."
Preferences,keys(),abstract String[],Returns all of the keys that have an associated value in this preference node.
Preferences,name(),abstract String,"Returns this preference node's name, relative to its parent."
Preferences,node(String pathName),abstract Preferences,"Returns the named preference node in the same tree as this node, creating it and any of its ancestors if they do not already exist."
Preferences,nodeExists(String pathName),abstract boolean,Returns true if the named preference node exists in the same tree as this node.
Preferences,parent(),abstract Preferences,"Returns the parent of this preference node, or null if this is the root."
Preferences,"put(String key, String value)",abstract void,Associates the specified value with the specified key in this preference node.
Preferences,"putBoolean(String key, boolean value)",abstract void,Associates a string representing the specified boolean value with the specified key in this preference node.
Preferences,"putByteArray(String key, byte[] value)",abstract void,Associates a string representing the specified byte array with the specified key in this preference node.
Preferences,"putDouble(String key, double value)",abstract void,Associates a string representing the specified double value with the specified key in this preference node.
Preferences,"putFloat(String key, float value)",abstract void,Associates a string representing the specified float value with the specified key in this preference node.
Preferences,"putInt(String key, int value)",abstract void,Associates a string representing the specified int value with the specified key in this preference node.
Preferences,"putLong(String key, long value)",abstract void,Associates a string representing the specified long value with the specified key in this preference node.
Preferences,remove(String key),abstract void,"Removes the value associated with the specified key in this preference node, if any."
Preferences,removeNode(),abstract void,"Removes this preference node and all of its descendants, invalidating any preferences contained in the removed nodes."
Preferences,removeNodeChangeListener(NodeChangeListener ncl),abstract void,"Removes the specified NodeChangeListener, so it no longer receives change events."
Preferences,removePreferenceChangeListener(PreferenceChangeListener pcl),abstract void,"Removes the specified preference change listener, so it no longer receives preference change events."
Preferences,sync(),abstract void,Ensures that future reads from this preference node and its descendants reflect any changes that were committed to the persistent store (from any VM) prior to the sync invocation.
Preferences,systemNodeForPackage(Class<?> c),static Preferences,Returns the preference node from the system preference tree that is associated (by convention) with the specified class's package.
Preferences,systemRoot(),static Preferences,Returns the root preference node for the system.
