ClassName,Method,Return Type,Description,Full Description
ActionEvent,getActionCommand(),String,Returns the command string associated with this action.,"

getActionCommand
public String getActionCommand()
Returns the command string associated with this action.
 This string allows a ""modal"" component to specify one of several
 commands, depending on its state. For example, a single button might
 toggle between ""show details"" and ""hide details"". The source object
 and the event would be the same in each case, but the command string
 would identify the intended action.
 
 Note that if a null command string was passed
 to the constructor for this ActionEvent, this
 this method returns null.

Returns:
the string identifying the command for this event


"
ActionEvent,getModifiers(),int,Returns the modifier keys held down during this action event.,"

getModifiers
public int getModifiers()
Returns the modifier keys held down during this action event.

Returns:
the bitwise-or of the modifier constants


"
ActionEvent,getWhen(),long,Returns the timestamp of when this event occurred.,"

getWhen
public long getWhen()
Returns the timestamp of when this event occurred. Because an
 ActionEvent is a high-level, semantic event, the timestamp is typically
 the same as an underlying InputEvent.

Returns:
this event's timestamp
Since:
1.4


"
ActionEvent,paramString(),String,Returns a parameter string identifying this action event.,"

paramString
public String paramString()
Returns a parameter string identifying this action event.
 This method is useful for event-logging and for debugging.

Overrides:
paramString in class AWTEvent
Returns:
a string identifying the event and its associated command


"
AdjustmentEvent,getAdjustable(),Adjustable,Returns the Adjustable object where this event originated.,"

getAdjustable
public Adjustable getAdjustable()
Returns the Adjustable object where this event originated.

Returns:
the Adjustable object where this event originated


"
AdjustmentEvent,getAdjustmentType(),int,Returns the type of adjustment which caused the value changed event.,"

getAdjustmentType
public int getAdjustmentType()
Returns the type of adjustment which caused the value changed
 event.  It will have one of the following values:
 
UNIT_INCREMENT
UNIT_DECREMENT
BLOCK_INCREMENT
BLOCK_DECREMENT
TRACK


Returns:
one of the adjustment values listed above


"
AdjustmentEvent,getValue(),int,Returns the current value in the adjustment event.,"

getValue
public int getValue()
Returns the current value in the adjustment event.

Returns:
the current value in the adjustment event


"
AdjustmentEvent,getValueIsAdjusting(),boolean,Returns true if this is one of multiple adjustment events.,"

getValueIsAdjusting
public boolean getValueIsAdjusting()
Returns true if this is one of multiple
 adjustment events.

Returns:
true if this is one of multiple
         adjustment events, otherwise returns false
Since:
1.4


"
AdjustmentEvent,paramString(),String,Returns a string representing the state of this Event.,"

paramString
public String paramString()
Description copied from class: AWTEvent
Returns a string representing the state of this Event.
 This method is intended to be used only for debugging purposes, and the
 content and format of the returned string may vary between
 implementations. The returned string may be empty but may not be
 null.

Overrides:
paramString in class AWTEvent
Returns:
a string representation of this event


"
AWTEventListenerProxy,eventDispatched(AWTEvent event),void,Forwards the AWT event to the listener delegate.,"

eventDispatched
public void eventDispatched(AWTEvent event)
Forwards the AWT event to the listener delegate.

Specified by:
eventDispatched in interface AWTEventListener
Parameters:
event - the AWT event


"
AWTEventListenerProxy,getEventMask(),long,Returns the event mask associated with the listener.,"

getEventMask
public long getEventMask()
Returns the event mask associated with the listener.

Returns:
the event mask associated with the listener


"
ComponentAdapter,componentHidden(ComponentEvent e),void,Invoked when the component has been made invisible.,"

componentHidden
public void componentHidden(ComponentEvent e)
Invoked when the component has been made invisible.

Specified by:
componentHidden in interface ComponentListener


"
ComponentAdapter,componentMoved(ComponentEvent e),void,Invoked when the component's position changes.,"

componentMoved
public void componentMoved(ComponentEvent e)
Invoked when the component's position changes.

Specified by:
componentMoved in interface ComponentListener


"
ComponentAdapter,componentResized(ComponentEvent e),void,Invoked when the component's size changes.,"

componentResized
public void componentResized(ComponentEvent e)
Invoked when the component's size changes.

Specified by:
componentResized in interface ComponentListener


"
ComponentAdapter,componentShown(ComponentEvent e),void,Invoked when the component has been made visible.,"

componentShown
public void componentShown(ComponentEvent e)
Invoked when the component has been made visible.

Specified by:
componentShown in interface ComponentListener


"
ComponentEvent,getComponent(),Component,Returns the originator of the event.,"

getComponent
public Component getComponent()
Returns the originator of the event.

Returns:
the Component object that originated
 the event, or null if the object is not a
 Component.


"
ComponentEvent,paramString(),String,Returns a parameter string identifying this event.,"

paramString
public String paramString()
Returns a parameter string identifying this event.
 This method is useful for event-logging and for debugging.

Overrides:
paramString in class AWTEvent
Returns:
a string identifying the event and its attributes


"
ContainerAdapter,componentAdded(ContainerEvent e),void,Invoked when a component has been added to the container.,"

componentAdded
public void componentAdded(ContainerEvent e)
Invoked when a component has been added to the container.

Specified by:
componentAdded in interface ContainerListener


"
ContainerAdapter,componentRemoved(ContainerEvent e),void,Invoked when a component has been removed from the container.,"

componentRemoved
public void componentRemoved(ContainerEvent e)
Invoked when a component has been removed from the container.

Specified by:
componentRemoved in interface ContainerListener


"
ContainerEvent,getChild(),Component,Returns the component that was affected by the event.,"

getChild
public Component getChild()
Returns the component that was affected by the event.

Returns:
the Component object that was added or removed


"
ContainerEvent,getContainer(),Container,Returns the originator of the event.,"

getContainer
public Container getContainer()
Returns the originator of the event.

Returns:
the Container object that originated
 the event, or null if the object is not a
 Container.


"
ContainerEvent,paramString(),String,Returns a parameter string identifying this event.,"

paramString
public String paramString()
Returns a parameter string identifying this event.
 This method is useful for event-logging and for debugging.

Overrides:
paramString in class ComponentEvent
Returns:
a string identifying the event and its attributes


"
FocusAdapter,focusGained(FocusEvent e),void,Invoked when a component gains the keyboard focus.,"

focusGained
public void focusGained(FocusEvent e)
Invoked when a component gains the keyboard focus.

Specified by:
focusGained in interface FocusListener


"
FocusAdapter,focusLost(FocusEvent e),void,Invoked when a component loses the keyboard focus.,"

focusLost
public void focusLost(FocusEvent e)
Invoked when a component loses the keyboard focus.

Specified by:
focusLost in interface FocusListener


"
FocusEvent,getOppositeComponent(),Component,Returns the other Component involved in this focus change.,"

getOppositeComponent
public Component getOppositeComponent()
Returns the other Component involved in this focus change. For a
 FOCUS_GAINED event, this is the Component that lost focus. For a
 FOCUS_LOST event, this is the Component that gained focus. If this
 focus change occurs with a native application, with a Java application
 in a different VM or context, or with no other Component, then null is
 returned.

Returns:
the other Component involved in the focus change, or null
Since:
1.4


"
FocusEvent,isTemporary(),boolean,Identifies the focus change event as temporary or permanent.,"

isTemporary
public boolean isTemporary()
Identifies the focus change event as temporary or permanent.

Returns:
true if the focus change is temporary;
         false otherwise


"
FocusEvent,paramString(),String,Returns a parameter string identifying this event.,"

paramString
public String paramString()
Returns a parameter string identifying this event.
 This method is useful for event-logging and for debugging.

Overrides:
paramString in class ComponentEvent
Returns:
a string identifying the event and its attributes


"
HierarchyBoundsAdapter,ancestorMoved(HierarchyEvent e),void,Called when an ancestor of the source is moved.,"

ancestorMoved
public void ancestorMoved(HierarchyEvent e)
Called when an ancestor of the source is moved.

Specified by:
ancestorMoved in interface HierarchyBoundsListener


"
HierarchyBoundsAdapter,ancestorResized(HierarchyEvent e),void,Called when an ancestor of the source is resized.,"

ancestorResized
public void ancestorResized(HierarchyEvent e)
Called when an ancestor of the source is resized.

Specified by:
ancestorResized in interface HierarchyBoundsListener


"
HierarchyEvent,getChanged(),Component,Returns the Component at the top of the hierarchy which was changed.,"

getChanged
public Component getChanged()
Returns the Component at the top of the hierarchy which was
 changed.

Returns:
the changed Component


"
