Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AccessibleAttributeSequence,1,AccessibleAttributeSequence(),False,NULL
0,AccessibleAttributeSequence,2,AccessibleAttributeSequence(int initialCapacity),False,NULL
0,AccessibleAttributeSequence,3,AccessibleAttributeSequence(Collection<? extends Attribute> c),False,NULL
0,AccessibleAttributeSequence,4,boolean add(Attribute attribute),False,NULL
0,AccessibleAttributeSequence,5,"void add(int index, Attribute attribute)",False,NULL
1,AccessibleBundle,1,AccessibleBundleEntry,False,NULL
1,AccessibleBundle,2,AccessibleBundleEntrySet,False,NULL
1,AccessibleBundle,3,AccessibleBundleKeys,False,NULL
1,AccessibleBundle,4,AccessibleBundleValues,False,NULL
1,AccessibleBundle,5,getAccessibleBundleEntry(String key),False,NULL
2,AccessibleContext,1,AccessibleContext getAccessibleContext(),False,NULL
2,AccessibleContext,2,AccessibleRole getAccessibleRole(),True,Gets the role of this object.
2,AccessibleContext,3,AccessibleState getAccessibleStateSet(),False,NULL
2,AccessibleContext,4,AccessibleText getAccessibleText(),True,Gets the AccessibleText associated with this object presenting text on the display.
2,AccessibleContext,5,AccessibleValue getAccessibleValue(),True,Gets the AccessibleValue associated with this object that supports a Numerical value.
3,AccessibleHyperlink,1,AccessibleHyperlink getAccessibleHyperlink(int index),False,NULL
3,AccessibleHyperlink,2,int getAccessibleHyperlinkCount(),False,NULL
3,AccessibleHyperlink,3,boolean isAccessibleHyperlink(int index),False,NULL
3,AccessibleHyperlink,4,AccessibleHyperlink getAccessibleHyperlink(int index),False,NULL
3,AccessibleHyperlink,5,AccessibleHyperlink getAccessibleHyperlink(int index),False,NULL
4,AccessibleRelation,1,AccessibleRelation getAccessibleRelation(int relationType),False,NULL
4,AccessibleRelation,2,int getAccessibleRelationCount(),False,NULL
4,AccessibleRelation,3,AccessibleRelation getAccessibleRelation(int index),False,NULL
4,AccessibleRelation,4,boolean isAccessibleRelationSupported(int relationType),False,NULL
4,AccessibleRelation,5,Accessible getAccessibleParent(),False,NULL
5,AccessibleRelationSet,1,boolean add(AccessibleRelation relation),True,Adds a new relation to the current relation set.
5,AccessibleRelationSet,2,void clear(),True,Removes all the relations from the current relation set.
5,AccessibleRelationSet,3,boolean contains(AccessibleRelation relation),False,NULL
5,AccessibleRelationSet,4,boolean isEmpty(),False,NULL
5,AccessibleRelationSet,5,boolean remove(AccessibleRelation relation),True,Removes a relation from the current relation set.
6,AccessibleResourceBundle,1,AccessibleResourceBundle,False,NULL
6,AccessibleResourceBundle,2,AccessibleResourceBundle.getAccessibleResourceBundle(Locale),False,NULL
6,AccessibleResourceBundle,3,"AccessibleResourceBundle.getAccessibleResourceBundle(Locale, ClassLoader)",False,NULL
6,AccessibleResourceBundle,4,"AccessibleResourceBundle.getAccessibleResourceBundle(Locale, ClassLoader, Class)",False,NULL
6,AccessibleResourceBundle,5,"AccessibleResourceBundle.getAccessibleResourceBundle(Locale, ClassLoader, Class, Object)",False,NULL
7,AccessibleRole,1,AccessibleRole getAccessibleRole(),False,NULL
7,AccessibleRole,2,AccessibleRole getAccessibleRole(int role),False,NULL
7,AccessibleRole,3,AccessibleRole getAccessibleRole(String role),False,NULL
7,AccessibleRole,4,AccessibleRole getAccessibleRole(AccessibleRole role),False,NULL
7,AccessibleRole,5,"AccessibleRole getAccessibleRole(int role, int index)",False,NULL
8,AccessibleState,1,AccessibleState.ACTIVE,False,NULL
8,AccessibleState,2,AccessibleState.ARMED,False,NULL
8,AccessibleState,3,AccessibleState.BUSY,False,NULL
8,AccessibleState,4,AccessibleState.CHECKED,False,NULL
8,AccessibleState,5,AccessibleState.EDITABLE,False,NULL
9,AccessibleStateSet,1,boolean add(E e),False,NULL
9,AccessibleStateSet,2,boolean addAll(Collection<? extends E> c),False,NULL
9,AccessibleStateSet,3,void clear(),True,Removes all the states from the current state set.
9,AccessibleStateSet,4,boolean contains(Object o),False,NULL
9,AccessibleStateSet,5,boolean containsAll(Collection<?> c),False,NULL
10,AccessibleTextSequence,1,int getEndIndex(),False,NULL
10,AccessibleTextSequence,2,int getStartIndex(),False,NULL
10,AccessibleTextSequence,3,int getTextLength(),False,NULL
10,AccessibleTextSequence,4,String getText(),False,NULL
10,AccessibleTextSequence,5,"String getText(int start, int end)",False,NULL
