ClassName,Method,Return Type,Description
_IDLTypeStub,_ids(),String[],Retrieves a string array containing the repository identifiers supported by this ObjectImpl object.
_IDLTypeStub,def_kind(),DefinitionKind,Returns the DefinitionKind corresponding to this Interface Repository object.
_IDLTypeStub,destroy(),void,Destroys this object.
_IDLTypeStub,type(),TypeCode,The type attribute describes the type defined by an object derived from IDLType.
_PolicyStub,_ids(),String[],Retrieves a string array containing the repository identifiers supported by this ObjectImpl object.
_PolicyStub,copy(),Policy,Copies the policy object.
_PolicyStub,destroy(),void,Destroys the policy object.
_PolicyStub,policy_type(),int,Returns the constant value that corresponds to the type of the policy object.
Any,create_input_stream(),abstract InputStream,Creates an input stream from which this Any object's value can be unmarshalled.
Any,create_output_stream(),abstract OutputStream,Creates an output stream into which this Any object's value can be marshalled.
Any,equal(Any a),abstract boolean,Checks for equality between this Any object and the given Any object.
Any,extract_any(),abstract Any,Extracts the Any object in this Any object's value field.
Any,extract_boolean(),abstract boolean,Extracts the boolean in this Any object's value field.
Any,extract_char(),abstract char,Extracts the char in this Any object's value field.
Any,extract_double(),abstract double,Extracts the double in this Any object's value field.
Any,extract_fixed(),BigDecimal,Extracts the java.math.BigDecimal object in this Any object's value field.
Any,extract_float(),abstract float,Extracts the float in this Any object's value field.
Any,extract_long(),abstract int,Extracts the int in this Any object's value field.
Any,extract_longlong(),abstract long,Extracts the long in this Any object's value field.
Any,extract_Object(),abstract Object,Extracts the org.omg.CORBA.Object in this Any object's value field.
Any,extract_octet(),abstract byte,Extracts the byte in this Any object's value field.
Any,extract_Principal(),Principal,Deprecated. Deprecated by CORBA 2.2.
Any,extract_short(),abstract short,Extracts the short in this Any object's value field.
Any,extract_Streamable(),Streamable,Extracts a Streamable from this Any object's value field.
Any,extract_string(),abstract String,Extracts the String object in this Any object's value field.
Any,extract_TypeCode(),abstract TypeCode,Extracts the TypeCode object in this Any object's value field.
Any,extract_ulong(),abstract int,Extracts the int in this Any object's value field.
Any,extract_ulonglong(),abstract long,Extracts the long in this Any object's value field.
Any,extract_ushort(),abstract short,Extracts the short in this Any object's value field.
Any,extract_Value(),abstract Serializable,Extracts the java.io.Serializable object in this Any object's value field.
Any,extract_wchar(),abstract char,Extracts the char in this Any object's value field.
Any,extract_wstring(),abstract String,Extracts the String object in this Any object's value field.
Any,insert_any(Any a),abstract void,Inserts the given Any object into this Any object's value field.
Any,insert_boolean(boolean b),abstract void,Inserts the given boolean into this Any object's value field.
Any,insert_char(char c),abstract void,Inserts the given char into this Any object's value field.
Any,insert_double(double d),abstract void,Inserts the given double into this Any object's value field.
Any,insert_fixed(BigDecimal value),void,Throws an org.omg.CORBA.NO_IMPLEMENT exception.
Any,"insert_fixed(BigDecimal value, TypeCode type)",void,Throws an org.omg.CORBA.NO_IMPLEMENT exception.
Any,insert_float(float f),abstract void,Inserts the given float into this Any object's value field.
Any,insert_long(int l),abstract void,Inserts the given int into this Any object's value field.
Any,insert_longlong(long l),abstract void,Inserts the given long into this Any object's value field.
Any,insert_Object(Object o),abstract void,Inserts the given org.omg.CORBA.Object object into this Any object's value field.
Any,"insert_Object(Object o, TypeCode t)",abstract void,Inserts the given org.omg.CORBA.Object object into this Any object's value field.
Any,insert_octet(byte b),abstract void,Inserts the given byte into this Any object's value field.
Any,insert_Principal(Principal p),void,Deprecated. Deprecated by CORBA 2.2.
Any,insert_short(short s),abstract void,Inserts the given short into this Any object's value field.
Any,insert_Streamable(Streamable s),void,Inserts the given Streamable object into this Any object's value field.
Any,insert_string(String s),abstract void,Inserts the given String object into this Any object's value field.
Any,insert_TypeCode(TypeCode t),abstract void,Inserts the given TypeCode object into this Any object's value field.
Any,insert_ulong(int l),abstract void,Inserts the given int into this Any object's value field.
Any,insert_ulonglong(long l),abstract void,Inserts the given long into this Any object's value field.
Any,insert_ushort(short s),abstract void,Inserts the given short into this Any object's value field.
Any,insert_Value(Serializable v),abstract void,Inserts the given java.io.Serializable object into this Any object's value field.
Any,"insert_Value(Serializable v, TypeCode t)",abstract void,Inserts the given java.io.Serializable object into this Any object's value field.
Any,insert_wchar(char c),abstract void,Inserts the given char into this Any object's value field.
Any,insert_wstring(String s),abstract void,Inserts the given String object into this Any object's value field.
Any,"read_value(InputStream is, TypeCode t)",abstract void,Reads off (unmarshals) the value of an Any object from the given input stream using the given typecode.
Any,type(),abstract TypeCode,Returns type information for the element contained in this Any object.
Any,type(TypeCode t),abstract void,Sets this Any object's type field to the given TypeCode object and clears its value.
Any,write_value(OutputStream os),abstract void,Writes out the value of this Any object to the given output stream.
AnyHolder,_read(InputStream input),void,Reads from input and initalizes the value in the Holder with the unmarshalled data.
AnyHolder,_type(),TypeCode,Returns the TypeCode object corresponding to the value held in this AnyHolder object.
AnyHolder,_write(OutputStream output),void,Marshals to output the value in this AnyHolder object.
AnySeqHelper,extract(Any a),static Any[],NULL
AnySeqHelper,id(),static String,NULL
AnySeqHelper,"insert(Any a, Any[] that)",static void,NULL
AnySeqHelper,read(InputStream istream),static Any[],NULL
AnySeqHelper,type(),static TypeCode,NULL
AnySeqHelper,"write(OutputStream ostream, Any[] value)",static void,NULL
AnySeqHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.
AnySeqHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.
AnySeqHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.
BooleanHolder,_read(InputStream input),void,Reads unmarshalled data from input and assigns it to this BooleanHolder object's value field.
BooleanHolder,_type(),TypeCode,Retrieves the TypeCode object that corresponds to the value held in this BooleanHolder object.
BooleanHolder,_write(OutputStream output),void,Marshals the value in this BooleanHolder object's value field to the output stream output.
BooleanSeqHelper,extract(Any a),static boolean[],NULL
BooleanSeqHelper,id(),static String,NULL
BooleanSeqHelper,"insert(Any a, boolean[] that)",static void,NULL
BooleanSeqHelper,read(InputStream istream),static boolean[],NULL
BooleanSeqHelper,type(),static TypeCode,NULL
BooleanSeqHelper,"write(OutputStream ostream, boolean[] value)",static void,NULL
BooleanSeqHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.
BooleanSeqHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.
BooleanSeqHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.
ByteHolder,_read(InputStream input),void,Reads from input and initalizes the value in this ByteHolder object with the unmarshalled data.
ByteHolder,_type(),TypeCode,Returns the TypeCode corresponding to the value held in this ByteHolder object.
ByteHolder,_write(OutputStream output),void,Marshals to output the value in this ByteHolder object.
CharHolder,_read(InputStream input),void,Reads from input and initalizes the value in this CharHolder object with the unmarshalled data.
CharHolder,_type(),TypeCode,Returns the TypeCode object corresponding to the value held in this CharHolder object.
CharHolder,_write(OutputStream output),void,Marshals to output the value in this CharHolder object.
CharSeqHelper,extract(Any a),static char[],NULL
CharSeqHelper,id(),static String,NULL
CharSeqHelper,"insert(Any a, char[] that)",static void,NULL
CharSeqHelper,read(InputStream istream),static char[],NULL
CharSeqHelper,type(),static TypeCode,NULL
CharSeqHelper,"write(OutputStream ostream, char[] value)",static void,NULL
CharSeqHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.
CharSeqHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.
CharSeqHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.
CompletionStatus,from_int(int i),static CompletionStatus,Creates a CompletionStatus object from the given int.
CompletionStatus,value(),int,Retrieves the value of this CompletionStatus object.
CompletionStatusHelper,extract(Any a),static CompletionStatus,NULL
CompletionStatusHelper,id(),static String,NULL
CompletionStatusHelper,"insert(Any a, CompletionStatus that)",static void,NULL
CompletionStatusHelper,read(InputStream istream),static CompletionStatus,NULL
CompletionStatusHelper,type(),static TypeCode,NULL
CompletionStatusHelper,"write(OutputStream ostream, CompletionStatus value)",static void,NULL
Context,context_name(),abstract String,Retrieves the name of this Context object.
Context,create_child(String child_ctx_name),abstract Context,Creates a Context object with the given string as its name and with this Context object set as its parent.
Context,delete_values(String propname),abstract void,Deletes from this Context object the NamedValue object(s) whose name field matches the given property name.
Context,"get_values(String start_scope, int op_flags, String pattern)",abstract NVList,Retrieves the NamedValue objects whose name field matches the given name or name pattern.
Context,parent(),abstract Context,Retrieves the parent of this Context object.
Context,"set_one_value(String propname, Any propvalue)",abstract void,Creates a NamedValue object and adds it to this Context object.
Context,set_values(NVList values),abstract void,I Sets one or more property values in this Context object.
ContextList,add(String ctx),abstract void,Adds a String object to this ContextList object.
ContextList,count(),abstract int,Returns the number of String objects in this ContextList object.
ContextList,item(int index),abstract String,Returns the String object at the given index.
ContextList,remove(int index),abstract void,Removes the String object at the given index.
CurrentHelper,extract(Any a),static Current,NULL
CurrentHelper,id(),static String,NULL
CurrentHelper,"insert(Any a, Current that)",static void,NULL
CurrentHelper,narrow(Object obj),static Current,NULL
CurrentHelper,read(InputStream istream),static Current,NULL
CurrentHelper,type(),static TypeCode,NULL
CurrentHelper,"write(OutputStream ostream, Current value)",static void,NULL
CurrentHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.
CurrentHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.
CurrentHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.
DefinitionKind,from_int(int i),static DefinitionKind,Creates a DefinitionKind instance corresponding to the given code.
DefinitionKind,value(),int,Returns the int constant identifying the type of an IR object.
DefinitionKindHelper,extract(Any a),static DefinitionKind,NULL
DefinitionKindHelper,id(),static String,NULL
DefinitionKindHelper,"insert(Any a, DefinitionKind that)",static void,NULL
DefinitionKindHelper,read(InputStream istream),static DefinitionKind,NULL
DefinitionKindHelper,type(),static TypeCode,NULL
DefinitionKindHelper,"write(OutputStream ostream, DefinitionKind value)",static void,NULL
DoubleHolder,_read(InputStream input),void,Read a double value from the input stream and store it in the value member.
DoubleHolder,_type(),TypeCode,Return the TypeCode of this holder object.
DoubleHolder,_write(OutputStream output),void,Write the double value stored in this holder to an OutputStream.
DoubleSeqHelper,extract(Any a),static double[],NULL
DoubleSeqHelper,id(),static String,NULL
DoubleSeqHelper,"insert(Any a, double[] that)",static void,NULL
DoubleSeqHelper,read(InputStream istream),static double[],NULL
DoubleSeqHelper,type(),static TypeCode,NULL
DoubleSeqHelper,"write(OutputStream ostream, double[] value)",static void,NULL
DoubleSeqHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.
DoubleSeqHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.
DoubleSeqHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.
DynamicImplementation,_ids(),String[],Deprecated.
DynamicImplementation,invoke(ServerRequest request),void,Deprecated. Deprecated by Portable Object Adapter
Environment,clear(),abstract void,Clears this Environment object of its exception.
Environment,exception(),abstract Exception,Retrieves the exception in this Environment object.
Environment,exception(Exception except),abstract void,Inserts the given exception into this Environment object.
ExceptionList,add(TypeCode exc),abstract void,Adds a TypeCode object describing an exception to this ExceptionList object.
ExceptionList,count(),abstract int,Retrieves the number of TypeCode objects in this ExceptionList object.
ExceptionList,item(int index),abstract TypeCode,Returns the TypeCode object at the given index.
ExceptionList,remove(int index),abstract void,Removes the TypeCode object at the given index.
FieldNameHelper,extract(Any a),static String,NULL
FieldNameHelper,id(),static String,NULL
FieldNameHelper,"insert(Any a, String that)",static void,NULL
FieldNameHelper,read(InputStream istream),static String,NULL
FieldNameHelper,type(),static TypeCode,NULL
FieldNameHelper,"write(OutputStream ostream, String value)",static void,NULL
FixedHolder,_read(InputStream input),void,Read a fixed point value from the input stream and store it in the value member.
FixedHolder,_type(),TypeCode,Return the TypeCode of this holder object.
FixedHolder,_write(OutputStream output),void,Write the fixed point value stored in this holder to an OutputStream.
FloatHolder,_read(InputStream input),void,Read a float from an input stream and initialize the value member with the float value.
FloatHolder,_type(),TypeCode,Return the TypeCode of this Streamable.
FloatHolder,_write(OutputStream output),void,Write the float value into an output stream.
FloatSeqHelper,extract(Any a),static float[],NULL
FloatSeqHelper,id(),static String,NULL
FloatSeqHelper,"insert(Any a, float[] that)",static void,NULL
FloatSeqHelper,read(InputStream istream),static float[],NULL
FloatSeqHelper,type(),static TypeCode,NULL
FloatSeqHelper,"write(OutputStream ostream, float[] value)",static void,NULL
FloatSeqHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.
FloatSeqHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.
FloatSeqHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.
IdentifierHelper,extract(Any a),static String,NULL
IdentifierHelper,id(),static String,NULL
IdentifierHelper,"insert(Any a, String that)",static void,NULL
IdentifierHelper,read(InputStream istream),static String,NULL
IdentifierHelper,type(),static TypeCode,NULL
IdentifierHelper,"write(OutputStream ostream, String value)",static void,NULL
IDLTypeHelper,extract(Any a),static IDLType,NULL
IDLTypeHelper,id(),static String,NULL
IDLTypeHelper,"insert(Any a, IDLType that)",static void,NULL
IDLTypeHelper,narrow(Object obj),static IDLType,NULL
IDLTypeHelper,read(InputStream istream),static IDLType,NULL
IDLTypeHelper,type(),static TypeCode,NULL
IDLTypeHelper,"write(OutputStream ostream, IDLType value)",static void,NULL
IntHolder,_read(InputStream input),void,Reads unmarshalled data from input and assigns it to the value field in this IntHolder object.
IntHolder,_type(),TypeCode,Retrieves the TypeCode object that corresponds to the value held in this IntHolder object's value field.
IntHolder,_write(OutputStream output),void,Marshals the value in this IntHolder object's value field to the output stream output.
LocalObject,"_create_request(Context ctx, String operation, NVList arg_list, NamedValue result)",Request,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method is the default implementation of the org.omg.CORBA.Object method."
LocalObject,"_create_request(Context ctx, String operation, NVList arg_list, NamedValue result, ExceptionList exceptions, ContextList contexts)",Request,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method is the default implementation of the org.omg.CORBA.Object method."
LocalObject,_duplicate(),Object,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method is the default implementation of the org.omg.CORBA.Object method."
LocalObject,_get_domain_managers(),DomainManager[],"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method does not apply to local objects and is therefore not implemented."
LocalObject,_get_interface_def(),Object,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method is the default implementation of the org.omg.CORBA.Object method."
LocalObject,_get_interface(),Object,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method does not apply to local objects and is therefore not implemented."
LocalObject,_get_policy(int policy_type),Policy,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method does not apply to local objects and is therefore not implemented."
LocalObject,_hash(int maximum),int,"Returns a hash value that is consistent for the lifetime of the object, using the given number as the maximum."
LocalObject,_invoke(OutputStream output),InputStream,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method is the default implementation of the org.omg.CORBA.Object method."
LocalObject,_is_a(String repository_id),boolean,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method does not apply to local objects and is therefore not implemented."
LocalObject,_is_equivalent(Object that),boolean,"Determines whether the two object references are equivalent, so far as the ORB can easily determine."
LocalObject,_is_local(),boolean,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method is the default implementation of the org.omg.CORBA.Object method."
LocalObject,_non_existent(),boolean,Always returns false.
LocalObject,_orb(),ORB,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method is the default implementation of the org.omg.CORBA.Object method."
LocalObject,_release(),void,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method is the default implementation of the org.omg.CORBA.Object method."
LocalObject,_releaseReply(InputStream input),void,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method is the default implementation of the org.omg.CORBA.Object method."
LocalObject,_request(String operation),Request,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method is the default implementation of the org.omg.CORBA.Object method."
LocalObject,"_request(String operation, boolean responseExpected)",OutputStream,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method is the default implementation of the org.omg.CORBA.Object method."
LocalObject,_servant_postinvoke(ServantObject servant),void,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method is the default implementation of the org.omg.CORBA.Object method."
LocalObject,"_servant_preinvoke(String operation, Class expectedType)",ServantObject,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method is the default implementation of the org.omg.CORBA.Object method."
LocalObject,"_set_policy_override(Policy[] policies, SetOverrideType set_add)",Object,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method does not apply to local objects and is therefore not implemented."
LocalObject,validate_connection(),boolean,"Throws an org.omg.CORBA.NO_IMPLEMENT exception with the message ""This is a locally constrained object."" This method does not apply to local objects and is therefore not implemented."
LongHolder,_read(InputStream input),void,Reads from input and initalizes the value in the Holder with the unmarshalled data.
LongHolder,_type(),TypeCode,Returns the TypeCode object corresponding to the value held in the Holder.
LongHolder,_write(OutputStream output),void,Marshals to output the value in the Holder.
LongLongSeqHelper,extract(Any a),static long[],NULL
LongLongSeqHelper,id(),static String,NULL
LongLongSeqHelper,"insert(Any a, long[] that)",static void,NULL
LongLongSeqHelper,read(InputStream istream),static long[],NULL
LongLongSeqHelper,type(),static TypeCode,NULL
LongLongSeqHelper,"write(OutputStream ostream, long[] value)",static void,NULL
LongLongSeqHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.
LongLongSeqHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.
LongLongSeqHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.
LongSeqHelper,extract(Any a),static int[],NULL
LongSeqHelper,id(),static String,NULL
LongSeqHelper,"insert(Any a, int[] that)",static void,NULL
LongSeqHelper,read(InputStream istream),static int[],NULL
LongSeqHelper,type(),static TypeCode,NULL
LongSeqHelper,"write(OutputStream ostream, int[] value)",static void,NULL
LongSeqHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.
LongSeqHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.
LongSeqHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.
NamedValue,flags(),abstract int,Retrieves the argument mode flag for this NamedValue object.
NamedValue,name(),abstract String,Retrieves the name for this NamedValue object.
NamedValue,value(),abstract Any,Retrieves the value for this NamedValue object.
NameValuePairHelper,extract(Any a),static NameValuePair,NULL
NameValuePairHelper,id(),static String,NULL
NameValuePairHelper,"insert(Any a, NameValuePair that)",static void,NULL
NameValuePairHelper,read(InputStream istream),static NameValuePair,NULL
NameValuePairHelper,type(),static TypeCode,NULL
NameValuePairHelper,"write(OutputStream ostream, NameValuePair value)",static void,NULL
NVList,"add_item(String item_name, int flags)",abstract NamedValue,"Creates a new NamedValue object initialized with the given name and flag, and adds it to the end of this NVList object."
NVList,"add_value(String item_name, Any val, int flags)",abstract NamedValue,"Creates a new NamedValue object initialized with the given name, value, and flag, and adds it to the end of this NVList object."
NVList,add(int flags),abstract NamedValue,Creates a new NamedValue object initialized with the given flag and adds it to the end of this NVList object.
NVList,count(),abstract int,Returns the number of NamedValue objects that have been added to this NVList object.
NVList,item(int index),abstract NamedValue,Retrieves the NamedValue object at the given index.
NVList,remove(int index),abstract void,Removes the NamedValue object at the given index.
ObjectHelper,extract(Any a),static Object,NULL
ObjectHelper,id(),static String,NULL
ObjectHelper,"insert(Any a, Object that)",static void,NULL
ObjectHelper,read(InputStream istream),static Object,NULL
