ClassName,URL,Description
Binder,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/Binder.html,Enable synchronization between XML infoset nodes and JAXB objects representing same XML document.
DatatypeConverter,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/DatatypeConverter.html,The javaType binding declaration can be used to customize the binding of an XML schema datatype to a Java datatype.
JAXB,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/JAXB.html,"Class that defines convenience methods for common, simple use of JAXB."
JAXBContext,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/JAXBContext.html,The JAXBContext class provides the client's entry point to the JAXB API.
JAXBElement,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/JAXBElement.html,JAXB representation of an Xml Element.
JAXBElement.GlobalScope,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/JAXBElement.GlobalScope.html,Designates global scope for an xml element.
JAXBIntrospector,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/JAXBIntrospector.html,Provide access to JAXB xml binding data for a JAXB object.
JAXBPermission,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/JAXBPermission.html,This class is for JAXB permissions.
Marshaller.Listener,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/Marshaller.Listener.html,Register an instance of an implementation of this class with a Marshaller to externally listen for marshal events.
SchemaOutputResolver,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/SchemaOutputResolver.html,Controls where a JAXB implementation puts the generates schema files.
Unmarshaller.Listener,https://docs.oracle.com/javase/8/docs/api/javax/xml/bind/Unmarshaller.Listener.html,Register an instance of an implementation of this class with Unmarshaller to externally listen for unmarshal events.
